                       	basic_memmem	twoway_memmem	memmem
String QXVG<8VKH, offset 91649:	116870	2180.56	19016.3
String 1, offset 2166:	1379.26	50.5039	41.8711
String 51TN, offset 9384:	5928.26	196.727	4796.17
String SLU8@<77JUVP6, offset 11601:	13772.7	435.016	1727.55
String 0, offset 163838:	101374	3770.96	3560
String 4, offset 163838:	101198	3724.5	3560.48
String BT98HTDMY[, offset 1755:	1745.87	628.73	373.895
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	653.246	345.383	117.094
String JRN3MYMI2TIZN[N9?, offset 2735:	2284.02	1226.44	381.078
String Y6, offset 18239:	21616.4	549.066	25714.5
String E=<X7S5<FAOI4, offset 2503:	2092.76	113.887	370.895
String 52BS3CUPU3KU@W2, offset 11268:	6925.62	215.211	1340.27
String Z6, offset 22605:	28738.1	627.707	32144.5
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	649.414	579.566	101.531
String 2, offset 611:	399.488	19.5508	18.9883
String 6[GPB, offset 41469:	25159.3	829.98	16269.3
String DCZCEDI2, offset 3838:	2923.21	153.105	872.059
String F2LVAHH5, offset 59813:	75719.9	31500.6	14721.2
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1589.96	52.043	262.223
String AYESVW[9AU9O, offset 43093:	55398	972.684	6910.91
String N1PJ@V0, offset 1961:	1675.62	90.5664	593.773
String JAPZ@SHK7, offset 5306:	5368	174.5	1067.6
String Y>WH@OQ7<<KG, offset 5489:	5458.06	161.75	840.996
String 8YK9Y4AX, offset 3077:	1958.64	89.418	685.836
String >Y9, offset 841:	748.273	52.0156	624.672
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7697.42	3326.85	612.832
String 5, offset 163838:	101188	3751.54	3649.76
String 0, offset 163838:	101215	3780.19	3559.36
String BO>@>1HVD9K=P4B, offset 1113:	890.039	653.223	192.617
String X2R, offset 5662:	5576.52	164.52	4195.27
String AS7947JGV@, offset 84947:	110184	45030.4	16881.4
String N3USCOC@WE, offset 1455:	1309.61	973.027	355.816
String 5, offset 163838:	102004	3751.7	3634.84
String F0MWMCH, offset 119294:	154756	68941.8	33986.1
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11403.6	5032.55	870.574
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60249.4	952.531	3843.84
String 1, offset 163838:	101132	3783.27	3569.82
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	780.969	32.6406	137.285
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44753.8	1782.12	7552.92
String 39UVL, offset 1426:	916.73	36.5312	591.496
String 8=Y, offset 4750:	2992.52	121.16	3415.76
String VGHAHB4GFVQ>1LQ, offset 220:	205.648	94.3242	74.457
String <PFR0P=8FD5K, offset 1049:	821.363	95.9141	202.414
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3577.09	2009.27	392.082
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66464.1	1492.59	5726.95
String 5, offset 45105:	27583.8	967.062	796.113
String KDJ>=PADGH6RTYG?YF, offset 90440:	114994	48727.1	10701.2
String KNN==39, offset 1989:	1923.01	98.7734	676.992
String 0, offset 163838:	101458	4005.97	3734.06
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33549.6	13869.3	2018.72
String 2, offset 163838:	100936	3772.6	3626.34
String V5, offset 134:	107.797	36.2227	219.777
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	198568	90577.2	14388.2
String >DNAI<7R2=7KS, offset 80494:	102478	37751	13122.8
String FZ52=G=Y4?WC[9E, offset 612:	504.324	236.086	145.621
String 1, offset 163838:	101808	3770.63	3592.62
String GW0J=5640F1GEP, offset 14142:	15947.1	517.297	1799.44
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106340	2121.18	8032.74
String @OKI?1[IIPRCZ9XH, offset 284:	237.703	111.48	80.0898
String 1Z0, offset 5676:	3498.06	126.473	4209.87
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17887.7	499.672	1087.2
String R<58, offset 303:	302.312	53.4648	178.422
String 1>QG79OA55IUOD<9?1?K, offset 138567:	84751	3238.05	15918.6
String 804S@ERR@FE@L, offset 58219:	36703.8	1521.64	8755.38
String Z8, offset 20884:	26203.2	676.922	29868.6
String 1, offset 163838:	101444	3751.71	3648.98
String G=9, offset 192:	173.938	49.1914	169.699
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	186727	88310	14862.3
String 4, offset 163838:	102501	3838.72	3651.46
String K37<GE0P=EAC[U5, offset 97404:	124713	53534.9	14350.9
String DC9Y7?ZDXW@AP6V8Z, offset 140:	150.184	100.785	70.1094
String 9, offset 163838:	101971	3810.47	3639.43
String OY2BY64YX@1BIE=5C39G5, offset 160474:	206093	3824.77	17756.1
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22116.2	598.723	1493.2
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28802.1	766.832	2177.74
String G8K>X?PEKV[6CRO99[21, offset 454:	390.469	117.273	95.4492
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1343.16	141.059	236.742
String 14C7=EOB, offset 940:	611.113	29.7734	238.859
String 2[E, offset 574:	376.938	23.4805	417.223
String 6INY>8, offset 7757:	4768.57	156.133	2320.23
