                       	basic_memmem	twoway_memmem	memmem
String abcabc0, offset 70:	126.09	29.3164	94.8867
String abcabc0, offset 77:	128.242	24.4492	150.609
String abcabc0, offset 84:	96.6211	14.8594	64.3047
String abcabc0, offset 91:	97.2695	14.2656	75.4883
String abcabc0, offset 98:	101.777	16.1836	80.6406
String abcabc0, offset 105:	106.789	14.9961	78.5039
String abcabc0, offset 112:	111.613	15.168	84.0352
String abcabc0, offset 119:	116.328	15.0977	84.8516
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2680.5	193.66	356.988
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	102367	44937.9	6942.02
String 6, offset 163838:	99188.4	3655.04	3764.27
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	916.48	166.469	129.539
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	881.879	467.305	133.113
String 9, offset 163838:	101051	3711.88	3496.07
String 7, offset 807:	508.203	22.6914	20.6523
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	22336.7	663.504	1209.66
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2477.67	1280.58	274.203
String 4, offset 163838:	101027	3721.45	3560.41
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	161.305	14.6133	75.668
String WVU[0AH07J, offset 1381:	1091.96	108.984	326.512
String 0UYV, offset 49301:	30755.9	1138.67	25183.9
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	742.539	386.379	180.258
String 6, offset 163838:	101271	3717.64	3656.33
String 8, offset 163838:	100769	3778.88	3578.99
String 7BE4[2UF5MDRT1T, offset 7449:	4592.64	153.723	949.375
String DXW@APO2AZ, offset 147:	123.305	116.035	69.6172
String QM3J@OE3PY413DBMG, offset 3775:	3399.1	197.312	450.285
String FBD9RJ, offset 4458:	4566.79	2162.17	1436.55
String QXVG<8VKH, offset 91649:	117377	2194.2	18930.8
String 1, offset 2166:	1379.22	43.7734	41.4883
String 51TN, offset 9384:	5948.03	200.551	4807.16
String SLU8@<77JUVP6, offset 11601:	13604.8	425.824	1689.07
String 0, offset 163838:	101357	3764.12	3560.76
String 4, offset 163838:	101346	3762.62	3558.12
String BT98HTDMY[, offset 1755:	1549.07	640.523	347.52
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	678.117	343.891	116.59
String JRN3MYMI2TIZN[N9?, offset 2735:	2460.76	1245.08	378.266
String Y6, offset 18239:	21929.4	566.223	25737.1
String E=<X7S5<FAOI4, offset 2503:	2359.64	112.289	373.367
String 52BS3CUPU3KU@W2, offset 11268:	6977.08	221.211	1382.62
String Z6, offset 22605:	28104.9	670.164	31866.3
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	682.879	578.59	101.07
String 2, offset 611:	399.332	19.5039	18.1797
String 6[GPB, offset 41469:	25359.2	888.816	16264.3
String DCZCEDI2, offset 3838:	2931.49	156.48	867.555
String F2LVAHH5, offset 59813:	76326	31524.6	14570.7
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1522.3	50.1367	257.238
String AYESVW[9AU9O, offset 43093:	54762.5	960.082	6623.2
String N1PJ@V0, offset 1961:	1654.91	88.0195	599.574
String JAPZ@SHK7, offset 5306:	5345.63	178.977	1089.81
String Y>WH@OQ7<<KG, offset 5489:	5728.04	161.027	847.578
String 8YK9Y4AX, offset 3077:	1959.16	83.4375	682.57
String >Y9, offset 841:	800.465	52.1406	624.438
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7628.09	3343.48	615.621
String 5, offset 163838:	100644	3765.98	3592.88
String 0, offset 163838:	100940	3764.59	3571.45
String BO>@>1HVD9K=P4B, offset 1113:	930.258	665.395	198.43
String X2R, offset 5662:	5702.38	160.781	4194.63
String AS7947JGV@, offset 84947:	109632	47455.7	17408.1
String N3USCOC@WE, offset 1455:	1313.51	967.719	355.242
String 5, offset 163838:	101754	3758.12	3646.74
String F0MWMCH, offset 119294:	154099	69101	33074
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11434.2	5263.04	886.273
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60408.6	1022.16	3878.95
String 1, offset 163838:	100678	3887.64	3649.09
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	796.812	32.9141	140.02
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44467.1	1817.12	7678.26
String 39UVL, offset 1426:	920.07	36.6328	585.039
String 8=Y, offset 4750:	2997.29	112.176	3409.86
String VGHAHB4GFVQ>1LQ, offset 220:	202.375	96.3516	73.7695
String <PFR0P=8FD5K, offset 1049:	792.699	98.2422	201.414
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3663.62	1996.77	392.707
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66413.5	1479.64	5519.27
String 5, offset 45105:	27462.7	975.367	803.328
String KDJ>=PADGH6RTYG?YF, offset 90440:	115779	48517.2	10498.8
String KNN==39, offset 1989:	1825.34	88.668	666.477
String 0, offset 163838:	101408	3805.71	3595.51
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33867.5	13682	2046.2
String 2, offset 163838:	100639	3697.37	3638.2
String V5, offset 134:	110.902	37.1992	219.734
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	198474	87631.6	14437.6
String >DNAI<7R2=7KS, offset 80494:	102450	37712.4	13299.9
String FZ52=G=Y4?WC[9E, offset 612:	503.301	234.414	146.918
String 1, offset 163838:	102092	3781.05	3614.25
String GW0J=5640F1GEP, offset 14142:	16063	483.129	1796.41
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106616	2201.5	8039.57
String @OKI?1[IIPRCZ9XH, offset 284:	238.613	111.457	78.6719
String 1Z0, offset 5676:	3498.35	129.867	4259.82
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18080.2	532.207	1097.51
String R<58, offset 303:	288.215	54.9531	179.062
String 1>QG79OA55IUOD<9?1?K, offset 138567:	84759.5	3298.18	15861
String 804S@ERR@FE@L, offset 58219:	36634.3	1604	8810.06
String Z8, offset 20884:	25970.9	618.637	29944.1
String 1, offset 163838:	100879	3796.44	3560.88
String G=9, offset 192:	164.922	44.0117	165.391
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	187556	87866.7	14367.6
String 4, offset 163838:	102031	3736.06	3711.91
String K37<GE0P=EAC[U5, offset 97404:	125446	58326.3	14379.7
String DC9Y7?ZDXW@AP6V8Z, offset 140:	124.219	100.035	70.1719
String 9, offset 163838:	102111	3852.43	3652.25
String OY2BY64YX@1BIE=5C39G5, offset 160474:	206153	3577.76	18061.2
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22078.3	524.785	1482.06
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28823.3	727.141	2183.58
String G8K>X?PEKV[6CRO99[21, offset 454:	386.285	117.309	95.2188
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1367.29	140.605	236.164
String 14C7=EOB, offset 940:	610.656	29.1484	238.086
String 2[E, offset 574:	377.871	23.4141	420.797
String 6INY>8, offset 7757:	4856.57	164.93	2297.37
