
Results For: strncmp
len,align1,align2,strlen
149,4032,0,21,0.945
149,4016,0,21,0.938
149,4056,4016,21,0.939
149,4000,0,21,0.941
149,3984,0,21,0.931
149,4040,3984,21,0.936
150,0,0,22,0.942
150,22,0,22,0.938
150,2048,2047,22,0.873
150,2047,2048,22,0.785
150,4074,0,22,0.799
150,4080,0,22,0.945
150,4088,4080,22,0.851
150,4064,0,22,0.94
150,4048,0,22,0.941
150,4072,4048,22,0.932
150,4032,0,22,0.944
150,4016,0,22,0.935
150,4056,4016,22,0.937
150,4000,0,22,0.942
150,3984,0,22,0.943
150,4040,3984,22,0.939
151,0,0,23,0.93
151,23,0,23,0.938
151,2048,2047,23,0.875
151,2047,2048,23,0.786
151,4073,0,23,0.798
151,4080,0,23,0.941
151,4088,4080,23,0.851
151,4064,0,23,0.941
151,4048,0,23,0.942
151,4072,4048,23,0.936
151,4032,0,23,0.942
151,4016,0,23,0.933
151,4056,4016,23,0.936
151,4000,0,23,0.944
151,3984,0,23,0.935
151,4040,3984,23,0.935
152,0,0,24,0.935
152,24,0,24,0.801
152,2048,2047,24,0.869
152,2047,2048,24,0.782
152,4072,0,24,0.8
152,4080,0,24,0.943
152,4088,4080,24,0.836
152,4064,0,24,0.941
152,4048,0,24,0.943
152,4032,0,24,0.944
152,4016,0,24,0.935
152,4056,4016,24,0.797
152,4000,0,24,0.938
152,3984,0,24,0.941
152,4040,3984,24,0.798
153,0,0,25,0.937
153,25,0,25,0.798
153,2048,2047,25,0.865
153,2047,2048,25,0.781
153,4071,0,25,0.799
153,4080,0,25,0.944
153,4088,4080,25,0.834
153,4064,0,25,0.942
153,4048,0,25,0.945
153,4072,4048,25,0.799
153,4032,0,25,0.945
153,4016,0,25,0.94
153,4056,4016,25,0.799
153,4000,0,25,0.946
153,3984,0,25,0.939
153,4040,3984,25,0.8
154,0,0,26,0.933
154,26,0,26,0.799
154,2048,2047,26,0.872
154,2047,2048,26,0.782
154,4070,0,26,0.799
154,4080,0,26,0.943
154,4088,4080,26,0.83
154,4064,0,26,0.94
154,4048,0,26,0.943
154,4072,4048,26,0.8
154,4032,0,26,0.941
154,4016,0,26,0.936
154,4056,4016,26,0.8
154,4000,0,26,0.944
154,3984,0,26,0.936
154,4040,3984,26,0.798
155,0,0,27,0.935
155,27,0,27,0.799
155,2048,2047,27,0.874
155,2047,2048,27,0.78
155,4069,0,27,0.8
155,4080,0,27,0.942
155,4088,4080,27,0.832
155,4064,0,27,0.941
155,4048,0,27,0.945
155,4072,4048,27,0.798
155,4032,0,27,0.943
155,4016,0,27,0.94
155,4056,4016,27,0.799
155,4000,0,27,0.938
155,3984,0,27,0.941
155,4040,3984,27,0.799
156,0,0,28,0.94
156,28,0,28,0.799
156,2048,2047,28,0.875
156,2047,2048,28,0.784
156,4068,0,28,0.798
156,4080,0,28,0.941
156,4088,4080,28,0.823
156,4064,0,28,0.941
156,4048,0,28,0.94
156,4072,4048,28,0.8
156,4032,0,28,0.943
156,4016,0,28,0.936
156,4056,4016,28,0.797
156,4000,0,28,0.941
156,3984,0,28,0.937
156,4040,3984,28,0.8
157,0,0,29,0.93
157,29,0,29,0.8
157,2048,2047,29,0.874
157,2047,2048,29,0.781
157,4067,0,29,0.8
157,4080,0,29,0.939
157,4088,4080,29,0.832
157,4064,0,29,0.943
157,4048,0,29,0.944
157,4072,4048,29,0.799
157,4032,0,29,0.943
157,4016,0,29,0.937
157,4056,4016,29,0.8
157,4000,0,29,0.942
157,3984,0,29,0.939
157,4040,3984,29,0.8
158,0,0,30,0.945
158,30,0,30,0.8
158,2048,2047,30,0.868
158,2047,2048,30,0.783
158,4066,0,30,0.799
158,4080,0,30,0.938
158,4088,4080,30,0.836
158,4064,0,30,0.934
158,4048,0,30,0.941
158,4072,4048,30,0.799
158,4032,0,30,0.94
158,4016,0,30,0.937
158,4056,4016,30,0.798
158,4000,0,30,0.94
158,3984,0,30,0.935
158,4040,3984,30,0.799
159,0,0,31,0.943
159,31,0,31,0.798
159,2048,2047,31,0.872
159,2047,2048,31,0.781
159,4065,0,31,0.797
159,4080,0,31,0.94
159,4088,4080,31,0.833
159,4064,0,31,0.938
159,4048,0,31,0.945
159,4072,4048,31,0.798
159,4032,0,31,0.943
159,4016,0,31,0.932
159,4056,4016,31,0.8
159,4000,0,31,0.94
159,3984,0,31,0.933
159,4040,3984,31,0.798
160,0,0,32,0.839
160,32,0,32,0.85
160,2048,2047,32,0.871
160,2047,2048,32,0.783
160,4064,0,32,0.841
160,4080,0,32,0.839
160,4088,4080,32,0.827
160,4048,0,32,0.841
160,4072,4048,32,0.8
160,4032,0,32,0.839
160,4016,0,32,0.847
160,4056,4016,32,0.8
160,4000,0,32,0.838
160,3984,0,32,0.844
160,4040,3984,32,0.799
168,0,0,40,0.839
168,40,0,40,0.772
168,2048,2047,40,0.822
168,2047,2048,40,0.784
168,4056,0,40,0.771
168,4080,0,40,0.84
168,4088,4080,40,0.841
168,4064,0,40,0.839
168,4048,0,40,0.84
168,4072,4048,40,0.811
168,4032,0,40,0.838
168,4016,0,40,0.852
168,4000,0,40,0.839
168,3984,0,40,0.841
168,4040,3984,40,0.769
176,0,0,48,0.798
176,48,0,48,0.792
176,2048,2047,48,0.856
176,2047,2048,48,0.782
176,4048,0,48,0.792
176,4080,0,48,0.791
176,4088,4080,48,0.855
176,4064,0,48,0.792
176,4072,4048,48,0.804
176,4032,0,48,0.793
176,4016,0,48,0.794
176,4056,4016,48,0.77
176,4000,0,48,0.793
176,3984,0,48,0.793
176,4040,3984,48,0.772
184,0,0,56,0.795
184,56,0,56,0.782
184,2048,2047,56,0.813
184,2047,2048,56,0.757
184,4040,0,56,0.768
184,4080,0,56,0.793
184,4088,4080,56,0.833
184,4064,0,56,0.793
184,4048,0,56,0.789
184,4072,4048,56,0.788
184,4032,0,56,0.792
184,4016,0,56,0.793
184,4056,4016,56,0.768
184,4000,0,56,0.794
184,3984,0,56,0.795
192,0,0,64,0.817
192,64,0,64,0.864
192,2048,2047,64,0.825
192,2047,2048,64,0.759
192,4032,0,64,0.815
192,4080,0,64,0.829
192,4088,4080,64,0.844
192,4064,0,64,0.822
192,4048,0,64,0.827
192,4072,4048,64,0.789
192,4016,0,64,0.845
192,4056,4016,64,0.769
192,4000,0,64,0.827
192,3984,0,64,0.847
192,4040,3984,64,0.769
200,0,0,72,0.815
200,72,0,72,0.766
200,2048,2047,72,0.795
200,2047,2048,72,0.768
200,4024,0,72,0.783
200,4080,0,72,0.826
200,4088,4080,72,0.849
200,4064,0,72,0.818
200,4048,0,72,0.829
200,4072,4048,72,0.793
200,4032,0,72,0.815
200,4016,0,72,0.841
200,4056,4016,72,0.792
200,4000,0,72,0.827
200,3984,0,72,0.848
200,4040,3984,72,0.767
208,0,0,80,0.839
208,80,0,80,0.899
208,2048,2047,80,0.801
208,2047,2048,80,0.766
208,4016,0,80,0.835
208,4080,0,80,0.836
208,4088,4080,80,0.848
208,4064,0,80,0.837
208,4048,0,80,0.835
208,4072,4048,80,0.792
208,4032,0,80,0.838
208,4056,4016,80,0.797
208,4000,0,80,0.843
208,3984,0,80,0.868
208,4040,3984,80,0.756
216,0,0,88,0.836
216,88,0,88,0.772
216,2048,2047,88,0.793
216,2047,2048,88,0.756
216,4008,0,88,0.779
216,4080,0,88,0.839
216,4088,4080,88,0.842
216,4064,0,88,0.836
216,4048,0,88,0.839
216,4072,4048,88,0.785
216,4032,0,88,0.837
216,4016,0,88,0.854
216,4056,4016,88,0.781
216,4000,0,88,0.838
216,3984,0,88,0.866
216,4040,3984,88,0.743
224,0,0,96,0.86
224,96,0,96,0.857
224,2048,2047,96,0.802
224,2047,2048,96,0.759
224,4000,0,96,0.859
224,4080,0,96,0.857
224,4088,4080,96,0.848
224,4064,0,96,0.86
224,4048,0,96,0.859
224,4072,4048,96,0.781
224,4032,0,96,0.859
224,4016,0,96,0.854
224,4056,4016,96,0.778
224,3984,0,96,0.86
224,4040,3984,96,0.757
232,0,0,104,0.86
232,104,0,104,0.779
232,2048,2047,104,0.788
232,2047,2048,104,0.756
232,3992,0,104,0.78
232,4080,0,104,0.859
232,4088,4080,104,0.897
232,4064,0,104,0.859
232,4048,0,104,0.858
232,4072,4048,104,0.782
232,4032,0,104,0.856
232,4016,0,104,0.854
232,4056,4016,104,0.781
232,4000,0,104,0.857
232,3984,0,104,0.858
232,4040,3984,104,0.789
240,0,0,112,0.892
240,112,0,112,0.885
240,2048,2047,112,0.796
240,2047,2048,112,0.759
240,3984,0,112,0.89
240,4080,0,112,0.89
240,4088,4080,112,0.885
240,4064,0,112,0.892
240,4048,0,112,0.891
240,4072,4048,112,0.771
240,4032,0,112,0.891
240,4016,0,112,0.886
240,4056,4016,112,0.775
240,4000,0,112,0.89
240,4040,3984,112,0.788
248,0,0,120,0.892
248,120,0,120,0.784
248,2048,2047,120,0.799
248,2047,2048,120,0.754
248,3976,0,120,0.772
248,4080,0,120,0.891
248,4088,4080,120,0.858
248,4064,0,120,0.891
248,4048,0,120,0.891
248,4072,4048,120,0.78
248,4032,0,120,0.891
248,4016,0,120,0.888
248,4056,4016,120,0.778
248,4000,0,120,0.89
248,3984,0,120,0.885
248,4040,3984,120,0.796
256,0,0,128,0.901
256,128,0,128,0.89
256,2048,2047,128,0.801
256,2047,2048,128,0.756
256,3968,0,128,0.894
256,4080,0,128,0.897
256,4088,4080,128,0.863
256,4064,0,128,0.901
256,4048,0,128,0.899
256,4072,4048,128,0.789
256,4032,0,128,0.897
256,4016,0,128,0.893
256,4056,4016,128,0.785
256,4000,0,128,0.895
256,3984,0,128,0.892
256,4040,3984,128,0.787
264,0,0,136,0.9
264,136,0,136,0.772
264,2048,2047,136,0.799
264,2047,2048,136,0.77
264,3960,0,136,0.81
264,4080,0,136,0.896
264,4088,4080,136,0.886
264,4064,0,136,0.901
264,4048,0,136,0.9
264,4072,4048,136,0.8
264,4032,0,136,0.897
264,4016,0,136,0.894
264,4056,4016,136,0.805
264,4000,0,136,0.897
264,3984,0,136,0.893
264,4040,3984,136,0.784
272,0,0,144,0.924
272,144,0,144,0.915
272,2048,2047,144,0.81
272,2047,2048,144,0.769
272,3952,0,144,0.922
272,4080,0,144,0.923
272,4088,4080,144,0.889
272,4064,0,144,0.924
272,4048,0,144,0.922
272,4072,4048,144,0.789
272,4032,0,144,0.922
272,4016,0,144,0.921
272,4056,4016,144,0.79
272,4000,0,144,0.924
272,3984,0,144,0.92
272,4040,3984,144,0.787
280,0,0,152,0.924
280,152,0,152,0.794
280,2048,2047,152,0.816
280,2047,2048,152,0.773
280,3944,0,152,0.795
280,4080,0,152,0.923
280,4088,4080,152,0.876
280,4064,0,152,0.924
280,4048,0,152,0.925
280,4072,4048,152,0.792
280,4032,0,152,0.924
280,4016,0,152,0.923
280,4056,4016,152,0.805
280,4000,0,152,0.924
280,3984,0,152,0.92
280,4040,3984,152,0.8
288,0,0,160,0.934
288,160,0,160,0.924
288,2048,2047,160,0.82
288,2047,2048,160,0.773
288,3936,0,160,0.916
288,4080,0,160,0.93
288,4088,4080,160,0.892
288,4064,0,160,0.935
288,4048,0,160,0.929
288,4072,4048,160,0.805
288,4032,0,160,0.931
288,4016,0,160,0.921
288,4056,4016,160,0.792
288,4000,0,160,0.931
288,3984,0,160,0.918
288,4040,3984,160,0.799
320,0,0,192,0.967
320,192,0,192,0.957
320,2048,2047,192,0.828
320,2047,2048,192,0.784
320,3904,0,192,0.948
320,4080,0,192,0.962
320,4088,4080,192,0.873
320,4064,0,192,0.966
320,4048,0,192,0.965
320,4072,4048,192,0.814
320,4032,0,192,0.964
320,4016,0,192,0.95
320,4056,4016,192,0.815
320,4000,0,192,0.963
320,3984,0,192,0.957
320,4040,3984,192,0.812
352,0,0,224,0.969
352,224,0,224,0.956
352,2048,2047,224,0.833
352,2047,2048,224,0.795
352,3872,0,224,1.021
352,4080,0,224,0.97
352,4088,4080,224,0.903
352,4064,0,224,0.974
352,4048,0,224,0.975
352,4072,4048,224,0.827
352,4032,0,224,0.968
352,4016,0,224,0.993
352,4056,4016,224,0.813
352,4000,0,224,0.975
352,3984,0,224,0.997
352,4040,3984,224,0.816
384,0,0,256,0.927
384,256,0,256,0.922
384,2048,2047,256,0.832
384,2047,2048,256,0.801
384,3840,0,256,0.926
384,4080,0,256,0.931
384,4088,4080,256,0.893
384,4064,0,256,0.931
384,4048,0,256,0.937
384,4072,4048,256,0.828
384,4032,0,256,0.933
384,4016,0,256,0.926
384,4056,4016,256,0.821
384,4000,0,256,0.936
384,3984,0,256,0.919
384,4040,3984,256,0.824
640,0,0,512,1.027
640,512,0,512,1.094
640,2048,2047,512,0.885
640,2047,2048,512,0.723
640,3584,0,512,1.037
640,4080,0,512,1.04
640,4088,4080,512,0.908
640,4064,0,512,1.038
640,4048,0,512,1.038
640,4072,4048,512,0.837
640,4032,0,512,1.039
640,4016,0,512,1.04
640,4056,4016,512,0.836
640,4000,0,512,1.042
640,3984,0,512,1.035
640,4040,3984,512,0.839
1152,0,0,1024,0.935
1152,1024,0,1024,1.078
1152,2048,2047,1024,0.876
1152,2047,2048,1024,0.885
1152,3072,0,1024,1.058
1152,4080,0,1024,0.886
1152,4088,4080,1024,0.913
1152,4064,0,1024,0.902
1152,4048,0,1024,0.888
1152,4072,4048,1024,0.888
1152,4032,0,1024,0.881
1152,4016,0,1024,0.909
1152,4056,4016,1024,0.892
1152,4000,0,1024,0.897
1152,3984,0,1024,0.907
1152,4040,3984,1024,0.895
2176,0,0,2048,1.141
2176,2048,0,2048,1.108
2176,2047,2048,2048,0.857
2176,4080,0,2048,1.136
2176,4088,4080,2048,0.89
2176,4064,0,2048,1.137
2176,4048,0,2048,1.137
2176,4072,4048,2048,0.874
2176,4032,0,2048,1.132
2176,4016,0,2048,1.131
2176,4056,4016,2048,0.869
2176,4000,0,2048,1.132
2176,3984,0,2048,1.125
2176,4040,3984,2048,0.876
4224,0,0,4096,1.159
4224,2048,2047,4096,0.869
4224,2047,2048,4096,0.871
32,0,0,16,0.943
32,7,2,16,0.933
32,2,1,16,0.936
64,0,0,32,0.841
64,6,4,32,0.804
64,4,2,32,0.807
128,5,6,64,0.84
128,6,3,64,0.782
256,4,8,128,0.802
256,8,4,128,0.77
512,0,0,256,0.936
512,3,10,256,0.822
512,10,5,256,0.807
1024,0,0,512,1.03
1024,2,12,512,0.833
1024,12,6,512,0.829
2048,0,0,1024,0.952
2048,1,14,1024,0.884
2048,14,7,1024,0.886
20,4,0,21,0.926
20,0,4,21,0.908
24,8,0,25,0.942
24,0,8,25,0.922
16,0,0,17,0.995
16,0,0,15,0.949
15,0,0,16,1.071
15,0,0,14,0.938
14,0,0,15,1.134
14,0,0,13,0.945
13,0,0,14,1.124
13,0,0,12,0.941
12,0,0,13,1.132
12,0,0,11,0.94
11,0,0,12,1.127
11,0,0,10,0.94
10,0,0,11,1.13
10,0,0,9,0.947
9,0,0,10,1.139
99,8063,8063,128,0.944
99,8062,8063,129,0.943
100,8062,8062,129,0.945
100,8061,8062,130,0.939
101,8061,8061,130,0.947
101,8060,8061,131,0.943
102,8060,8060,131,0.938
102,8059,8060,132,0.945
103,8059,8059,132,0.934
103,8058,8059,133,0.94
104,8058,8058,133,0.944
104,8057,8058,134,0.941
105,8057,8057,134,0.943
105,8056,8057,135,0.941
106,8056,8056,135,0.939
106,8055,8056,136,0.944
107,8055,8055,136,0.94
107,8054,8055,137,0.947
108,8054,8054,137,0.944
108,8053,8054,138,0.951
109,8053,8053,138,0.939
109,8052,8053,139,0.948
110,8052,8052,139,0.943
110,8051,8052,140,0.946
111,8051,8051,140,0.942
111,8050,8051,141,0.937
112,8050,8050,141,0.942
112,8049,8050,142,0.941
113,8049,8049,142,0.941
113,8048,8049,143,0.923
114,8048,8048,143,0.918
114,8047,8048,144,0.905
115,8047,8047,144,0.907
115,8046,8047,145,0.912
116,8046,8046,145,0.904
116,8045,8046,146,0.909
117,8045,8045,146,0.9
117,8044,8045,147,0.908
118,8044,8044,147,0.903
118,8043,8044,148,0.909
119,8043,8043,148,0.902
119,8042,8043,149,0.9
120,8042,8042,149,0.907
120,8041,8042,150,0.904
121,8041,8041,150,0.918
121,8040,8041,151,0.907
122,8040,8040,151,0.908
122,8039,8040,152,0.917
123,8039,8039,152,0.913
123,8038,8039,153,0.903
124,8038,8038,153,0.905
124,8037,8038,154,0.904
125,8037,8037,154,0.91
125,8036,8037,155,0.905
126,8036,8036,155,0.91
126,8035,8036,156,0.911
127,8035,8035,156,0.906
127,8034,8035,157,0.905
128,8034,8034,157,0.91
128,8033,8034,158,0.903
8192,8084,6732,108,0.857
8192,8085,6732,107,0.858
8192,8086,6732,106,0.851
8192,8087,6732,105,0.861
8192,8088,6732,104,0.87
8192,8089,6732,103,0.859
8192,8090,6732,102,0.852
8192,8091,6732,101,0.862
8192,8092,6732,100,0.896
8192,8093,6732,99,0.861
8192,8094,6732,98,0.859
8192,8095,6732,97,0.855
8192,8096,6732,96,0.87
8192,8097,6732,95,0.841
8192,8098,6732,94,0.842
8192,8099,6732,93,0.862
8192,8100,6732,92,0.873
8192,8101,6732,91,0.845
8192,8102,6732,90,0.843
8192,8103,6732,89,0.849
8192,8104,6732,88,0.873
8192,8105,6732,87,0.852
8192,8106,6732,86,0.844
8192,8107,6732,85,0.85
8192,8108,6732,84,0.881
8192,8109,6732,83,0.867
8192,8110,6732,82,0.849
8192,8111,6732,81,0.852
8192,8112,6732,80,0.88
8192,8113,6732,79,0.872
8192,8114,6732,78,0.87
8192,8115,6732,77,0.889
8192,8116,6732,76,0.91
8192,8117,6732,75,0.878
8192,8118,6732,74,0.869
8192,8119,6732,73,0.886
8192,8120,6732,72,0.903
8192,8121,6732,71,0.874
8192,8122,6732,70,0.871
8192,8123,6732,69,0.874
8192,8124,6732,68,0.941
8192,8125,6732,67,0.894
8192,8126,6732,66,0.875
8192,8127,6732,65,0.88
8192,8128,6732,64,0.919
8192,8129,6732,63,0.887
8192,8130,6732,62,0.867
8192,8131,6732,61,0.897
8192,8132,6732,60,0.918
8192,8133,6732,59,0.891
8192,8134,6732,58,0.883
8192,8135,6732,57,0.885
8192,8136,6732,56,0.913
8192,8137,6732,55,0.884
8192,8138,6732,54,0.875
8192,8139,6732,53,0.887
8192,8140,6732,52,0.851
8192,8141,6732,51,0.908
8192,8142,6732,50,0.88
8192,8143,6732,49,0.88
8192,8144,6732,48,0.932
8192,8145,6732,47,0.923
8192,8146,6732,46,0.924
8192,8147,6732,45,0.932
8192,8148,6732,44,0.923
8192,8149,6732,43,0.926
8192,8150,6732,42,0.923
8192,8151,6732,41,0.927
8192,8152,6732,40,0.927
8192,8153,6732,39,0.928
8192,8154,6732,38,0.927
8192,8155,6732,37,0.933
8192,8156,6732,36,0.862
8192,8157,6732,35,0.917
8192,8158,6732,34,0.915
8192,8159,6732,33,0.915
8192,8160,6732,32,0.977
8192,8161,6732,31,0.978
8192,8162,6732,30,0.958
8192,8163,6732,29,0.957
8192,8164,6732,28,0.96
8192,8165,6732,27,0.957
8192,8166,6732,26,0.957
8192,8167,6732,25,0.96
8192,8168,6732,24,0.963
8192,8169,6732,23,0.954
8192,8170,6732,22,0.96
8192,8171,6732,21,0.952
8192,8172,6732,20,0.935
8192,8173,6732,19,0.94
8192,8174,6732,18,0.939
8192,8175,6732,17,0.934
8192,8176,6732,16,0.927
8192,8177,6732,15,1.009
8192,8178,6732,14,1.002
8192,8179,6732,13,0.994
8192,8180,6732,12,1.035
8192,8181,6732,11,1.029
8192,8182,6732,10,0.998
8192,8183,6732,9,1.002
8192,8184,6732,8,1.032
8192,8185,6732,7,1.011
8192,8186,6732,6,0.998
8192,8187,6732,5,0.983
8192,8188,6732,4,1.051
8192,8189,6732,3,1.005
8192,8190,6732,2,1.007
8192,8191,6732,1,1.003
