Results For: strchrnul
alignment,length ,max_char ,pos  ,rand ,rand-addr ,seek_char   ,__strchrnul_evex ,__strchrnul_evex512 
1        ,11     ,127      ,10   ,0    ,1         ,524288      ,0                ,4.66                ,6.382               ,0.73  
1        ,12     ,127      ,11   ,0    ,1         ,131072      ,0                ,4.368               ,5.898               ,0.741 
1        ,12     ,127      ,11   ,0    ,1         ,262144      ,0                ,4.404               ,6.002               ,0.734 
1        ,12     ,127      ,11   ,0    ,1         ,524288      ,0                ,4.649               ,6.416               ,0.725 
1        ,126    ,127      ,127  ,0    ,1         ,524288      ,0                ,9.272               ,7.833               ,1.184 
1        ,127    ,127      ,126  ,0    ,1         ,524288      ,0                ,11.317              ,9.821               ,1.152 
1        ,13     ,127      ,12   ,0    ,1         ,131072      ,0                ,4.362               ,5.868               ,0.743 
1        ,13     ,127      ,12   ,0    ,1         ,262144      ,0                ,4.401               ,6.014               ,0.732 
1        ,13     ,127      ,12   ,0    ,1         ,524288      ,0                ,4.641               ,6.421               ,0.723 
1        ,14     ,127      ,13   ,0    ,1         ,131072      ,0                ,4.369               ,5.906               ,0.74  
1        ,14     ,127      ,13   ,0    ,1         ,262144      ,0                ,4.38                ,6.056               ,0.723 
1        ,14     ,127      ,13   ,0    ,1         ,524288      ,0                ,4.628               ,6.437               ,0.719 
1        ,15     ,127      ,14   ,0    ,1         ,131072      ,0                ,4.36                ,5.957               ,0.732 
1        ,15     ,127      ,14   ,0    ,1         ,262144      ,0                ,4.39                ,6.013               ,0.73  
1        ,15     ,127      ,14   ,0    ,1         ,524288      ,0                ,4.614               ,6.451               ,0.715 
1        ,158    ,127      ,159  ,0    ,1         ,524288      ,0                ,11.438              ,9.788               ,1.169 
1        ,159    ,127      ,158  ,0    ,1         ,524288      ,0                ,17.296              ,9.818               ,1.762 
1        ,16     ,127      ,15   ,0    ,1         ,131072      ,0                ,4.356               ,5.931               ,0.735 
1        ,16     ,127      ,15   ,0    ,1         ,262144      ,0                ,4.384               ,6.012               ,0.729 
1        ,16     ,127      ,15   ,0    ,1         ,524288      ,0                ,4.625               ,6.433               ,0.719 
1        ,17     ,127      ,16   ,0    ,1         ,131072      ,0                ,4.33                ,5.941               ,0.729 
1        ,17     ,127      ,16   ,0    ,1         ,262144      ,0                ,4.347               ,5.996               ,0.725 
1        ,17     ,127      ,16   ,0    ,1         ,524288      ,0                ,4.582               ,6.449               ,0.71  
1        ,18     ,127      ,17   ,0    ,1         ,131072      ,0                ,4.326               ,5.931               ,0.729 
1        ,18     ,127      ,17   ,0    ,1         ,262144      ,0                ,4.357               ,5.989               ,0.727 
1        ,18     ,127      ,17   ,0    ,1         ,524288      ,0                ,4.585               ,6.414               ,0.715 
1        ,19     ,127      ,18   ,0    ,1         ,131072      ,0                ,4.327               ,5.889               ,0.735 
1        ,19     ,127      ,18   ,0    ,1         ,262144      ,0                ,4.358               ,6.011               ,0.725 
1        ,19     ,127      ,18   ,0    ,1         ,524288      ,0                ,4.591               ,6.45                ,0.712 
1        ,190    ,127      ,191  ,0    ,1         ,524288      ,0                ,17.229              ,9.821               ,1.754 
1        ,191    ,127      ,190  ,0    ,1         ,524288      ,0                ,18.719              ,11.726              ,1.596 
1        ,2      ,127      ,1    ,0    ,1         ,131072      ,0                ,4.453               ,5.869               ,0.759 
1        ,2      ,127      ,1    ,0    ,1         ,262144      ,0                ,4.476               ,5.944               ,0.753 
1        ,2      ,127      ,1    ,0    ,1         ,524288      ,0                ,4.748               ,6.459               ,0.735 
1        ,20     ,127      ,19   ,0    ,1         ,131072      ,0                ,4.333               ,5.873               ,0.738 
1        ,20     ,127      ,19   ,0    ,1         ,262144      ,0                ,4.36                ,6.014               ,0.725 
1        ,20     ,127      ,19   ,0    ,1         ,524288      ,0                ,4.586               ,6.392               ,0.717 
1        ,21     ,127      ,20   ,0    ,1         ,131072      ,0                ,4.317               ,5.911               ,0.73  
1        ,21     ,127      ,20   ,0    ,1         ,262144      ,0                ,4.341               ,6.041               ,0.719 
1        ,21     ,127      ,20   ,0    ,1         ,524288      ,0                ,4.583               ,6.416               ,0.714 
1        ,22     ,127      ,21   ,0    ,1         ,131072      ,0                ,4.314               ,5.864               ,0.736 
1        ,22     ,127      ,21   ,0    ,1         ,262144      ,0                ,4.351               ,5.991               ,0.726 
1        ,22     ,127      ,21   ,0    ,1         ,524288      ,0                ,4.577               ,6.396               ,0.716 
1        ,222    ,127      ,223  ,0    ,1         ,524288      ,0                ,18.779              ,11.708              ,1.604 
1        ,223    ,127      ,222  ,0    ,1         ,524288      ,0                ,18.82               ,11.693              ,1.61  
1        ,23     ,127      ,22   ,0    ,1         ,131072      ,0                ,4.306               ,5.93                ,0.726 
1        ,23     ,127      ,22   ,0    ,1         ,262144      ,0                ,4.338               ,6.016               ,0.721 
1        ,23     ,127      ,22   ,0    ,1         ,524288      ,0                ,4.562               ,6.407               ,0.712 
1        ,24     ,127      ,23   ,0    ,1         ,131072      ,0                ,4.307               ,5.849               ,0.736 
1        ,24     ,127      ,23   ,0    ,1         ,262144      ,0                ,4.313               ,6.007               ,0.718 
1        ,24     ,127      ,23   ,0    ,1         ,524288      ,0                ,4.559               ,6.446               ,0.707 
1        ,25     ,127      ,24   ,0    ,1         ,131072      ,0                ,4.284               ,5.856               ,0.732 
1        ,25     ,127      ,24   ,0    ,1         ,262144      ,0                ,4.329               ,5.997               ,0.722 
1        ,25     ,127      ,24   ,0    ,1         ,524288      ,0                ,4.569               ,6.417               ,0.712 
1        ,26     ,127      ,25   ,0    ,1         ,131072      ,0                ,4.311               ,5.837               ,0.739 
1        ,26     ,127      ,25   ,0    ,1         ,262144      ,0                ,4.293               ,5.996               ,0.716 
1        ,26     ,127      ,25   ,0    ,1         ,524288      ,0                ,4.539               ,6.365               ,0.713 
1        ,27     ,127      ,26   ,0    ,1         ,131072      ,0                ,4.258               ,5.813               ,0.732 
1        ,27     ,127      ,26   ,0    ,1         ,262144      ,0                ,4.312               ,5.942               ,0.726 
1        ,27     ,127      ,26   ,0    ,1         ,524288      ,0                ,4.537               ,6.348               ,0.715 
1        ,28     ,127      ,27   ,0    ,1         ,131072      ,0                ,4.274               ,5.857               ,0.73  
1        ,28     ,127      ,27   ,0    ,1         ,262144      ,0                ,4.309               ,5.987               ,0.72  
1        ,28     ,127      ,27   ,0    ,1         ,524288      ,0                ,4.543               ,6.332               ,0.717 
1        ,29     ,127      ,28   ,0    ,1         ,131072      ,0                ,4.247               ,5.757               ,0.738 
1        ,29     ,127      ,28   ,0    ,1         ,262144      ,0                ,4.313               ,5.978               ,0.721 
1        ,29     ,127      ,28   ,0    ,1         ,524288      ,0                ,4.536               ,6.433               ,0.705 
1        ,3      ,127      ,2    ,0    ,1         ,131072      ,0                ,4.439               ,5.903               ,0.752 
1        ,3      ,127      ,2    ,0    ,1         ,262144      ,0                ,4.479               ,5.952               ,0.753 
1        ,3      ,127      ,2    ,0    ,1         ,524288      ,0                ,4.716               ,6.445               ,0.732 
1        ,30     ,127      ,29   ,0    ,1         ,131072      ,0                ,4.19                ,5.731               ,0.731 
1        ,30     ,127      ,29   ,0    ,1         ,262144      ,0                ,4.237               ,5.865               ,0.722 
1        ,30     ,127      ,29   ,0    ,1         ,524288      ,0                ,4.472               ,6.277               ,0.712 
1        ,30     ,127      ,31   ,0    ,1         ,131072      ,0                ,4.135               ,5.705               ,0.725 
1        ,30     ,127      ,31   ,0    ,1         ,262144      ,0                ,4.199               ,5.868               ,0.716 
1        ,30     ,127      ,31   ,0    ,1         ,524288      ,0                ,4.411               ,6.227               ,0.708 
1        ,31     ,127      ,30   ,0    ,1         ,131072      ,0                ,4.069               ,5.653               ,0.72  
1        ,31     ,127      ,30   ,0    ,1         ,262144      ,0                ,4.053               ,5.717               ,0.709 
1        ,31     ,127      ,30   ,0    ,1         ,524288      ,0                ,4.245               ,6.081               ,0.698 
1        ,32     ,127      ,31   ,0    ,1         ,131072      ,0                ,4.168               ,5.776               ,0.722 
1        ,32     ,127      ,31   ,0    ,1         ,262144      ,0                ,4.224               ,5.874               ,0.719 
1        ,32     ,127      ,31   ,0    ,1         ,524288      ,0                ,4.448               ,6.292               ,0.707 
1        ,4      ,127      ,3    ,0    ,1         ,131072      ,0                ,4.395               ,5.917               ,0.743 
1        ,4      ,127      ,3    ,0    ,1         ,262144      ,0                ,4.445               ,6.036               ,0.736 
1        ,4      ,127      ,3    ,0    ,1         ,524288      ,0                ,4.68                ,6.463               ,0.724 
1        ,5      ,127      ,4    ,0    ,1         ,131072      ,0                ,4.375               ,5.846               ,0.748 
1        ,5      ,127      ,4    ,0    ,1         ,262144      ,0                ,4.39                ,5.939               ,0.739 
1        ,5      ,127      ,4    ,0    ,1         ,524288      ,0                ,4.632               ,6.406               ,0.723 
1        ,6      ,127      ,5    ,0    ,1         ,131072      ,0                ,4.34                ,5.903               ,0.735 
1        ,6      ,127      ,5    ,0    ,1         ,262144      ,0                ,4.38                ,5.922               ,0.74  
1        ,6      ,127      ,5    ,0    ,1         ,524288      ,0                ,4.603               ,6.319               ,0.728 
1        ,62     ,127      ,63   ,0    ,1         ,262144      ,0                ,5.76                ,5.7                 ,1.01  
1        ,62     ,127      ,63   ,0    ,1         ,524288      ,0                ,6.123               ,6.052               ,1.012 
1        ,63     ,127      ,62   ,0    ,1         ,262144      ,0                ,7.471               ,5.656               ,1.321 
1        ,63     ,127      ,62   ,0    ,1         ,524288      ,0                ,8.178               ,6.055               ,1.351 
1        ,7      ,127      ,6    ,0    ,1         ,131072      ,0                ,4.354               ,5.781               ,0.753 
1        ,7      ,127      ,6    ,0    ,1         ,262144      ,0                ,4.373               ,5.978               ,0.731 
1        ,7      ,127      ,6    ,0    ,1         ,524288      ,0                ,4.611               ,6.328               ,0.729 
1        ,8      ,127      ,7    ,0    ,1         ,131072      ,0                ,4.345               ,5.822               ,0.746 
1        ,8      ,127      ,7    ,0    ,1         ,262144      ,0                ,4.392               ,6.039               ,0.727 
1        ,8      ,127      ,7    ,0    ,1         ,524288      ,0                ,4.619               ,6.381               ,0.724 
1        ,9      ,127      ,8    ,0    ,1         ,131072      ,0                ,4.581               ,6.107               ,0.75  
1        ,9      ,127      ,8    ,0    ,1         ,262144      ,0                ,4.617               ,6.265               ,0.737 
1        ,9      ,127      ,8    ,0    ,1         ,524288      ,0                ,4.849               ,6.647               ,0.73  
1        ,94     ,127      ,95   ,0    ,1         ,262144      ,0                ,7.486               ,7.471               ,1.002 
1        ,94     ,127      ,95   ,0    ,1         ,524288      ,0                ,8.106               ,7.83                ,1.035 
1        ,95     ,127      ,94   ,0    ,1         ,262144      ,0                ,8.67                ,7.443               ,1.165 
1        ,95     ,127      ,94   ,0    ,1         ,524288      ,0                ,9.379               ,7.867               ,1.192 
33       ,1      ,127      ,0    ,0    ,1         ,131072      ,0                ,6.062               ,6.108               ,0.992 
33       ,1      ,127      ,0    ,0    ,1         ,262144      ,0                ,8.847               ,8.072               ,1.096 
33       ,1      ,127      ,0    ,0    ,1         ,524288      ,0                ,21.333              ,11.67               ,1.828 
33       ,10     ,127      ,9    ,0    ,1         ,131072      ,0                ,5.916               ,5.896               ,1.003 
33       ,10     ,127      ,9    ,0    ,1         ,262144      ,0                ,8.726               ,7.973               ,1.094 
33       ,10     ,127      ,9    ,0    ,1         ,524288      ,0                ,21.465              ,11.61               ,1.849 
33       ,11     ,127      ,10   ,0    ,1         ,131072      ,0                ,5.888               ,5.975               ,0.986 
33       ,11     ,127      ,10   ,0    ,1         ,262144      ,0                ,8.776               ,8.043               ,1.091 
33       ,11     ,127      ,10   ,0    ,1         ,524288      ,0                ,21.845              ,11.715              ,1.865 
33       ,12     ,127      ,11   ,0    ,1         ,131072      ,0                ,5.924               ,5.936               ,0.998 
33       ,12     ,127      ,11   ,0    ,1         ,262144      ,0                ,8.722               ,8.033               ,1.086 
33       ,12     ,127      ,11   ,0    ,1         ,524288      ,0                ,21.509              ,11.583              ,1.857 
33       ,126    ,127      ,127  ,0    ,1         ,524288      ,0                ,8.238               ,7.887               ,1.044 
33       ,127    ,127      ,126  ,0    ,1         ,524288      ,0                ,9.397               ,7.898               ,1.19  
33       ,13     ,127      ,12   ,0    ,1         ,131072      ,0                ,5.881               ,5.908               ,0.995 
33       ,13     ,127      ,12   ,0    ,1         ,262144      ,0                ,8.737               ,8.019               ,1.09  
33       ,13     ,127      ,12   ,0    ,1         ,524288      ,0                ,21.356              ,11.692              ,1.826 
33       ,14     ,127      ,13   ,0    ,1         ,131072      ,0                ,5.899               ,5.846               ,1.009 
33       ,14     ,127      ,13   ,0    ,1         ,262144      ,0                ,8.716               ,8.074               ,1.08  
33       ,14     ,127      ,13   ,0    ,1         ,524288      ,0                ,21.638              ,11.627              ,1.861 
33       ,15     ,127      ,14   ,0    ,1         ,131072      ,0                ,5.897               ,5.866               ,1.005 
33       ,15     ,127      ,14   ,0    ,1         ,262144      ,0                ,8.762               ,8.063               ,1.087 
33       ,15     ,127      ,14   ,0    ,1         ,524288      ,0                ,22.085              ,11.756              ,1.879 
33       ,158    ,127      ,159  ,0    ,1         ,524288      ,0                ,9.401               ,7.858               ,1.196 
33       ,159    ,127      ,158  ,0    ,1         ,524288      ,0                ,11.213              ,9.79                ,1.145 
33       ,16     ,127      ,15   ,0    ,1         ,131072      ,0                ,5.895               ,5.899               ,0.999 
33       ,16     ,127      ,15   ,0    ,1         ,262144      ,0                ,8.636               ,7.991               ,1.081 
33       ,16     ,127      ,15   ,0    ,1         ,524288      ,0                ,22.024              ,11.719              ,1.879 
33       ,17     ,127      ,16   ,0    ,1         ,131072      ,0                ,5.808               ,5.817               ,0.998 
33       ,17     ,127      ,16   ,0    ,1         ,262144      ,0                ,8.777               ,7.993               ,1.098 
33       ,17     ,127      ,16   ,0    ,1         ,524288      ,0                ,21.787              ,11.69               ,1.864 
33       ,18     ,127      ,17   ,0    ,1         ,131072      ,0                ,5.837               ,5.871               ,0.994 
33       ,18     ,127      ,17   ,0    ,1         ,262144      ,0                ,8.622               ,7.956               ,1.084 
33       ,18     ,127      ,17   ,0    ,1         ,524288      ,0                ,21.682              ,11.632              ,1.864 
33       ,19     ,127      ,18   ,0    ,1         ,131072      ,0                ,5.818               ,5.8                 ,1.003 
33       ,19     ,127      ,18   ,0    ,1         ,262144      ,0                ,8.69                ,7.946               ,1.094 
33       ,19     ,127      ,18   ,0    ,1         ,524288      ,0                ,21.712              ,11.773              ,1.844 
33       ,190    ,127      ,191  ,0    ,1         ,524288      ,0                ,11.25               ,9.749               ,1.154 
33       ,191    ,127      ,190  ,0    ,1         ,524288      ,0                ,18.595              ,9.767               ,1.904 
33       ,2      ,127      ,1    ,0    ,1         ,131072      ,0                ,6.183               ,6.084               ,1.016 
33       ,2      ,127      ,1    ,0    ,1         ,262144      ,0                ,8.931               ,8.203               ,1.089 
33       ,2      ,127      ,1    ,0    ,1         ,524288      ,0                ,20.885              ,11.63               ,1.796 
33       ,20     ,127      ,19   ,0    ,1         ,131072      ,0                ,5.781               ,5.828               ,0.992 
33       ,20     ,127      ,19   ,0    ,1         ,262144      ,0                ,8.66                ,7.892               ,1.097 
33       ,20     ,127      ,19   ,0    ,1         ,524288      ,0                ,21.44               ,11.654              ,1.84  
33       ,21     ,127      ,20   ,0    ,1         ,131072      ,0                ,5.759               ,5.835               ,0.987 
33       ,21     ,127      ,20   ,0    ,1         ,262144      ,0                ,8.641               ,7.868               ,1.098 
33       ,21     ,127      ,20   ,0    ,1         ,524288      ,0                ,21.881              ,11.689              ,1.872 
33       ,22     ,127      ,21   ,0    ,1         ,131072      ,0                ,5.782               ,5.759               ,1.004 
33       ,22     ,127      ,21   ,0    ,1         ,262144      ,0                ,8.587               ,7.927               ,1.083 
33       ,22     ,127      ,21   ,0    ,1         ,524288      ,0                ,21.716              ,11.698              ,1.856 
33       ,23     ,127      ,22   ,0    ,1         ,131072      ,0                ,5.816               ,5.821               ,0.999 
33       ,23     ,127      ,22   ,0    ,1         ,262144      ,0                ,8.611               ,7.923               ,1.087 
33       ,23     ,127      ,22   ,0    ,1         ,524288      ,0                ,21.606              ,11.729              ,1.842 
33       ,24     ,127      ,23   ,0    ,1         ,131072      ,0                ,5.762               ,5.771               ,0.998 
33       ,24     ,127      ,23   ,0    ,1         ,262144      ,0                ,8.625               ,7.876               ,1.095 
33       ,24     ,127      ,23   ,0    ,1         ,524288      ,0                ,21.461              ,11.635              ,1.845 
33       ,25     ,127      ,24   ,0    ,1         ,131072      ,0                ,5.765               ,5.839               ,0.987 
33       ,25     ,127      ,24   ,0    ,1         ,262144      ,0                ,8.546               ,7.876               ,1.085 
33       ,25     ,127      ,24   ,0    ,1         ,524288      ,0                ,21.793              ,11.8                ,1.847 
33       ,26     ,127      ,25   ,0    ,1         ,131072      ,0                ,5.781               ,5.839               ,0.99  
33       ,26     ,127      ,25   ,0    ,1         ,262144      ,0                ,8.554               ,7.942               ,1.077 
33       ,26     ,127      ,25   ,0    ,1         ,524288      ,0                ,21.507              ,11.698              ,1.839 
33       ,27     ,127      ,26   ,0    ,1         ,131072      ,0                ,5.711               ,5.773               ,0.989 
33       ,27     ,127      ,26   ,0    ,1         ,262144      ,0                ,8.586               ,7.906               ,1.086 
33       ,27     ,127      ,26   ,0    ,1         ,524288      ,0                ,21.802              ,11.695              ,1.864 
33       ,28     ,127      ,27   ,0    ,1         ,131072      ,0                ,5.75                ,5.708               ,1.007 
33       ,28     ,127      ,27   ,0    ,1         ,262144      ,0                ,8.667               ,7.85                ,1.104 
33       ,28     ,127      ,27   ,0    ,1         ,524288      ,0                ,21.508              ,11.707              ,1.837 
33       ,29     ,127      ,28   ,0    ,1         ,131072      ,0                ,5.722               ,5.796               ,0.987 
33       ,29     ,127      ,28   ,0    ,1         ,262144      ,0                ,8.588               ,7.779               ,1.104 
33       ,29     ,127      ,28   ,0    ,1         ,524288      ,0                ,21.655              ,11.632              ,1.862 
33       ,3      ,127      ,2    ,0    ,1         ,131072      ,0                ,6.195               ,6.106               ,1.014 
33       ,3      ,127      ,2    ,0    ,1         ,262144      ,0                ,8.977               ,8.282               ,1.084 
33       ,3      ,127      ,2    ,0    ,1         ,524288      ,0                ,21.295              ,11.647              ,1.828 
33       ,30     ,127      ,29   ,0    ,1         ,131072      ,0                ,5.694               ,5.774               ,0.986 
33       ,30     ,127      ,29   ,0    ,1         ,262144      ,0                ,8.613               ,7.842               ,1.098 
33       ,30     ,127      ,29   ,0    ,1         ,524288      ,0                ,21.473              ,11.714              ,1.833 
33       ,30     ,127      ,31   ,0    ,1         ,262144      ,0                ,8.626               ,7.915               ,1.09  
33       ,30     ,127      ,31   ,0    ,1         ,524288      ,0                ,21.576              ,11.608              ,1.859 
33       ,31     ,127      ,30   ,0    ,1         ,262144      ,0                ,10.256              ,9.581               ,1.07  
33       ,31     ,127      ,30   ,0    ,1         ,524288      ,0                ,23.526              ,13.031              ,1.805 
33       ,32     ,127      ,31   ,0    ,1         ,262144      ,0                ,10.411              ,9.554               ,1.09  
33       ,32     ,127      ,31   ,0    ,1         ,524288      ,0                ,23.519              ,12.954              ,1.816 
33       ,4      ,127      ,3    ,0    ,1         ,131072      ,0                ,6.107               ,6.06                ,1.008 
33       ,4      ,127      ,3    ,0    ,1         ,262144      ,0                ,8.962               ,8.172               ,1.097 
33       ,4      ,127      ,3    ,0    ,1         ,524288      ,0                ,22.083              ,11.597              ,1.904 
33       ,5      ,127      ,4    ,0    ,1         ,131072      ,0                ,6.029               ,6.01                ,1.003 
33       ,5      ,127      ,4    ,0    ,1         ,262144      ,0                ,8.857               ,8.21                ,1.079 
33       ,5      ,127      ,4    ,0    ,1         ,524288      ,0                ,21.276              ,11.75               ,1.811 
33       ,6      ,127      ,5    ,0    ,1         ,131072      ,0                ,6.027               ,6.094               ,0.989 
33       ,6      ,127      ,5    ,0    ,1         ,262144      ,0                ,8.874               ,8.161               ,1.087 
33       ,6      ,127      ,5    ,0    ,1         ,524288      ,0                ,21.621              ,11.726              ,1.844 
33       ,62     ,127      ,63   ,0    ,1         ,262144      ,0                ,4.051               ,6.021               ,0.673 
33       ,62     ,127      ,63   ,0    ,1         ,524288      ,0                ,4.259               ,6.14                ,0.694 
33       ,63     ,127      ,62   ,0    ,1         ,262144      ,0                ,4.064               ,5.979               ,0.68  
33       ,63     ,127      ,62   ,0    ,1         ,524288      ,0                ,4.276               ,6.137               ,0.697 
33       ,7      ,127      ,6    ,0    ,1         ,131072      ,0                ,5.959               ,5.928               ,1.005 
33       ,7      ,127      ,6    ,0    ,1         ,262144      ,0                ,8.841               ,8.11                ,1.09  
33       ,7      ,127      ,6    ,0    ,1         ,524288      ,0                ,21.173              ,11.736              ,1.804 
33       ,8      ,127      ,7    ,0    ,1         ,131072      ,0                ,6.038               ,6.09                ,0.991 
33       ,8      ,127      ,7    ,0    ,1         ,262144      ,0                ,8.788               ,8.143               ,1.079 
33       ,8      ,127      ,7    ,0    ,1         ,524288      ,0                ,21.638              ,11.654              ,1.857 
33       ,9      ,127      ,8    ,0    ,1         ,131072      ,0                ,6.268               ,6.173               ,1.015 
33       ,9      ,127      ,8    ,0    ,1         ,262144      ,0                ,9.205               ,8.2                 ,1.123 
33       ,9      ,127      ,8    ,0    ,1         ,524288      ,0                ,21.588              ,11.719              ,1.842 
33       ,94     ,127      ,95   ,0    ,1         ,524288      ,0                ,6.119               ,6.085               ,1.006 
33       ,95     ,127      ,94   ,0    ,1         ,524288      ,0                ,8.251               ,6.076               ,1.358 
1.2558091066823431
0.9780948561531272
