strchr-extra/run1/sunil1//bench-strchr0.out
strchr-extra/run1/sunil1//bench-strchr1.out
strchr-extra/run1/sunil1//bench-strchr2.out
strchr-extra/run1/sunil1//bench-strchr3.out
strchr-extra/run1/sunil1//bench-strchr4.out
strchr-extra/run1/sunil1//bench-strchr5.out
strchr-extra/run1/sunil1//bench-strchr6.out
strchr-extra/run1/sunil1//bench-strchr7.out
strchr-extra/run1/sunil1//bench-strchr8.out
strchr-extra/run1/sunil1//bench-strchr9.out
strchr-extra/run1/strchr1//bench-strchr0.out
strchr-extra/run1/strchr1//bench-strchr1.out
strchr-extra/run1/strchr1//bench-strchr2.out
strchr-extra/run1/strchr1//bench-strchr3.out
strchr-extra/run1/strchr1//bench-strchr4.out
strchr-extra/run1/strchr1//bench-strchr5.out
strchr-extra/run1/strchr1//bench-strchr6.out
strchr-extra/run1/strchr1//bench-strchr7.out
strchr-extra/run1/strchr1//bench-strchr8.out
strchr-extra/run1/strchr1//bench-strchr9.out

Results For: strchr
alignment,length ,max_char ,pos       ,rand ,rand-addr ,seek_char   ,sunil1      ,strchr1 ,sunil1/strchr1 
0        ,29     ,127      ,28        ,0    ,1         ,524288      ,0           ,5.535   ,4.86           ,1.139          
0        ,3      ,127      ,2         ,0    ,1         ,131072      ,0           ,5.142   ,4.572          ,1.125          
0        ,3      ,127      ,2         ,0    ,1         ,262144      ,0           ,5.107   ,4.64           ,1.101          
0        ,3      ,127      ,2         ,0    ,1         ,524288      ,0           ,5.546   ,4.764          ,1.164          
0        ,30     ,127      ,29        ,0    ,1         ,131072      ,0           ,5.161   ,4.597          ,1.123          
0        ,30     ,127      ,29        ,0    ,1         ,262144      ,0           ,5.294   ,4.676          ,1.132          
0        ,30     ,127      ,29        ,0    ,1         ,524288      ,0           ,5.57    ,4.884          ,1.141          
0        ,30     ,127      ,31        ,0    ,1         ,131072      ,0           ,5.064   ,4.475          ,1.132          
0        ,30     ,127      ,31        ,0    ,1         ,262144      ,0           ,5.255   ,4.519          ,1.163          
0        ,30     ,127      ,31        ,0    ,1         ,524288      ,0           ,5.533   ,4.657          ,1.188          
0        ,31     ,127      ,30        ,0    ,1         ,131072      ,0           ,5.082   ,4.289          ,1.185          
0        ,31     ,127      ,30        ,0    ,1         ,262144      ,0           ,5.194   ,4.49           ,1.157          
0        ,31     ,127      ,30        ,0    ,1         ,524288      ,0           ,5.453   ,4.691          ,1.162          
0        ,32     ,127      ,31        ,0    ,1         ,131072      ,0           ,5.158   ,4.401          ,1.172          
0        ,32     ,127      ,31        ,0    ,1         ,262144      ,0           ,5.253   ,4.538          ,1.157          
0        ,32     ,127      ,31        ,0    ,1         ,524288      ,0           ,5.486   ,4.789          ,1.146          
0        ,4      ,127      ,3         ,0    ,1         ,131072      ,0           ,5.109   ,4.515          ,1.132          
0        ,4      ,127      ,3         ,0    ,1         ,262144      ,0           ,5.196   ,4.617          ,1.125          
0        ,4      ,127      ,3         ,0    ,1         ,524288      ,0           ,5.549   ,4.939          ,1.124          
0        ,5      ,127      ,4         ,0    ,1         ,131072      ,0           ,5.013   ,4.527          ,1.107          
0        ,5      ,127      ,4         ,0    ,1         ,262144      ,0           ,5.188   ,4.579          ,1.133          
0        ,5      ,127      ,4         ,0    ,1         ,524288      ,0           ,5.542   ,4.815          ,1.151          
0        ,6      ,127      ,5         ,0    ,1         ,131072      ,0           ,5.103   ,4.509          ,1.132          
0        ,6      ,127      ,5         ,0    ,1         ,262144      ,0           ,5.224   ,4.578          ,1.141          
0        ,6      ,127      ,5         ,0    ,1         ,524288      ,0           ,5.501   ,4.831          ,1.139          
0        ,62     ,127      ,63        ,0    ,1         ,131072      ,0           ,5.122   ,4.355          ,1.176          
0        ,62     ,127      ,63        ,0    ,1         ,262144      ,0           ,5.193   ,4.524          ,1.148          
0        ,62     ,127      ,63        ,0    ,1         ,524288      ,0           ,5.423   ,4.736          ,1.145          
0        ,63     ,127      ,62        ,0    ,1         ,131072      ,0           ,5.061   ,4.365          ,1.16           
0        ,63     ,127      ,62        ,0    ,1         ,262144      ,0           ,5.222   ,4.532          ,1.152          
0        ,63     ,127      ,62        ,0    ,1         ,524288      ,0           ,5.376   ,4.653          ,1.155          
0        ,7      ,127      ,6         ,0    ,1         ,131072      ,0           ,5.098   ,4.466          ,1.142          
0        ,7      ,127      ,6         ,0    ,1         ,262144      ,0           ,5.224   ,4.562          ,1.145          
0        ,7      ,127      ,6         ,0    ,1         ,524288      ,0           ,5.52    ,4.813          ,1.147          
0        ,8      ,127      ,7         ,0    ,1         ,131072      ,0           ,5.072   ,4.538          ,1.118          
0        ,8      ,127      ,7         ,0    ,1         ,262144      ,0           ,5.232   ,4.598          ,1.138          
0        ,8      ,127      ,7         ,0    ,1         ,524288      ,0           ,5.468   ,4.902          ,1.115          
