
Results For: wcpcpy
align1,align2 ,len  ,max_char   ,__wcpcpy_avx2 ,__wcpcpy_generic 
7     ,1      ,372  ,2147483647 ,50.838        ,55.314           ,0.919 
3     ,4      ,372  ,1273       ,48.706        ,64.75            ,0.752 
4     ,3      ,372  ,2147483647 ,50.08         ,55.26            ,0.906 
5     ,7      ,372  ,1273       ,48.846        ,64.715           ,0.755 
7     ,5      ,372  ,1273       ,50.142        ,55.085           ,0.91  
0     ,4      ,376  ,1273       ,48.582        ,64.664           ,0.751 
4     ,0      ,376  ,2147483647 ,50.107        ,54.541           ,0.919 
4     ,4      ,376  ,1273       ,28.156        ,56.762           ,0.496 
2     ,2      ,376  ,2147483647 ,29.019        ,56.7             ,0.512 
2     ,6      ,376  ,1273       ,48.899        ,64.766           ,0.755 
6     ,2      ,376  ,2147483647 ,50.132        ,55.274           ,0.907 
1     ,7      ,376  ,1273       ,48.781        ,64.686           ,0.754 
7     ,1      ,376  ,2147483647 ,50.109        ,54.505           ,0.919 
3     ,4      ,376  ,1273       ,48.983        ,65.091           ,0.753 
4     ,3      ,376  ,2147483647 ,49.973        ,55.281           ,0.904 
5     ,7      ,376  ,1273       ,48.855        ,64.603           ,0.756 
7     ,5      ,376  ,1273       ,50.027        ,54.384           ,0.92  
0     ,4      ,380  ,1273       ,49.897        ,63.842           ,0.782 
4     ,0      ,380  ,2147483647 ,50.25         ,54.742           ,0.918 
4     ,4      ,380  ,1273       ,30.169        ,56.113           ,0.538 
2     ,2      ,380  ,2147483647 ,29.363        ,56.225           ,0.522 
2     ,6      ,380  ,1273       ,50.057        ,64.134           ,0.781 
6     ,2      ,380  ,2147483647 ,50.694        ,55.744           ,0.909 
1     ,7      ,380  ,1273       ,50.112        ,63.805           ,0.785 
7     ,1      ,380  ,2147483647 ,50.524        ,55.639           ,0.908 
3     ,4      ,380  ,1273       ,50.117        ,64.005           ,0.783 
4     ,3      ,380  ,2147483647 ,50.251        ,55.495           ,0.906 
5     ,7      ,380  ,1273       ,51.517        ,64.028           ,0.805 
7     ,5      ,380  ,1273       ,51.731        ,55.758           ,0.928 
0     ,4      ,384  ,1273       ,51.504        ,63.906           ,0.806 
4     ,0      ,384  ,2147483647 ,51.554        ,54.988           ,0.938 
4     ,4      ,384  ,1273       ,30.872        ,56.657           ,0.545 
2     ,2      ,384  ,2147483647 ,30.065        ,56.311           ,0.534 
2     ,6      ,384  ,1273       ,51.534        ,64.152           ,0.803 
6     ,2      ,384  ,2147483647 ,51.541        ,55.663           ,0.926 
1     ,7      ,384  ,1273       ,50.789        ,63.918           ,0.795 
7     ,1      ,384  ,2147483647 ,51.576        ,54.131           ,0.953 
3     ,4      ,384  ,1273       ,51.424        ,63.776           ,0.806 
4     ,3      ,384  ,2147483647 ,51.2          ,55.412           ,0.924 
5     ,7      ,384  ,1273       ,50.655        ,63.841           ,0.793 
7     ,5      ,384  ,1273       ,51.535        ,54.21            ,0.951 
0     ,4      ,388  ,1273       ,50.752        ,65.578           ,0.774 
4     ,0      ,388  ,2147483647 ,52.771        ,53.816           ,0.981 
4     ,4      ,388  ,1273       ,30.803        ,56.205           ,0.548 
2     ,2      ,388  ,2147483647 ,30.745        ,56.572           ,0.543 
2     ,6      ,388  ,1273       ,50.939        ,65.832           ,0.774 
6     ,2      ,388  ,2147483647 ,52.95         ,54.481           ,0.972 
1     ,7      ,388  ,1273       ,50.853        ,65.663           ,0.774 
7     ,1      ,388  ,2147483647 ,53.138        ,54.663           ,0.972 
3     ,4      ,388  ,1273       ,51.293        ,65.964           ,0.778 
4     ,3      ,388  ,2147483647 ,52.318        ,54.689           ,0.957 
5     ,7      ,388  ,1273       ,50.917        ,64.594           ,0.788 
7     ,5      ,388  ,1273       ,52.006        ,56.168           ,0.926 
0     ,4      ,392  ,1273       ,50.83         ,64.929           ,0.783 
4     ,0      ,392  ,2147483647 ,52.382        ,55.955           ,0.936 
4     ,4      ,392  ,1273       ,31.033        ,56.289           ,0.551 
2     ,2      ,392  ,2147483647 ,31.135        ,56.118           ,0.555 
2     ,6      ,392  ,1273       ,51.138        ,65.125           ,0.785 
6     ,2      ,392  ,2147483647 ,52.624        ,56.822           ,0.926 
1     ,7      ,392  ,1273       ,51.434        ,65.258           ,0.788 
7     ,1      ,392  ,2147483647 ,52.625        ,55.625           ,0.946 
3     ,4      ,392  ,1273       ,51.386        ,65.344           ,0.786 
4     ,3      ,392  ,2147483647 ,52.159        ,56.378           ,0.925 
5     ,7      ,392  ,1273       ,51.001        ,64.767           ,0.787 
7     ,5      ,392  ,1273       ,52.125        ,55.163           ,0.945 
0     ,4      ,396  ,1273       ,52.08         ,64.732           ,0.805 
4     ,0      ,396  ,2147483647 ,52.35         ,57.924           ,0.904 
4     ,4      ,396  ,1273       ,30.777        ,58.735           ,0.524 
2     ,2      ,396  ,2147483647 ,30.941        ,56.105           ,0.551 
2     ,6      ,396  ,1273       ,52.328        ,65.036           ,0.805 
6     ,2      ,396  ,2147483647 ,52.572        ,58.677           ,0.896 
1     ,7      ,396  ,1273       ,52.09         ,64.689           ,0.805 
7     ,1      ,396  ,2147483647 ,52.365        ,58.656           ,0.893 
3     ,4      ,396  ,1273       ,52.224        ,64.959           ,0.804 
4     ,3      ,396  ,2147483647 ,52.515        ,58.841           ,0.892 
5     ,7      ,396  ,1273       ,53.685        ,68.095           ,0.788 
7     ,5      ,396  ,1273       ,53.812        ,58.821           ,0.915 
0     ,4      ,400  ,1273       ,53.471        ,67.685           ,0.79  
4     ,0      ,400  ,2147483647 ,53.222        ,57.698           ,0.922 
4     ,4      ,400  ,1273       ,30.845        ,58.341           ,0.529 
2     ,2      ,400  ,2147483647 ,31.243        ,58.536           ,0.534 
2     ,6      ,400  ,1273       ,53.292        ,67.813           ,0.786 
6     ,2      ,400  ,2147483647 ,53.583        ,58.813           ,0.911 
1     ,7      ,400  ,1273       ,53.073        ,67.943           ,0.781 
7     ,1      ,400  ,2147483647 ,54.075        ,59.156           ,0.914 
3     ,4      ,400  ,1273       ,53.419        ,69.102           ,0.773 
4     ,3      ,400  ,2147483647 ,53.551        ,58.826           ,0.91  
5     ,7      ,400  ,1273       ,53.802        ,69.24            ,0.777 
7     ,5      ,400  ,1273       ,54.181        ,58.057           ,0.933 
0     ,4      ,404  ,1273       ,52.636        ,67.548           ,0.779 
4     ,0      ,404  ,2147483647 ,54.655        ,57.535           ,0.95  
4     ,4      ,404  ,1273       ,29.9          ,58.541           ,0.511 
2     ,2      ,404  ,2147483647 ,29.962        ,58.634           ,0.511 
2     ,6      ,404  ,1273       ,52.698        ,67.68            ,0.779 
6     ,2      ,404  ,2147483647 ,54.64         ,58.218           ,0.939 
1     ,7      ,404  ,1273       ,52.828        ,67.701           ,0.78  
7     ,1      ,404  ,2147483647 ,54.984        ,58.559           ,0.939 
3     ,4      ,404  ,1273       ,53.076        ,67.304           ,0.789 
4     ,3      ,404  ,2147483647 ,54.12         ,58.343           ,0.928 
5     ,7      ,404  ,1273       ,52.672        ,66.716           ,0.789 
7     ,5      ,404  ,1273       ,54.13         ,58.253           ,0.929 
0     ,4      ,408  ,1273       ,52.617        ,67.123           ,0.784 
4     ,0      ,408  ,2147483647 ,54.259        ,57.687           ,0.941 
4     ,4      ,408  ,1273       ,30.048        ,58.395           ,0.515 
2     ,2      ,408  ,2147483647 ,30.382        ,58.454           ,0.52  
2     ,6      ,408  ,1273       ,52.648        ,67.058           ,0.785 
6     ,2      ,408  ,2147483647 ,54.438        ,58.597           ,0.929 
1     ,7      ,408  ,1273       ,52.757        ,67.33            ,0.784 
7     ,1      ,408  ,2147483647 ,54.044        ,57.173           ,0.945 
3     ,4      ,408  ,1273       ,52.815        ,66.962           ,0.789 
4     ,3      ,408  ,2147483647 ,53.945        ,58.165           ,0.927 
5     ,7      ,408  ,1273       ,52.582        ,66.758           ,0.788 
7     ,5      ,408  ,1273       ,54.143        ,57.106           ,0.948 
0     ,4      ,412  ,1273       ,53.718        ,67.06            ,0.801 
4     ,0      ,412  ,2147483647 ,54.114        ,57.562           ,0.94  
4     ,4      ,412  ,1273       ,29.734        ,58.426           ,0.509 
2     ,2      ,412  ,2147483647 ,29.664        ,58.137           ,0.51  
2     ,6      ,412  ,1273       ,53.801        ,67.6             ,0.796 
6     ,2      ,412  ,2147483647 ,54.481        ,58.466           ,0.932 
1     ,7      ,412  ,1273       ,53.92         ,67.506           ,0.799 
7     ,1      ,412  ,2147483647 ,54.459        ,58.583           ,0.93  
3     ,4      ,412  ,1273       ,54.234        ,67.573           ,0.803 
4     ,3      ,412  ,2147483647 ,54.104        ,58.575           ,0.924 
5     ,7      ,412  ,1273       ,55.178        ,67.646           ,0.816 
7     ,5      ,412  ,1273       ,55.436        ,58.448           ,0.948 
0     ,4      ,416  ,1273       ,55.279        ,67.169           ,0.823 
4     ,0      ,416  ,2147483647 ,55.239        ,57.623           ,0.959 
4     ,4      ,416  ,1273       ,31.566        ,58.362           ,0.541 
2     ,2      ,416  ,2147483647 ,31.212        ,58.275           ,0.536 
2     ,6      ,416  ,1273       ,55.331        ,67.364           ,0.821 
6     ,2      ,416  ,2147483647 ,55.46         ,58.745           ,0.944 
1     ,7      ,416  ,1273       ,54.694        ,67.582           ,0.809 
7     ,1      ,416  ,2147483647 ,55.373        ,57.233           ,0.968 
3     ,4      ,416  ,1273       ,55.298        ,67.318           ,0.821 
4     ,3      ,416  ,2147483647 ,55.244        ,58.441           ,0.945 
5     ,7      ,416  ,1273       ,54.384        ,67.094           ,0.811 
7     ,5      ,416  ,1273       ,55.008        ,56.774           ,0.969 
0     ,4      ,420  ,1273       ,54.413        ,69.602           ,0.782 
4     ,0      ,420  ,2147483647 ,56.085        ,57.018           ,0.984 
4     ,4      ,420  ,1273       ,31.909        ,59.214           ,0.539 
2     ,2      ,420  ,2147483647 ,30.88         ,58.618           ,0.527 
2     ,6      ,420  ,1273       ,54.606        ,69.398           ,0.787 
6     ,2      ,420  ,2147483647 ,55.945        ,57.555           ,0.972 
1     ,7      ,420  ,1273       ,54.585        ,69.312           ,0.788 
7     ,1      ,420  ,2147483647 ,56.034        ,57.571           ,0.973 
3     ,4      ,420  ,1273       ,54.68         ,68.791           ,0.795 
4     ,3      ,420  ,2147483647 ,55.435        ,57.945           ,0.957 
5     ,7      ,420  ,1273       ,53.658        ,68.08            ,0.788 
7     ,5      ,420  ,1273       ,55.383        ,60.417           ,0.917 
0     ,4      ,424  ,1273       ,54.026        ,68.388           ,0.79  
4     ,0      ,424  ,2147483647 ,55.47         ,60.118           ,0.923 
4     ,4      ,424  ,1273       ,32.252        ,59.169           ,0.545 
2     ,2      ,424  ,2147483647 ,33.056        ,59.095           ,0.559 
2     ,6      ,424  ,1273       ,55.248        ,68.273           ,0.809 
6     ,2      ,424  ,2147483647 ,55.737        ,62.633           ,0.89  
1     ,7      ,424  ,1273       ,54.448        ,68.829           ,0.791 
7     ,1      ,424  ,2147483647 ,55.999        ,59.754           ,0.937 
3     ,4      ,424  ,1273       ,55.65         ,70.659           ,0.788 
4     ,3      ,424  ,2147483647 ,55.722        ,63.016           ,0.884 
5     ,7      ,424  ,1273       ,54.015        ,68.303           ,0.791 
7     ,5      ,424  ,1273       ,55.627        ,59.131           ,0.941 
0     ,4      ,428  ,1273       ,55.148        ,68.967           ,0.8   
4     ,0      ,428  ,2147483647 ,54.771        ,61.902           ,0.885 
4     ,4      ,428  ,1273       ,32.421        ,61.673           ,0.526 
2     ,2      ,428  ,2147483647 ,32.963        ,59.214           ,0.557 
2     ,6      ,428  ,1273       ,55.273        ,69.166           ,0.799 
6     ,2      ,428  ,2147483647 ,55.025        ,62.854           ,0.875 
1     ,7      ,428  ,1273       ,55.174        ,68.65            ,0.804 
7     ,1      ,428  ,2147483647 ,54.598        ,62.493           ,0.874 
3     ,4      ,428  ,1273       ,55.083        ,68.947           ,0.799 
4     ,3      ,428  ,2147483647 ,54.784        ,62.563           ,0.876 
5     ,7      ,428  ,1273       ,54.818        ,71.167           ,0.77  
7     ,5      ,428  ,1273       ,55.368        ,62.076           ,0.892 
0     ,4      ,432  ,1273       ,54.612        ,71.171           ,0.767 
4     ,0      ,432  ,2147483647 ,55.481        ,61.533           ,0.902 
4     ,4      ,432  ,1273       ,32.803        ,61.181           ,0.536 
2     ,2      ,432  ,2147483647 ,31.735        ,61.271           ,0.518 
2     ,6      ,432  ,1273       ,54.895        ,71.725           ,0.765 
6     ,2      ,432  ,2147483647 ,55.915        ,62.627           ,0.893 
1     ,7      ,432  ,1273       ,54.358        ,71.63            ,0.759 
7     ,1      ,432  ,2147483647 ,55.355        ,60.772           ,0.911 
3     ,4      ,432  ,1273       ,54.693        ,70.949           ,0.771 
4     ,3      ,432  ,2147483647 ,55.632        ,62.029           ,0.897 
5     ,7      ,432  ,1273       ,53.931        ,71.028           ,0.759 
7     ,5      ,432  ,1273       ,55.149        ,60.503           ,0.912 
0     ,4      ,436  ,1273       ,54.05         ,71.754           ,0.753 
4     ,0      ,436  ,2147483647 ,55.032        ,60.952           ,0.903 
4     ,4      ,436  ,1273       ,32.89         ,61.065           ,0.539 
2     ,2      ,436  ,2147483647 ,33.388        ,61.542           ,0.543 
2     ,6      ,436  ,1273       ,54.279        ,71.924           ,0.755 
6     ,2      ,436  ,2147483647 ,55.162        ,61.76            ,0.893 
1     ,7      ,436  ,1273       ,54.178        ,71.596           ,0.757 
7     ,1      ,436  ,2147483647 ,55.067        ,61.767           ,0.892 
3     ,4      ,436  ,1273       ,53.951        ,71.23            ,0.757 
4     ,3      ,436  ,2147483647 ,55.03         ,62.311           ,0.883 
5     ,7      ,436  ,1273       ,52.982        ,71.625           ,0.74  
7     ,5      ,436  ,1273       ,55.08         ,61.938           ,0.889 
0     ,4      ,440  ,1273       ,52.906        ,71.435           ,0.741 
4     ,0      ,440  ,2147483647 ,54.812        ,61.622           ,0.889 
4     ,4      ,440  ,1273       ,33.178        ,61.519           ,0.539 
2     ,2      ,440  ,2147483647 ,33.202        ,61.521           ,0.54  
2     ,6      ,440  ,1273       ,52.887        ,71.58            ,0.739 
6     ,2      ,440  ,2147483647 ,55.226        ,62.338           ,0.886 
1     ,7      ,440  ,1273       ,53.1          ,72.026           ,0.737 
7     ,1      ,440  ,2147483647 ,54.855        ,60.939           ,0.9   
3     ,4      ,440  ,1273       ,53.122        ,71.79            ,0.74  
4     ,3      ,440  ,2147483647 ,55.213        ,62.175           ,0.888 
5     ,7      ,440  ,1273       ,52.592        ,71.39            ,0.737 
7     ,5      ,440  ,1273       ,54.655        ,60.721           ,0.9   
0     ,4      ,444  ,1273       ,53.561        ,70.92            ,0.755 
4     ,0      ,444  ,2147483647 ,53.46         ,61.277           ,0.872 
4     ,4      ,444  ,1273       ,34.4          ,61.437           ,0.56  
2     ,2      ,444  ,2147483647 ,31.72         ,61.17            ,0.519 
2     ,6      ,444  ,1273       ,53.635        ,71.284           ,0.752 
6     ,2      ,444  ,2147483647 ,53.847        ,62.536           ,0.861 
1     ,7      ,444  ,1273       ,54.035        ,71.481           ,0.756 
7     ,1      ,444  ,2147483647 ,53.595        ,62.161           ,0.862 
3     ,4      ,444  ,1273       ,54.1          ,71.28            ,0.759 
4     ,3      ,444  ,2147483647 ,53.475        ,62.259           ,0.859 
5     ,7      ,444  ,1273       ,53.862        ,70.983           ,0.759 
7     ,5      ,444  ,1273       ,54.317        ,61.969           ,0.877 
0     ,4      ,448  ,1273       ,53.56         ,70.625           ,0.758 
4     ,0      ,448  ,2147483647 ,53.953        ,61.473           ,0.878 
4     ,4      ,448  ,1273       ,33.575        ,61.651           ,0.545 
2     ,2      ,448  ,2147483647 ,34.496        ,61.825           ,0.558 
2     ,6      ,448  ,1273       ,54.001        ,71.112           ,0.759 
6     ,2      ,448  ,2147483647 ,54.298        ,62.536           ,0.868 
1     ,7      ,448  ,1273       ,53.95         ,71.537           ,0.754 
7     ,1      ,448  ,2147483647 ,54.023        ,60.534           ,0.892 
3     ,4      ,448  ,1273       ,54.059        ,71.046           ,0.761 
4     ,3      ,448  ,2147483647 ,54.403        ,62.1             ,0.876 
5     ,7      ,448  ,1273       ,53.3          ,71.032           ,0.75  
7     ,5      ,448  ,1273       ,53.895        ,60.404           ,0.892 
0     ,4      ,452  ,1273       ,53.405        ,73.343           ,0.728 
4     ,0      ,452  ,2147483647 ,53.546        ,61.874           ,0.865 
4     ,4      ,452  ,1273       ,33.773        ,62.178           ,0.543 
2     ,2      ,452  ,2147483647 ,33.982        ,61.7             ,0.551 
2     ,6      ,452  ,1273       ,53.268        ,73.468           ,0.725 
6     ,2      ,452  ,2147483647 ,53.716        ,62.662           ,0.857 
1     ,7      ,452  ,1273       ,53.784        ,73.778           ,0.729 
7     ,1      ,452  ,2147483647 ,53.461        ,62.723           ,0.852 
3     ,4      ,452  ,1273       ,53.525        ,73.308           ,0.73  
4     ,3      ,452  ,2147483647 ,53.465        ,62.728           ,0.852 
5     ,7      ,452  ,1273       ,51.345        ,72.626           ,0.707 
7     ,5      ,452  ,1273       ,53.094        ,65.025           ,0.817 
0     ,4      ,456  ,1273       ,51.03         ,72.277           ,0.706 
4     ,0      ,456  ,2147483647 ,52.716        ,64.264           ,0.82  
4     ,4      ,456  ,1273       ,33.328        ,62.224           ,0.536 
2     ,2      ,456  ,2147483647 ,34.22         ,62.003           ,0.552 
2     ,6      ,456  ,1273       ,51.254        ,72.614           ,0.706 
6     ,2      ,456  ,2147483647 ,52.844        ,65.205           ,0.81  
1     ,7      ,456  ,1273       ,51.234        ,72.23            ,0.709 
7     ,1      ,456  ,2147483647 ,53.038        ,64.027           ,0.828 
3     ,4      ,456  ,1273       ,51.209        ,72.517           ,0.706 
4     ,3      ,456  ,2147483647 ,53.46         ,65.385           ,0.818 
5     ,7      ,456  ,1273       ,51.326        ,72.577           ,0.707 
7     ,5      ,456  ,1273       ,53.26         ,64.327           ,0.828 
0     ,4      ,460  ,1273       ,51.81         ,73.61            ,0.704 
4     ,0      ,460  ,2147483647 ,51.335        ,65.998           ,0.778 
4     ,4      ,460  ,1273       ,36.015        ,64.76            ,0.556 
2     ,2      ,460  ,2147483647 ,34.147        ,62.69            ,0.545 
2     ,6      ,460  ,1273       ,51.886        ,73.622           ,0.705 
6     ,2      ,460  ,2147483647 ,51.657        ,66.8             ,0.773 
1     ,7      ,460  ,1273       ,51.96         ,73.708           ,0.705 
7     ,1      ,460  ,2147483647 ,51.522        ,66.573           ,0.774 
3     ,4      ,460  ,1273       ,51.576        ,73.13            ,0.705 
4     ,3      ,460  ,2147483647 ,50.992        ,66.38            ,0.768 
5     ,7      ,460  ,1273       ,52.274        ,75.642           ,0.691 
7     ,5      ,460  ,1273       ,51.338        ,65.927           ,0.779 
0     ,4      ,464  ,1273       ,52.674        ,75.533           ,0.697 
4     ,0      ,464  ,2147483647 ,51.283        ,65.242           ,0.786 
4     ,4      ,464  ,1273       ,34.101        ,64.601           ,0.528 
2     ,2      ,464  ,2147483647 ,34.78         ,64.468           ,0.539 
2     ,6      ,464  ,1273       ,52.63         ,75.472           ,0.697 
6     ,2      ,464  ,2147483647 ,51.484        ,65.992           ,0.78  
1     ,7      ,464  ,1273       ,52.312        ,76.052           ,0.688 
7     ,1      ,464  ,2147483647 ,51.445        ,65.388           ,0.787 
3     ,4      ,464  ,1273       ,52.625        ,76.039           ,0.692 
4     ,3      ,464  ,2147483647 ,51.492        ,66.022           ,0.78  
5     ,7      ,464  ,1273       ,51.872        ,75.644           ,0.686 
7     ,5      ,464  ,1273       ,50.954        ,64.872           ,0.785 
0     ,4      ,468  ,1273       ,51.538        ,75.61            ,0.682 
4     ,0      ,468  ,2147483647 ,51.74         ,65.194           ,0.794 
4     ,4      ,468  ,1273       ,34.984        ,63.955           ,0.547 
2     ,2      ,468  ,2147483647 ,34.442        ,64.545           ,0.534 
2     ,6      ,468  ,1273       ,51.845        ,75.846           ,0.684 
6     ,2      ,468  ,2147483647 ,52.447        ,66.561           ,0.788 
1     ,7      ,468  ,1273       ,51.443        ,75.017           ,0.686 
7     ,1      ,468  ,2147483647 ,51.513        ,65.466           ,0.787 
3     ,4      ,468  ,1273       ,51.38         ,75.419           ,0.681 
4     ,3      ,468  ,2147483647 ,51.34         ,65.874           ,0.779 
5     ,7      ,468  ,1273       ,50.787        ,75.063           ,0.677 
7     ,5      ,468  ,1273       ,51.357        ,65.571           ,0.783 
0     ,4      ,472  ,1273       ,50.448        ,74.737           ,0.675 
4     ,0      ,472  ,2147483647 ,51.079        ,65.128           ,0.784 
4     ,4      ,472  ,1273       ,35.024        ,64.016           ,0.547 
2     ,2      ,472  ,2147483647 ,33.317        ,63.787           ,0.522 
2     ,6      ,472  ,1273       ,50.902        ,75.57            ,0.674 
6     ,2      ,472  ,2147483647 ,51.415        ,66.135           ,0.777 
1     ,7      ,472  ,1273       ,50.996        ,75.568           ,0.675 
7     ,1      ,472  ,2147483647 ,51.321        ,65.205           ,0.787 
3     ,4      ,472  ,1273       ,50.828        ,75.438           ,0.674 
4     ,3      ,472  ,2147483647 ,51.454        ,65.923           ,0.781 
5     ,7      ,472  ,1273       ,50.811        ,75.003           ,0.677 
7     ,5      ,472  ,1273       ,51.205        ,64.889           ,0.789 
0     ,4      ,476  ,1273       ,51.973        ,75.676           ,0.687 
4     ,0      ,476  ,2147483647 ,51.494        ,65.167           ,0.79  
4     ,4      ,476  ,1273       ,36.192        ,64.134           ,0.564 
2     ,2      ,476  ,2147483647 ,33.152        ,64.477           ,0.514 
2     ,6      ,476  ,1273       ,52.006        ,75.424           ,0.69  
6     ,2      ,476  ,2147483647 ,51.694        ,65.808           ,0.786 
1     ,7      ,476  ,1273       ,51.883        ,75.422           ,0.688 
7     ,1      ,476  ,2147483647 ,51.578        ,65.795           ,0.784 
3     ,4      ,476  ,1273       ,51.878        ,75.284           ,0.689 
4     ,3      ,476  ,2147483647 ,51.444        ,65.719           ,0.783 
5     ,7      ,476  ,1273       ,52.937        ,75.075           ,0.705 
7     ,5      ,476  ,1273       ,52.782        ,66.19            ,0.797 
0     ,4      ,480  ,1273       ,52.895        ,74.594           ,0.709 
4     ,0      ,480  ,2147483647 ,52.409        ,64.729           ,0.81  
4     ,4      ,480  ,1273       ,36.23         ,63.893           ,0.567 
2     ,2      ,480  ,2147483647 ,37.62         ,64.338           ,0.585 
2     ,6      ,480  ,1273       ,53.248        ,75.556           ,0.705 
6     ,2      ,480  ,2147483647 ,53.217        ,66.416           ,0.801 
1     ,7      ,480  ,1273       ,52.753        ,75.285           ,0.701 
7     ,1      ,480  ,2147483647 ,52.671        ,65.165           ,0.808 
3     ,4      ,480  ,1273       ,53.136        ,75.304           ,0.706 
4     ,3      ,480  ,2147483647 ,52.93         ,65.795           ,0.804 
5     ,7      ,480  ,1273       ,52.311        ,75.123           ,0.696 
7     ,5      ,480  ,1273       ,52.915        ,65.294           ,0.81  
0     ,4      ,484  ,1273       ,52.548        ,77.839           ,0.675 
4     ,0      ,484  ,2147483647 ,53.712        ,65.8             ,0.816 
4     ,4      ,484  ,1273       ,35.595        ,66.228           ,0.537 
2     ,2      ,484  ,2147483647 ,34.897        ,64.104           ,0.544 
2     ,6      ,484  ,1273       ,52.489        ,78.249           ,0.671 
6     ,2      ,484  ,2147483647 ,54.008        ,67.012           ,0.806 
1     ,7      ,484  ,1273       ,52.803        ,78.164           ,0.676 
7     ,1      ,484  ,2147483647 ,53.928        ,66.68            ,0.809 
3     ,4      ,484  ,1273       ,52.329        ,77.612           ,0.674 
4     ,3      ,484  ,2147483647 ,52.974        ,66.287           ,0.799 
5     ,7      ,484  ,1273       ,51.923        ,76.331           ,0.68  
7     ,5      ,484  ,1273       ,53.131        ,69.279           ,0.767 
0     ,4      ,488  ,1273       ,52.206        ,76.835           ,0.679 
4     ,0      ,488  ,2147483647 ,53.356        ,69.037           ,0.773 
4     ,4      ,488  ,1273       ,36.509        ,66.2             ,0.551 
2     ,2      ,488  ,2147483647 ,36.299        ,66.135           ,0.549 
2     ,6      ,488  ,1273       ,52.2          ,76.88            ,0.679 
6     ,2      ,488  ,2147483647 ,53.452        ,69.63            ,0.768 
1     ,7      ,488  ,1273       ,52.322        ,76.668           ,0.682 
7     ,1      ,488  ,2147483647 ,52.902        ,67.798           ,0.78  
3     ,4      ,488  ,1273       ,51.724        ,76.434           ,0.677 
4     ,3      ,488  ,2147483647 ,52.877        ,68.884           ,0.768 
5     ,7      ,488  ,1273       ,52.184        ,76.728           ,0.68  
7     ,5      ,488  ,1273       ,53.014        ,67.977           ,0.78  
0     ,4      ,492  ,1273       ,53.115        ,76.9             ,0.691 
4     ,0      ,492  ,2147483647 ,53.542        ,72.201           ,0.742 
4     ,4      ,492  ,1273       ,37.196        ,68.178           ,0.546 
2     ,2      ,492  ,2147483647 ,39.887        ,66.677           ,0.598 
2     ,6      ,492  ,1273       ,55.119        ,77.029           ,0.716 
6     ,2      ,492  ,2147483647 ,53.458        ,72.64            ,0.736 
1     ,7      ,492  ,1273       ,53.398        ,77.71            ,0.687 
7     ,1      ,492  ,2147483647 ,53.318        ,70.557           ,0.756 
3     ,4      ,492  ,1273       ,53.348        ,77.066           ,0.692 
4     ,3      ,492  ,2147483647 ,53.164        ,70.414           ,0.755 
5     ,7      ,492  ,1273       ,54.066        ,79.435           ,0.681 
7     ,5      ,492  ,1273       ,54.226        ,70.289           ,0.771 
0     ,4      ,496  ,1273       ,54.229        ,79.732           ,0.68  
4     ,0      ,496  ,2147483647 ,54.41         ,69.81            ,0.779 
4     ,4      ,496  ,1273       ,35.732        ,68.202           ,0.524 
2     ,2      ,496  ,2147483647 ,36.535        ,68.088           ,0.537 
2     ,6      ,496  ,1273       ,54.347        ,79.37            ,0.685 
6     ,2      ,496  ,2147483647 ,54.338        ,70.375           ,0.772 
1     ,7      ,496  ,1273       ,53.727        ,79.31            ,0.677 
7     ,1      ,496  ,2147483647 ,53.975        ,69.186           ,0.78  
3     ,4      ,496  ,1273       ,53.986        ,79.175           ,0.682 
4     ,3      ,496  ,2147483647 ,54.065        ,69.802           ,0.775 
5     ,7      ,496  ,1273       ,53.307        ,78.752           ,0.677 
7     ,5      ,496  ,1273       ,53.75         ,68.803           ,0.781 
0     ,4      ,500  ,1273       ,52.953        ,79.224           ,0.668 
4     ,0      ,500  ,2147483647 ,54.882        ,69.208           ,0.793 
4     ,4      ,500  ,1273       ,36.128        ,67.558           ,0.535 
2     ,2      ,500  ,2147483647 ,36.512        ,68.067           ,0.536 
2     ,6      ,500  ,1273       ,53.435        ,79.751           ,0.67  
6     ,2      ,500  ,2147483647 ,54.993        ,69.905           ,0.787 
1     ,7      ,500  ,1273       ,53.194        ,79.217           ,0.671 
7     ,1      ,500  ,2147483647 ,54.749        ,69.547           ,0.787 
3     ,4      ,500  ,1273       ,53.177        ,79.264           ,0.671 
4     ,3      ,500  ,2147483647 ,54.639        ,70.109           ,0.779 
5     ,7      ,500  ,1273       ,53.301        ,79.032           ,0.674 
7     ,5      ,500  ,1273       ,54.331        ,69.772           ,0.779 
0     ,4      ,504  ,1273       ,53.272        ,78.933           ,0.675 
4     ,0      ,504  ,2147483647 ,54.349        ,69.104           ,0.786 
4     ,4      ,504  ,1273       ,35.792        ,67.539           ,0.53  
2     ,2      ,504  ,2147483647 ,35.741        ,67.801           ,0.527 
2     ,6      ,504  ,1273       ,53.589        ,79.78            ,0.672 
6     ,2      ,504  ,2147483647 ,54.969        ,70.478           ,0.78  
1     ,7      ,504  ,1273       ,53.588        ,79.185           ,0.677 
7     ,1      ,504  ,2147483647 ,54.426        ,68.889           ,0.79  
3     ,4      ,504  ,1273       ,53.537        ,79.649           ,0.672 
4     ,3      ,504  ,2147483647 ,54.735        ,70.004           ,0.782 
5     ,7      ,504  ,1273       ,53.418        ,79.219           ,0.674 
