
Results For: strncat
align1,align2 ,len1 ,len2 ,max_char ,n    ,new    ,old    ,new/old 
6     ,7      ,1024 ,1    ,127      ,128  ,26.723 ,25.956 ,1.03    
6     ,7      ,1024 ,1    ,127      ,2    ,18.873 ,18.724 ,1.008   
6     ,7      ,1024 ,1    ,127      ,2048 ,54.9   ,53.162 ,1.033   
6     ,7      ,1024 ,1    ,127      ,32   ,18.964 ,18.759 ,1.011   
6     ,7      ,1024 ,1    ,127      ,512  ,38.07  ,36.777 ,1.035   
6     ,7      ,1024 ,1    ,127      ,8    ,19.01  ,18.737 ,1.015   
7     ,2      ,16   ,16   ,127      ,128  ,18.875 ,18.914 ,0.998   
7     ,2      ,16   ,16   ,127      ,2    ,19.585 ,19.44  ,1.007   
7     ,2      ,16   ,16   ,127      ,2048 ,19.449 ,19.228 ,1.012   
7     ,2      ,16   ,16   ,127      ,32   ,18.968 ,18.874 ,1.005   
7     ,2      ,16   ,16   ,127      ,512  ,19.021 ,18.986 ,1.002   
7     ,2      ,16   ,16   ,127      ,8    ,18.904 ,18.694 ,1.011   
7     ,2      ,16   ,4    ,127      ,128  ,18.882 ,18.745 ,1.007   
7     ,2      ,16   ,4    ,127      ,2    ,19.362 ,19.233 ,1.007   
7     ,2      ,16   ,4    ,127      ,2048 ,19.15  ,19.154 ,1.0     
7     ,2      ,16   ,4    ,127      ,32   ,18.938 ,18.688 ,1.013   
7     ,2      ,16   ,4    ,127      ,512  ,18.911 ,18.915 ,1.0     
7     ,2      ,16   ,4    ,127      ,8    ,18.848 ,18.726 ,1.007   
7     ,6      ,1024 ,1    ,127      ,128  ,24.478 ,23.054 ,1.062   
7     ,6      ,1024 ,1    ,127      ,2    ,18.933 ,18.72  ,1.011   
7     ,6      ,1024 ,1    ,127      ,2048 ,35.782 ,35.418 ,1.01    
7     ,6      ,1024 ,1    ,127      ,32   ,18.95  ,18.755 ,1.01    
7     ,6      ,1024 ,1    ,127      ,512  ,30.034 ,29.522 ,1.017   
7     ,6      ,1024 ,1    ,127      ,8    ,18.984 ,18.727 ,1.014   
7     ,7      ,1024 ,10   ,127      ,128  ,26.769 ,25.809 ,1.037   
7     ,7      ,1024 ,10   ,127      ,2    ,18.919 ,18.724 ,1.01    
7     ,7      ,1024 ,10   ,127      ,2048 ,54.838 ,53.758 ,1.02    
7     ,7      ,1024 ,10   ,127      ,32   ,18.975 ,18.765 ,1.011   
7     ,7      ,1024 ,10   ,127      ,512  ,38.12  ,36.882 ,1.034   
7     ,7      ,1024 ,10   ,127      ,8    ,18.927 ,18.722 ,1.011   
0.9852347894767888
