
Results For: stpcpy
align1,align2 ,len  ,max_char ,new    ,old    ,new/old 
4     ,3      ,452  ,127      ,20.106 ,19.552 ,1.028   
4     ,3      ,456  ,127      ,20.007 ,19.643 ,1.018   
4     ,3      ,460  ,127      ,20.139 ,19.351 ,1.041   
4     ,3      ,464  ,127      ,19.966 ,19.437 ,1.027   
4     ,3      ,468  ,127      ,20.076 ,19.328 ,1.039   
4     ,3      ,472  ,127      ,20.099 ,19.359 ,1.038   
4     ,3      ,476  ,127      ,20.392 ,19.751 ,1.032   
4     ,3      ,48   ,127      ,7.251  ,9.482  ,0.765   
4     ,3      ,480  ,127      ,20.534 ,20.89  ,0.983   
4     ,3      ,484  ,127      ,20.366 ,19.99  ,1.019   
4     ,3      ,488  ,127      ,20.378 ,20.027 ,1.017   
4     ,3      ,492  ,127      ,20.489 ,19.929 ,1.028   
4     ,3      ,496  ,127      ,20.313 ,19.849 ,1.023   
4     ,3      ,500  ,127      ,20.358 ,19.879 ,1.024   
4     ,3      ,504  ,127      ,20.371 ,19.877 ,1.025   
4     ,3      ,508  ,127      ,20.583 ,19.296 ,1.067   
4     ,3      ,512  ,127      ,21.721 ,21.138 ,1.028   
4     ,3      ,52   ,127      ,7.254  ,9.56   ,0.759   
4     ,3      ,56   ,127      ,7.32   ,9.541  ,0.767   
4     ,3      ,60   ,127      ,9.03   ,10.618 ,0.85    
4     ,3      ,64   ,127      ,8.284  ,11.872 ,0.698   
4     ,3      ,68   ,127      ,8.322  ,11.203 ,0.743   
4     ,3      ,72   ,127      ,8.234  ,10.939 ,0.753   
4     ,3      ,76   ,127      ,8.298  ,11.223 ,0.739   
4     ,3      ,80   ,127      ,8.228  ,10.818 ,0.761   
4     ,3      ,84   ,127      ,8.348  ,10.763 ,0.776   
4     ,3      ,88   ,127      ,8.211  ,10.802 ,0.76    
4     ,3      ,92   ,127      ,7.486  ,8.145  ,0.919   
4     ,3      ,96   ,127      ,8.115  ,11.109 ,0.73    
4     ,4      ,100  ,127      ,7.798  ,10.685 ,0.73    
4     ,4      ,104  ,127      ,7.795  ,10.692 ,0.729   
4     ,4      ,108  ,127      ,7.856  ,10.721 ,0.733   
4     ,4      ,112  ,127      ,7.851  ,10.692 ,0.734   
4     ,4      ,116  ,127      ,7.824  ,10.701 ,0.731   
4     ,4      ,120  ,127      ,7.83   ,10.674 ,0.734   
4     ,4      ,124  ,127      ,9.547  ,8.837  ,1.08    
4     ,4      ,128  ,127      ,9.484  ,11.356 ,0.835   
4     ,4      ,132  ,127      ,9.52   ,11.315 ,0.841   
4     ,4      ,136  ,127      ,9.52   ,11.246 ,0.846   
4     ,4      ,140  ,127      ,9.549  ,11.438 ,0.835   
4     ,4      ,144  ,127      ,9.536  ,11.354 ,0.84    
4     ,4      ,148  ,127      ,9.483  ,11.432 ,0.83    
4     ,4      ,152  ,127      ,9.573  ,11.428 ,0.838   
