
Results For: wcpcpy
align1,align2 ,len  ,max_char   ,__wcpcpy_evex ,__wcpcpy_generic 
0     ,0      ,0    ,1273       ,3.963         ,9.332            ,0.425 
0     ,0      ,0    ,2147483647 ,3.96          ,9.29             ,0.426 
0     ,0      ,1    ,1273       ,3.895         ,9.248            ,0.421 
0     ,0      ,1    ,2147483647 ,4.079         ,9.283            ,0.439 
0     ,1      ,1    ,1273       ,3.9           ,9.187            ,0.425 
1     ,0      ,1    ,2147483647 ,2.896         ,9.253            ,0.313 
0     ,0      ,2    ,1273       ,5.309         ,9.174            ,0.579 
0     ,0      ,2    ,2147483647 ,5.371         ,9.232            ,0.582 
0     ,2      ,2    ,1273       ,4.478         ,9.276            ,0.483 
2     ,0      ,2    ,2147483647 ,2.929         ,9.23             ,0.317 
0     ,0      ,3    ,1273       ,5.068         ,9.234            ,0.549 
0     ,0      ,3    ,2147483647 ,5.071         ,9.238            ,0.549 
0     ,3      ,3    ,1273       ,4.54          ,9.266            ,0.49  
3     ,0      ,3    ,2147483647 ,2.941         ,9.329            ,0.315 
0     ,0      ,4    ,1273       ,5.298         ,9.118            ,0.581 
0     ,0      ,4    ,2147483647 ,5.36          ,9.211            ,0.582 
0     ,4      ,4    ,1273       ,4.591         ,9.107            ,0.504 
4     ,0      ,4    ,2147483647 ,2.929         ,9.191            ,0.319 
0     ,0      ,5    ,1273       ,5.337         ,9.189            ,0.581 
0     ,0      ,5    ,2147483647 ,5.339         ,9.218            ,0.579 
0     ,5      ,5    ,1273       ,4.604         ,9.167            ,0.502 
5     ,0      ,5    ,2147483647 ,2.911         ,9.169            ,0.317 
0     ,0      ,6    ,1273       ,5.318         ,9.168            ,0.58  
0     ,0      ,6    ,2147483647 ,5.329         ,9.168            ,0.581 
0     ,6      ,6    ,1273       ,4.586         ,9.17             ,0.5   
6     ,0      ,6    ,2147483647 ,2.931         ,9.167            ,0.32  
0     ,0      ,7    ,1273       ,4.932         ,8.639            ,0.571 
0     ,0      ,7    ,2147483647 ,4.941         ,8.546            ,0.578 
0     ,7      ,7    ,1273       ,4.586         ,8.581            ,0.534 
7     ,0      ,7    ,2147483647 ,2.93          ,8.556            ,0.342 
0     ,0      ,8    ,1273       ,5.608         ,9.093            ,0.617 
0     ,0      ,8    ,2147483647 ,5.671         ,9.175            ,0.618 
0     ,0      ,9    ,1273       ,5.641         ,9.17             ,0.615 
0     ,0      ,9    ,2147483647 ,5.651         ,9.169            ,0.616 
0     ,1      ,9    ,1273       ,6.756         ,9.172            ,0.737 
1     ,0      ,9    ,2147483647 ,5.658         ,9.147            ,0.619 
0     ,0      ,10   ,1273       ,5.638         ,9.127            ,0.618 
0     ,0      ,10   ,2147483647 ,5.634         ,9.126            ,0.617 
0     ,2      ,10   ,1273       ,6.722         ,9.128            ,0.736 
2     ,0      ,10   ,2147483647 ,5.61          ,9.106            ,0.616 
0     ,0      ,11   ,1273       ,5.616         ,9.133            ,0.615 
0     ,0      ,11   ,2147483647 ,5.602         ,9.085            ,0.617 
0     ,3      ,11   ,1273       ,6.703         ,9.087            ,0.738 
3     ,0      ,11   ,2147483647 ,5.648         ,9.085            ,0.622 
0     ,0      ,12   ,1273       ,5.603         ,9.085            ,0.617 
0     ,0      ,12   ,2147483647 ,5.593         ,9.085            ,0.616 
0     ,4      ,12   ,1273       ,6.63          ,9.088            ,0.73  
4     ,0      ,12   ,2147483647 ,7.447         ,9.088            ,0.819 
0     ,0      ,13   ,1273       ,5.625         ,9.111            ,0.617 
0     ,0      ,13   ,2147483647 ,5.625         ,9.128            ,0.616 
0     ,5      ,13   ,1273       ,6.628         ,9.129            ,0.726 
5     ,0      ,13   ,2147483647 ,6.796         ,9.137            ,0.744 
0     ,0      ,14   ,1273       ,5.629         ,9.14             ,0.616 
0     ,0      ,14   ,2147483647 ,5.642         ,9.128            ,0.618 
0     ,6      ,14   ,1273       ,6.625         ,9.129            ,0.726 
6     ,0      ,14   ,2147483647 ,6.794         ,9.128            ,0.744 
0     ,0      ,15   ,1273       ,4.819         ,9.127            ,0.528 
0     ,0      ,15   ,2147483647 ,4.853         ,9.148            ,0.53  
0     ,7      ,15   ,1273       ,6.651         ,9.148            ,0.727 
7     ,0      ,15   ,2147483647 ,6.785         ,9.147            ,0.742 
0     ,0      ,16   ,1273       ,7.371         ,10.821           ,0.681 
7     ,2      ,16   ,1273       ,6.546         ,12.414           ,0.527 
0     ,0      ,32   ,1273       ,8.481         ,14.017           ,0.605 
6     ,4      ,32   ,1273       ,8.208         ,17.725           ,0.463 
0     ,0      ,64   ,1273       ,12.734        ,17.586           ,0.724 
5     ,6      ,64   ,1273       ,16.158        ,20.827           ,0.776 
0     ,0      ,128  ,1273       ,17.46         ,24.333           ,0.718 
4     ,0      ,128  ,1273       ,19.915        ,27.883           ,0.714 
0     ,0      ,256  ,1273       ,24.775        ,43.376           ,0.571 
3     ,2      ,256  ,1273       ,35.321        ,41.343           ,0.854 
0     ,0      ,512  ,1273       ,33.783        ,66.778           ,0.506 
2     ,4      ,512  ,1273       ,56.545        ,79.574           ,0.711 
0     ,0      ,1024 ,1273       ,86.132        ,119.787          ,0.719 
1     ,6      ,1024 ,1273       ,175.43        ,170.992          ,1.026 
1     ,2      ,16   ,1273       ,8.289         ,12.826           ,0.646 
2     ,1      ,16   ,2147483647 ,7.669         ,12.808           ,0.599 
1     ,1      ,16   ,1273       ,7.665         ,12.529           ,0.612 
1     ,1      ,16   ,2147483647 ,7.604         ,12.488           ,0.609 
2     ,4      ,32   ,1273       ,9.363         ,17.822           ,0.525 
4     ,2      ,32   ,2147483647 ,9.475         ,17.587           ,0.539 
2     ,2      ,32   ,1273       ,9.255         ,16.944           ,0.546 
2     ,2      ,32   ,2147483647 ,9.011         ,16.98            ,0.531 
3     ,6      ,64   ,1273       ,16.015        ,20.768           ,0.771 
6     ,3      ,64   ,2147483647 ,13.852        ,19.695           ,0.703 
3     ,3      ,64   ,1273       ,13.108        ,19.659           ,0.667 
3     ,3      ,64   ,2147483647 ,13.35         ,19.651           ,0.679 
0     ,4      ,128  ,2147483647 ,25.449        ,27.026           ,0.942 
4     ,4      ,128  ,1273       ,18.187        ,26.248           ,0.693 
4     ,4      ,128  ,2147483647 ,18.152        ,26.008           ,0.698 
5     ,2      ,256  ,1273       ,35.332        ,41.191           ,0.858 
2     ,5      ,256  ,2147483647 ,35.258        ,51.087           ,0.69  
5     ,5      ,256  ,1273       ,24.753        ,45.044           ,0.55  
5     ,5      ,256  ,2147483647 ,24.683        ,45.055           ,0.548 
6     ,4      ,512  ,1273       ,56.554        ,70.891           ,0.798 
4     ,6      ,512  ,2147483647 ,56.488        ,79.654           ,0.709 
6     ,6      ,512  ,1273       ,34.017        ,69.473           ,0.49  
6     ,6      ,512  ,2147483647 ,34.669        ,68.572           ,0.506 
7     ,6      ,1024 ,1273       ,125.144       ,138.701          ,0.902 
6     ,7      ,1024 ,2147483647 ,171.572       ,167.829          ,1.022 
7     ,7      ,1024 ,1273       ,82.346        ,114.586          ,0.719 
7     ,7      ,1024 ,2147483647 ,82.337        ,111.083          ,0.741 
0     ,4      ,16   ,1273       ,8.841         ,12.123           ,0.729 
4     ,0      ,16   ,2147483647 ,6.536         ,11.762           ,0.556 
4     ,4      ,16   ,1273       ,7.621         ,12.44            ,0.613 
2     ,2      ,16   ,2147483647 ,7.627         ,12.433           ,0.613 
2     ,6      ,16   ,1273       ,9.037         ,12.765           ,0.708 
6     ,2      ,16   ,2147483647 ,7.223         ,12.763           ,0.566 
1     ,7      ,16   ,1273       ,8.078         ,12.288           ,0.657 
7     ,1      ,16   ,2147483647 ,6.476         ,12.259           ,0.528 
3     ,4      ,16   ,1273       ,8.206         ,12.725           ,0.645 
4     ,3      ,16   ,2147483647 ,7.71          ,12.716           ,0.606 
5     ,7      ,16   ,1273       ,8.359         ,12.299           ,0.68  
7     ,5      ,16   ,1273       ,6.472         ,12.327           ,0.525 
0     ,4      ,20   ,1273       ,7.591         ,12.222           ,0.621 
4     ,0      ,20   ,2147483647 ,7.164         ,15.295           ,0.468 
4     ,4      ,20   ,1273       ,7.279         ,15.816           ,0.46  
2     ,2      ,20   ,2147483647 ,7.656         ,12.516           ,0.612 
2     ,6      ,20   ,1273       ,7.589         ,12.673           ,0.599 
6     ,2      ,20   ,2147483647 ,7.661         ,16.267           ,0.471 
1     ,7      ,20   ,1273       ,8.066         ,12.674           ,0.636 
7     ,1      ,20   ,2147483647 ,7.474         ,16.756           ,0.446 
3     ,4      ,20   ,1273       ,7.619         ,12.254           ,0.622 
4     ,3      ,20   ,2147483647 ,7.173         ,16.342           ,0.439 
5     ,7      ,20   ,1273       ,8.479         ,15.888           ,0.534 
7     ,5      ,20   ,1273       ,7.711         ,17.605           ,0.438 
0     ,4      ,24   ,1273       ,8.769         ,13.238           ,0.662 
4     ,0      ,24   ,2147483647 ,6.543         ,16.062           ,0.407 
4     ,4      ,24   ,1273       ,7.132         ,13.655           ,0.522 
2     ,2      ,24   ,2147483647 ,7.183         ,13.652           ,0.526 
2     ,6      ,24   ,1273       ,8.736         ,13.669           ,0.639 
6     ,2      ,24   ,2147483647 ,7.197         ,17.626           ,0.408 
1     ,7      ,24   ,1273       ,8.544         ,13.259           ,0.644 
7     ,1      ,24   ,2147483647 ,7.181         ,14.901           ,0.482 
3     ,4      ,24   ,1273       ,8.281         ,13.667           ,0.606 
4     ,3      ,24   ,2147483647 ,7.481         ,15.248           ,0.491 
5     ,7      ,24   ,1273       ,8.135         ,13.057           ,0.623 
7     ,5      ,24   ,1273       ,7.218         ,14.902           ,0.484 
0     ,4      ,28   ,1273       ,8.093         ,11.485           ,0.705 
4     ,0      ,28   ,2147483647 ,8.574         ,11.844           ,0.724 
4     ,4      ,28   ,1273       ,9.012         ,12.362           ,0.729 
2     ,2      ,28   ,2147483647 ,7.19          ,13.696           ,0.525 
2     ,6      ,28   ,1273       ,8.172         ,13.18            ,0.62  
6     ,2      ,28   ,2147483647 ,9.155         ,12.361           ,0.741 
1     ,7      ,28   ,1273       ,8.111         ,13.141           ,0.617 
7     ,1      ,28   ,2147483647 ,8.293         ,12.802           ,0.648 
3     ,4      ,28   ,1273       ,8.316         ,12.522           ,0.664 
4     ,3      ,28   ,2147483647 ,9.104         ,11.874           ,0.767 
5     ,7      ,28   ,1273       ,9.703         ,12.68            ,0.765 
7     ,5      ,28   ,1273       ,9.27          ,12.709           ,0.729 
0     ,4      ,32   ,1273       ,10.034        ,17.324           ,0.579 
4     ,0      ,32   ,2147483647 ,8.032         ,15.861           ,0.506 
4     ,4      ,32   ,1273       ,9.018         ,17.023           ,0.53  
2     ,6      ,32   ,1273       ,10.076        ,17.978           ,0.56  
6     ,2      ,32   ,2147483647 ,8.404         ,17.772           ,0.473 
1     ,7      ,32   ,1273       ,9.904         ,16.117           ,0.615 
7     ,1      ,32   ,2147483647 ,8.154         ,16.138           ,0.505 
3     ,4      ,32   ,1273       ,9.749         ,18.03            ,0.541 
4     ,3      ,32   ,2147483647 ,9.583         ,17.59            ,0.545 
5     ,7      ,32   ,1273       ,9.573         ,16.137           ,0.593 
7     ,5      ,32   ,1273       ,8.167         ,16.182           ,0.505 
0     ,4      ,36   ,1273       ,9.381         ,17.179           ,0.546 
4     ,0      ,36   ,2147483647 ,12.987        ,16.96            ,0.766 
4     ,4      ,36   ,1273       ,12.32         ,19.118           ,0.644 
2     ,2      ,36   ,2147483647 ,9.08          ,17.128           ,0.53  
2     ,6      ,36   ,1273       ,9.43          ,18.015           ,0.523 
6     ,2      ,36   ,2147483647 ,13.085        ,18.919           ,0.692 
1     ,7      ,36   ,1273       ,9.3           ,17.92            ,0.519 
7     ,1      ,36   ,2147483647 ,12.225        ,19.62            ,0.623 
3     ,4      ,36   ,1273       ,9.941         ,16.498           ,0.603 
4     ,3      ,36   ,2147483647 ,13.13         ,17.554           ,0.748 
5     ,7      ,36   ,1273       ,13.863        ,19.707           ,0.703 
7     ,5      ,36   ,1273       ,13.083        ,19.659           ,0.666 
0     ,4      ,40   ,1273       ,14.242        ,18.585           ,0.766 
4     ,0      ,40   ,2147483647 ,12.087        ,18.194           ,0.664 
4     ,4      ,40   ,1273       ,12.322        ,18.757           ,0.657 
2     ,2      ,40   ,2147483647 ,12.336        ,18.843           ,0.655 
2     ,6      ,40   ,1273       ,14.258        ,19.52            ,0.73  
6     ,2      ,40   ,2147483647 ,12.464        ,20.271           ,0.615 
1     ,7      ,40   ,1273       ,14.772        ,17.426           ,0.848 
7     ,1      ,40   ,2147483647 ,12.02         ,18.292           ,0.657 
3     ,4      ,40   ,1273       ,14.035        ,19.51            ,0.719 
4     ,3      ,40   ,2147483647 ,13.134        ,19.254           ,0.682 
5     ,7      ,40   ,1273       ,13.275        ,18.155           ,0.731 
7     ,5      ,40   ,1273       ,12.32         ,20.544           ,0.6   
0     ,4      ,44   ,1273       ,13.83         ,18.271           ,0.757 
4     ,0      ,44   ,2147483647 ,12.034        ,17.095           ,0.704 
4     ,4      ,44   ,1273       ,11.592        ,19.527           ,0.594 
2     ,2      ,44   ,2147483647 ,12.698        ,18.803           ,0.675 
2     ,6      ,44   ,1273       ,13.823        ,19.667           ,0.703 
6     ,2      ,44   ,2147483647 ,12.207        ,19.203           ,0.636 
1     ,7      ,44   ,1273       ,13.823        ,19.751           ,0.7   
7     ,1      ,44   ,2147483647 ,11.747        ,19.37            ,0.606 
3     ,4      ,44   ,1273       ,13.891        ,18.605           ,0.747 
4     ,3      ,44   ,2147483647 ,11.897        ,17.436           ,0.682 
5     ,7      ,44   ,1273       ,12.797        ,19.578           ,0.654 
7     ,5      ,44   ,1273       ,12.841        ,19.954           ,0.644 
0     ,4      ,48   ,1273       ,15.164        ,18.454           ,0.822 
4     ,0      ,48   ,2147483647 ,11.481        ,17.826           ,0.644 
4     ,4      ,48   ,1273       ,11.664        ,18.665           ,0.625 
2     ,2      ,48   ,2147483647 ,11.652        ,18.708           ,0.623 
2     ,6      ,48   ,1273       ,15.094        ,19.514           ,0.773 
6     ,2      ,48   ,2147483647 ,11.929        ,19.622           ,0.608 
1     ,7      ,48   ,1273       ,14.966        ,17.175           ,0.871 
7     ,1      ,48   ,2147483647 ,11.397        ,18.464           ,0.617 
3     ,4      ,48   ,1273       ,12.831        ,19.575           ,0.655 
4     ,3      ,48   ,2147483647 ,12.874        ,19.47            ,0.661 
5     ,7      ,48   ,1273       ,12.496        ,17.219           ,0.726 
7     ,5      ,48   ,1273       ,11.403        ,18.494           ,0.617 
0     ,4      ,52   ,1273       ,12.575        ,18.361           ,0.685 
4     ,0      ,52   ,2147483647 ,12.534        ,17.273           ,0.726 
4     ,4      ,52   ,1273       ,11.911        ,19.181           ,0.621 
2     ,2      ,52   ,2147483647 ,11.642        ,18.61            ,0.626 
2     ,6      ,52   ,1273       ,12.558        ,19.557           ,0.642 
6     ,2      ,52   ,2147483647 ,12.654        ,19.366           ,0.653 
1     ,7      ,52   ,1273       ,12.506        ,19.553           ,0.64  
7     ,1      ,52   ,2147483647 ,12.221        ,19.735           ,0.619 
3     ,4      ,52   ,1273       ,12.005        ,18.425           ,0.652 
4     ,3      ,52   ,2147483647 ,12.321        ,17.448           ,0.706 
5     ,7      ,52   ,1273       ,12.959        ,19.955           ,0.649 
7     ,5      ,52   ,1273       ,12.384        ,19.929           ,0.621 
0     ,4      ,56   ,1273       ,12.979        ,18.583           ,0.698 
4     ,0      ,56   ,2147483647 ,12.143        ,17.578           ,0.691 
4     ,4      ,56   ,1273       ,11.841        ,18.555           ,0.638 
2     ,2      ,56   ,2147483647 ,11.856        ,18.603           ,0.637 
2     ,6      ,56   ,1273       ,12.984        ,19.758           ,0.657 
6     ,2      ,56   ,2147483647 ,12.063        ,19.944           ,0.605 
1     ,7      ,56   ,1273       ,12.81         ,17.751           ,0.722 
7     ,1      ,56   ,2147483647 ,12.104        ,18.507           ,0.654 
3     ,4      ,56   ,1273       ,13.068        ,19.817           ,0.659 
4     ,3      ,56   ,2147483647 ,12.442        ,19.79            ,0.629 
5     ,7      ,56   ,1273       ,12.479        ,17.544           ,0.711 
7     ,5      ,56   ,1273       ,12.134        ,18.596           ,0.652 
0     ,4      ,60   ,1273       ,12.527        ,18.867           ,0.664 
4     ,0      ,60   ,2147483647 ,13.945        ,18.047           ,0.773 
4     ,4      ,60   ,1273       ,13.335        ,19.181           ,0.695 
2     ,2      ,60   ,2147483647 ,11.929        ,18.595           ,0.641 
2     ,6      ,60   ,1273       ,12.484        ,19.779           ,0.631 
6     ,2      ,60   ,2147483647 ,14.295        ,20.169           ,0.709 
1     ,7      ,60   ,1273       ,12.493        ,19.843           ,0.63  
7     ,1      ,60   ,2147483647 ,13.46         ,20.359           ,0.661 
3     ,4      ,60   ,1273       ,12.606        ,18.666           ,0.675 
4     ,3      ,60   ,2147483647 ,13.951        ,18.366           ,0.76  
5     ,7      ,60   ,1273       ,16.388        ,20.037           ,0.818 
7     ,5      ,60   ,1273       ,15.41         ,20.139           ,0.765 
0     ,4      ,64   ,1273       ,17.392        ,20.118           ,0.865 
4     ,0      ,64   ,2147483647 ,13.696        ,19.689           ,0.696 
4     ,4      ,64   ,1273       ,13.376        ,20.095           ,0.666 
2     ,2      ,64   ,2147483647 ,13.361        ,20.098           ,0.665 
2     ,6      ,64   ,1273       ,17.404        ,21.142           ,0.823 
6     ,2      ,64   ,2147483647 ,14.08         ,19.869           ,0.709 
1     ,7      ,64   ,1273       ,17.242        ,20.574           ,0.838 
7     ,1      ,64   ,2147483647 ,13.647        ,19.122           ,0.714 
3     ,4      ,64   ,1273       ,16.417        ,21.293           ,0.771 
4     ,3      ,64   ,2147483647 ,15.522        ,19.831           ,0.783 
5     ,7      ,64   ,1273       ,16.235        ,20.835           ,0.779 
7     ,5      ,64   ,1273       ,13.614        ,18.805           ,0.724 
0     ,4      ,68   ,1273       ,16.209        ,24.134           ,0.672 
4     ,0      ,68   ,2147483647 ,14.68         ,19.371           ,0.758 
4     ,4      ,68   ,1273       ,13.174        ,23.675           ,0.556 
2     ,2      ,68   ,2147483647 ,13.453        ,20.136           ,0.668 
2     ,6      ,68   ,1273       ,16.299        ,25.761           ,0.633 
6     ,2      ,68   ,2147483647 ,15.205        ,19.56            ,0.777 
1     ,7      ,68   ,1273       ,16.272        ,25.338           ,0.642 
7     ,1      ,68   ,2147483647 ,14.304        ,19.532           ,0.732 
3     ,4      ,68   ,1273       ,15.34         ,25.458           ,0.603 
4     ,3      ,68   ,2147483647 ,14.928        ,18.184           ,0.821 
5     ,7      ,68   ,1273       ,16.059        ,25.752           ,0.624 
7     ,5      ,68   ,1273       ,14.861        ,24.776           ,0.6   
0     ,4      ,72   ,1273       ,16.914        ,23.746           ,0.712 
4     ,0      ,72   ,2147483647 ,13.741        ,24.726           ,0.556 
4     ,4      ,72   ,1273       ,13.487        ,23.89            ,0.565 
2     ,2      ,72   ,2147483647 ,13.279        ,23.882           ,0.556 
2     ,6      ,72   ,1273       ,16.983        ,25.328           ,0.671 
6     ,2      ,72   ,2147483647 ,14.149        ,24.902           ,0.568 
1     ,7      ,72   ,1273       ,16.506        ,25.18            ,0.656 
7     ,1      ,72   ,2147483647 ,14.148        ,23.787           ,0.595 
3     ,4      ,72   ,1273       ,16.219        ,25.901           ,0.626 
4     ,3      ,72   ,2147483647 ,14.985        ,24.829           ,0.604 
5     ,7      ,72   ,1273       ,15.636        ,25.196           ,0.621 
7     ,5      ,72   ,1273       ,14.111        ,23.864           ,0.591 
0     ,4      ,76   ,1273       ,16.322        ,24.209           ,0.674 
4     ,0      ,76   ,2147483647 ,15.018        ,24.288           ,0.618 
4     ,4      ,76   ,1273       ,14.679        ,24.037           ,0.611 
2     ,2      ,76   ,2147483647 ,13.298        ,23.895           ,0.557 
2     ,6      ,76   ,1273       ,16.334        ,25.41            ,0.643 
6     ,2      ,76   ,2147483647 ,15.231        ,24.225           ,0.629 
1     ,7      ,76   ,1273       ,16.22         ,24.747           ,0.655 
7     ,1      ,76   ,2147483647 ,14.457        ,23.987           ,0.603 
3     ,4      ,76   ,1273       ,16.184        ,24.965           ,0.648 
4     ,3      ,76   ,2147483647 ,14.792        ,23.436           ,0.631 
5     ,7      ,76   ,1273       ,17.306        ,25.309           ,0.684 
7     ,5      ,76   ,1273       ,16.716        ,24.368           ,0.686 
0     ,4      ,80   ,1273       ,18.453        ,24.409           ,0.756 
4     ,0      ,80   ,2147483647 ,14.917        ,24.398           ,0.611 
4     ,4      ,80   ,1273       ,14.682        ,23.84            ,0.616 
2     ,2      ,80   ,2147483647 ,14.531        ,23.851           ,0.609 
2     ,6      ,80   ,1273       ,18.45         ,25.306           ,0.729 
6     ,2      ,80   ,2147483647 ,15.199        ,24.455           ,0.622 
1     ,7      ,80   ,1273       ,18.088        ,25.14            ,0.719 
7     ,1      ,80   ,2147483647 ,14.749        ,23.698           ,0.622 
3     ,4      ,80   ,1273       ,17.345        ,25.377           ,0.683 
4     ,3      ,80   ,2147483647 ,16.735        ,24.528           ,0.682 
5     ,7      ,80   ,1273       ,17.224        ,25.238           ,0.682 
7     ,5      ,80   ,1273       ,14.802        ,23.89            ,0.62  
0     ,4      ,84   ,1273       ,17.21         ,25.019           ,0.688 
4     ,0      ,84   ,2147483647 ,16.025        ,24.375           ,0.657 
4     ,4      ,84   ,1273       ,13.982        ,23.565           ,0.593 
2     ,2      ,84   ,2147483647 ,14.561        ,23.843           ,0.611 
2     ,6      ,84   ,1273       ,17.128        ,26.114           ,0.656 
6     ,2      ,84   ,2147483647 ,16.422        ,24.359           ,0.674 
1     ,7      ,84   ,1273       ,17.152        ,25.497           ,0.673 
7     ,1      ,84   ,2147483647 ,15.555        ,24.116           ,0.645 
3     ,4      ,84   ,1273       ,15.918        ,25.71            ,0.619 
4     ,3      ,84   ,2147483647 ,16.037        ,23.416           ,0.685 
5     ,7      ,84   ,1273       ,16.678        ,25.836           ,0.646 
7     ,5      ,84   ,1273       ,16.197        ,24.685           ,0.656 
0     ,4      ,88   ,1273       ,17.752        ,24.207           ,0.733 
4     ,0      ,88   ,2147483647 ,14.933        ,24.647           ,0.606 
4     ,4      ,88   ,1273       ,13.874        ,23.527           ,0.59  
2     ,2      ,88   ,2147483647 ,13.917        ,23.481           ,0.593 
2     ,6      ,88   ,1273       ,17.613        ,25.271           ,0.697 
6     ,2      ,88   ,2147483647 ,15.043        ,24.638           ,0.611 
1     ,7      ,88   ,1273       ,17.152        ,24.71            ,0.694 
7     ,1      ,88   ,2147483647 ,15.084        ,23.87            ,0.632 
3     ,4      ,88   ,1273       ,16.677        ,25.795           ,0.647 
4     ,3      ,88   ,2147483647 ,16.023        ,24.672           ,0.649 
5     ,7      ,88   ,1273       ,16.251        ,24.825           ,0.655 
7     ,5      ,88   ,1273       ,15.199        ,23.941           ,0.635 
0     ,4      ,92   ,1273       ,16.405        ,24.932           ,0.658 
4     ,0      ,92   ,2147483647 ,17.273        ,23.932           ,0.722 
4     ,4      ,92   ,1273       ,16.493        ,23.718           ,0.695 
2     ,2      ,92   ,2147483647 ,13.968        ,23.632           ,0.591 
2     ,6      ,92   ,1273       ,16.475        ,25.47            ,0.647 
6     ,2      ,92   ,2147483647 ,17.37         ,24.047           ,0.722 
1     ,7      ,92   ,1273       ,16.457        ,24.975           ,0.659 
7     ,1      ,92   ,2147483647 ,16.488        ,24.099           ,0.684 
3     ,4      ,92   ,1273       ,16.607        ,25.508           ,0.651 
4     ,3      ,92   ,2147483647 ,17.495        ,23.073           ,0.758 
5     ,7      ,92   ,1273       ,20.08         ,24.937           ,0.805 
7     ,5      ,92   ,1273       ,18.821        ,24.69            ,0.762 
0     ,4      ,96   ,1273       ,21.393        ,24.154           ,0.886 
4     ,0      ,96   ,2147483647 ,16.875        ,24.682           ,0.684 
4     ,4      ,96   ,1273       ,16.465        ,23.668           ,0.696 
2     ,2      ,96   ,2147483647 ,16.399        ,23.63            ,0.694 
2     ,6      ,96   ,1273       ,21.19         ,24.976           ,0.848 
6     ,2      ,96   ,2147483647 ,16.988        ,24.818           ,0.684 
1     ,7      ,96   ,1273       ,20.713        ,24.631           ,0.841 
7     ,1      ,96   ,2147483647 ,16.683        ,23.665           ,0.705 
3     ,4      ,96   ,1273       ,19.929        ,25.054           ,0.795 
4     ,3      ,96   ,2147483647 ,18.841        ,24.791           ,0.76  
5     ,7      ,96   ,1273       ,19.529        ,24.741           ,0.789 
7     ,5      ,96   ,1273       ,16.758        ,23.915           ,0.701 
0     ,4      ,100  ,1273       ,19.52         ,27.673           ,0.705 
4     ,0      ,100  ,2147483647 ,18.16         ,24.323           ,0.747 
4     ,4      ,100  ,1273       ,15.598        ,26.82            ,0.582 
2     ,2      ,100  ,2147483647 ,16.444        ,23.72            ,0.693 
2     ,6      ,100  ,1273       ,19.509        ,28.889           ,0.675 
6     ,2      ,100  ,2147483647 ,18.715        ,24.445           ,0.766 
1     ,7      ,100  ,1273       ,19.556        ,28.754           ,0.68  
7     ,1      ,100  ,2147483647 ,17.775        ,24.385           ,0.729 
3     ,4      ,100  ,1273       ,18.793        ,28.797           ,0.653 
4     ,3      ,100  ,2147483647 ,18.304        ,23.412           ,0.782 
5     ,7      ,100  ,1273       ,19.823        ,28.932           ,0.685 
7     ,5      ,100  ,1273       ,18.331        ,28.998           ,0.632 
0     ,4      ,104  ,1273       ,20.637        ,27.534           ,0.75  
4     ,0      ,104  ,2147483647 ,17.017        ,28.781           ,0.591 
4     ,4      ,104  ,1273       ,15.465        ,26.669           ,0.58  
2     ,2      ,104  ,2147483647 ,15.479        ,26.686           ,0.58  
2     ,6      ,104  ,1273       ,20.644        ,28.574           ,0.722 
6     ,2      ,104  ,2147483647 ,17.385        ,28.836           ,0.603 
1     ,7      ,104  ,1273       ,20.039        ,28.004           ,0.716 
7     ,1      ,104  ,2147483647 ,17.43         ,27.879           ,0.625 
3     ,4      ,104  ,1273       ,19.816        ,28.882           ,0.686 
4     ,3      ,104  ,2147483647 ,18.283        ,28.905           ,0.633 
5     ,7      ,104  ,1273       ,18.893        ,27.779           ,0.68  
7     ,5      ,104  ,1273       ,17.345        ,27.875           ,0.622 
0     ,4      ,108  ,1273       ,19.354        ,27.114           ,0.714 
4     ,0      ,108  ,2147483647 ,18.103        ,27.092           ,0.668 
4     ,4      ,108  ,1273       ,17.041        ,26.803           ,0.636 
2     ,2      ,108  ,2147483647 ,15.5          ,26.459           ,0.586 
2     ,6      ,108  ,1273       ,19.418        ,28.056           ,0.692 
6     ,2      ,108  ,2147483647 ,18.493        ,27.532           ,0.672 
1     ,7      ,108  ,1273       ,19.526        ,27.901           ,0.7   
7     ,1      ,108  ,2147483647 ,17.562        ,27.512           ,0.638 
3     ,4      ,108  ,1273       ,19.565        ,28.077           ,0.697 
4     ,3      ,108  ,2147483647 ,18.491        ,28.426           ,0.651 
5     ,7      ,108  ,1273       ,21.307        ,28.916           ,0.737 
7     ,5      ,108  ,1273       ,20.038        ,28.448           ,0.704 
0     ,4      ,112  ,1273       ,22.826        ,28.572           ,0.799 
4     ,0      ,112  ,2147483647 ,18.731        ,29.346           ,0.638 
4     ,4      ,112  ,1273       ,17.171        ,26.824           ,0.64  
2     ,2      ,112  ,2147483647 ,17.289        ,28.022           ,0.617 
2     ,6      ,112  ,1273       ,22.848        ,28.589           ,0.799 
6     ,2      ,112  ,2147483647 ,18.581        ,28.391           ,0.654 
1     ,7      ,112  ,1273       ,22.455        ,29.681           ,0.757 
7     ,1      ,112  ,2147483647 ,18.613        ,27.487           ,0.677 
3     ,4      ,112  ,1273       ,21.36         ,28.916           ,0.739 
4     ,3      ,112  ,2147483647 ,20.185        ,29.716           ,0.679 
5     ,7      ,112  ,1273       ,20.88         ,28.506           ,0.732 
7     ,5      ,112  ,1273       ,18.335        ,27.641           ,0.663 
