
Results For: wcscpy
align1,align2 ,len  ,max_char   ,__wcscpy_evex ,__wcscpy_ssse3 
2     ,2      ,380  ,2147483647 ,26.612        ,80.749         ,0.33  
2     ,6      ,380  ,1273       ,50.212        ,88.467         ,0.568 
6     ,2      ,380  ,2147483647 ,50.62         ,82.237         ,0.616 
1     ,7      ,380  ,1273       ,50.302        ,101.019        ,0.498 
7     ,1      ,380  ,2147483647 ,50.368        ,96.847         ,0.52  
3     ,4      ,380  ,1273       ,50.157        ,81.951         ,0.612 
4     ,3      ,380  ,2147483647 ,50.493        ,97.283         ,0.519 
5     ,7      ,380  ,1273       ,51.43         ,84.863         ,0.606 
7     ,5      ,380  ,1273       ,51.554        ,99.55          ,0.518 
0     ,4      ,384  ,1273       ,51.411        ,92.115         ,0.558 
4     ,0      ,384  ,2147483647 ,51.428        ,83.51          ,0.616 
4     ,4      ,384  ,1273       ,28.254        ,64.068         ,0.441 
2     ,2      ,384  ,2147483647 ,28.171        ,81.483         ,0.346 
2     ,6      ,384  ,1273       ,51.585        ,87.745         ,0.588 
6     ,2      ,384  ,2147483647 ,51.775        ,82.475         ,0.628 
1     ,7      ,384  ,1273       ,51.118        ,101.578        ,0.503 
7     ,1      ,384  ,2147483647 ,51.841        ,98.155         ,0.528 
3     ,4      ,384  ,1273       ,51.607        ,82.037         ,0.629 
4     ,3      ,384  ,2147483647 ,51.553        ,97.865         ,0.527 
5     ,7      ,384  ,1273       ,50.966        ,82.381         ,0.619 
7     ,5      ,384  ,1273       ,51.542        ,98.015         ,0.526 
0     ,4      ,388  ,1273       ,51.16         ,88.621         ,0.577 
4     ,0      ,388  ,2147483647 ,53.326        ,82.429         ,0.647 
4     ,4      ,388  ,1273       ,27.171        ,64.826         ,0.419 
2     ,2      ,388  ,2147483647 ,28.28         ,82.138         ,0.344 
2     ,6      ,388  ,1273       ,50.961        ,89.866         ,0.567 
6     ,2      ,388  ,2147483647 ,53.033        ,82.938         ,0.639 
1     ,7      ,388  ,1273       ,51.222        ,105.112        ,0.487 
7     ,1      ,388  ,2147483647 ,53.215        ,99.062         ,0.537 
3     ,4      ,388  ,1273       ,50.659        ,82.902         ,0.611 
4     ,3      ,388  ,2147483647 ,52.317        ,98.664         ,0.53  
5     ,7      ,388  ,1273       ,51.126        ,83.753         ,0.61  
7     ,5      ,388  ,1273       ,52.332        ,98.917         ,0.529 
0     ,4      ,392  ,1273       ,51.065        ,89.18          ,0.573 
4     ,0      ,392  ,2147483647 ,52.392        ,82.449         ,0.635 
4     ,4      ,392  ,1273       ,27.274        ,65.839         ,0.414 
2     ,2      ,392  ,2147483647 ,27.172        ,82.849         ,0.328 
2     ,6      ,392  ,1273       ,51.345        ,89.674         ,0.573 
6     ,2      ,392  ,2147483647 ,52.636        ,83.451         ,0.631 
1     ,7      ,392  ,1273       ,50.998        ,104.22         ,0.489 
7     ,1      ,392  ,2147483647 ,52.475        ,99.755         ,0.526 
3     ,4      ,392  ,1273       ,51.498        ,83.966         ,0.613 
4     ,3      ,392  ,2147483647 ,52.249        ,98.406         ,0.531 
5     ,7      ,392  ,1273       ,51.02         ,84.48          ,0.604 
7     ,5      ,392  ,1273       ,52.266        ,98.325         ,0.532 
0     ,4      ,396  ,1273       ,51.997        ,89.224         ,0.583 
4     ,0      ,396  ,2147483647 ,52.698        ,83.889         ,0.628 
4     ,4      ,396  ,1273       ,28.132        ,66.221         ,0.425 
2     ,2      ,396  ,2147483647 ,27.226        ,83.564         ,0.326 
2     ,6      ,396  ,1273       ,52.786        ,90.758         ,0.582 
6     ,2      ,396  ,2147483647 ,52.815        ,84.48          ,0.625 
1     ,7      ,396  ,1273       ,52.372        ,104.637        ,0.501 
7     ,1      ,396  ,2147483647 ,52.452        ,100.384        ,0.523 
3     ,4      ,396  ,1273       ,52.152        ,84.462         ,0.617 
4     ,3      ,396  ,2147483647 ,52.31         ,100.451        ,0.521 
5     ,7      ,396  ,1273       ,53.557        ,84.535         ,0.634 
7     ,5      ,396  ,1273       ,53.136        ,99.874         ,0.532 
0     ,4      ,400  ,1273       ,53.156        ,90.517         ,0.587 
4     ,0      ,400  ,2147483647 ,53.48         ,83.815         ,0.638 
4     ,4      ,400  ,1273       ,27.944        ,66.392         ,0.421 
2     ,2      ,400  ,2147483647 ,28.363        ,86.305         ,0.329 
2     ,6      ,400  ,1273       ,53.439        ,94.614         ,0.565 
6     ,2      ,400  ,2147483647 ,53.625        ,86.461         ,0.62  
1     ,7      ,400  ,1273       ,53.551        ,110.317        ,0.485 
7     ,1      ,400  ,2147483647 ,53.713        ,101.224        ,0.531 
3     ,4      ,400  ,1273       ,53.487        ,85.096         ,0.629 
4     ,3      ,400  ,2147483647 ,53.29         ,100.806        ,0.529 
5     ,7      ,400  ,1273       ,52.839        ,85.413         ,0.619 
7     ,5      ,400  ,1273       ,53.504        ,100.288        ,0.534 
0     ,4      ,404  ,1273       ,52.914        ,90.004         ,0.588 
4     ,0      ,404  ,2147483647 ,54.253        ,84.437         ,0.643 
4     ,4      ,404  ,1273       ,27.318        ,67.092         ,0.407 
2     ,2      ,404  ,2147483647 ,27.715        ,84.263         ,0.329 
2     ,6      ,404  ,1273       ,52.973        ,91.548         ,0.579 
6     ,2      ,404  ,2147483647 ,54.619        ,85.525         ,0.639 
1     ,7      ,404  ,1273       ,53.042        ,107.287        ,0.494 
7     ,1      ,404  ,2147483647 ,54.444        ,101.565        ,0.536 
3     ,4      ,404  ,1273       ,52.808        ,85.798         ,0.615 
4     ,3      ,404  ,2147483647 ,53.366        ,100.674        ,0.53  
5     ,7      ,404  ,1273       ,52.411        ,85.948         ,0.61  
7     ,5      ,404  ,1273       ,53.541        ,100.735        ,0.532 
0     ,4      ,408  ,1273       ,52.421        ,90.95          ,0.576 
4     ,0      ,408  ,2147483647 ,53.531        ,84.354         ,0.635 
4     ,4      ,408  ,1273       ,27.436        ,68.17          ,0.402 
2     ,2      ,408  ,2147483647 ,27.66         ,84.893         ,0.326 
2     ,6      ,408  ,1273       ,52.494        ,92.039         ,0.57  
6     ,2      ,408  ,2147483647 ,53.575        ,84.781         ,0.632 
1     ,7      ,408  ,1273       ,52.428        ,106.27         ,0.493 
7     ,1      ,408  ,2147483647 ,53.741        ,101.22         ,0.531 
3     ,4      ,408  ,1273       ,52.663        ,86.363         ,0.61  
4     ,3      ,408  ,2147483647 ,53.535        ,100.668        ,0.532 
5     ,7      ,408  ,1273       ,52.276        ,86.94          ,0.601 
7     ,5      ,408  ,1273       ,53.423        ,101.529        ,0.526 
0     ,4      ,412  ,1273       ,53.499        ,91.457         ,0.585 
4     ,0      ,412  ,2147483647 ,54.055        ,85.664         ,0.631 
4     ,4      ,412  ,1273       ,29.013        ,68.758         ,0.422 
2     ,2      ,412  ,2147483647 ,27.613        ,85.536         ,0.323 
2     ,6      ,412  ,1273       ,53.429        ,92.142         ,0.58  
6     ,2      ,412  ,2147483647 ,54.101        ,86.834         ,0.623 
1     ,7      ,412  ,1273       ,53.604        ,106.913        ,0.501 
7     ,1      ,412  ,2147483647 ,54.007        ,103.103        ,0.524 
3     ,4      ,412  ,1273       ,53.468        ,87.314         ,0.612 
4     ,3      ,412  ,2147483647 ,53.465        ,102.046        ,0.524 
5     ,7      ,412  ,1273       ,54.322        ,87.114         ,0.624 
7     ,5      ,412  ,1273       ,55.183        ,103.196        ,0.535 
0     ,4      ,416  ,1273       ,54.621        ,92.707         ,0.589 
4     ,0      ,416  ,2147483647 ,55.052        ,86.143         ,0.639 
4     ,4      ,416  ,1273       ,28.873        ,69.001         ,0.418 
2     ,2      ,416  ,2147483647 ,29.053        ,86.652         ,0.335 
2     ,6      ,416  ,1273       ,54.537        ,93.368         ,0.584 
6     ,2      ,416  ,2147483647 ,55.198        ,87.143         ,0.633 
1     ,7      ,416  ,1273       ,54.051        ,108.404        ,0.499 
7     ,1      ,416  ,2147483647 ,55.189        ,103.789        ,0.532 
3     ,4      ,416  ,1273       ,54.871        ,87.713         ,0.626 
4     ,3      ,416  ,2147483647 ,55.132        ,103.819        ,0.531 
5     ,7      ,416  ,1273       ,54.337        ,88.051         ,0.617 
7     ,5      ,416  ,1273       ,54.615        ,106.573        ,0.512 
0     ,4      ,420  ,1273       ,54.079        ,93.447         ,0.579 
4     ,0      ,420  ,2147483647 ,55.025        ,89.932         ,0.612 
4     ,4      ,420  ,1273       ,28.365        ,71.316         ,0.398 
2     ,2      ,420  ,2147483647 ,29.016        ,87.239         ,0.333 
2     ,6      ,420  ,1273       ,54.211        ,93.822         ,0.578 
6     ,2      ,420  ,2147483647 ,55.562        ,87.989         ,0.631 
1     ,7      ,420  ,1273       ,54.22         ,109.439        ,0.495 
7     ,1      ,420  ,2147483647 ,55.176        ,104.196        ,0.53  
3     ,4      ,420  ,1273       ,54.092        ,88.376         ,0.612 
4     ,3      ,420  ,2147483647 ,54.22         ,103.512        ,0.524 
5     ,7      ,420  ,1273       ,52.612        ,89.031         ,0.591 
7     ,5      ,420  ,1273       ,54.601        ,103.991        ,0.525 
0     ,4      ,424  ,1273       ,52.94         ,93.335         ,0.567 
4     ,0      ,424  ,2147483647 ,54.58         ,86.594         ,0.63  
4     ,4      ,424  ,1273       ,28.459        ,70.033         ,0.406 
2     ,2      ,424  ,2147483647 ,28.276        ,87.271         ,0.324 
2     ,6      ,424  ,1273       ,53.433        ,94.876         ,0.563 
6     ,2      ,424  ,2147483647 ,55.256        ,88.121         ,0.627 
1     ,7      ,424  ,1273       ,53.329        ,109.605        ,0.487 
7     ,1      ,424  ,2147483647 ,54.886        ,104.608        ,0.525 
3     ,4      ,424  ,1273       ,52.965        ,89.514         ,0.592 
4     ,3      ,424  ,2147483647 ,54.881        ,103.843        ,0.528 
5     ,7      ,424  ,1273       ,52.939        ,90.684         ,0.584 
7     ,5      ,424  ,1273       ,55.098        ,105.13         ,0.524 
0     ,4      ,428  ,1273       ,53.996        ,93.459         ,0.578 
4     ,0      ,428  ,2147483647 ,53.083        ,87.827         ,0.604 
4     ,4      ,428  ,1273       ,28.923        ,70.262         ,0.412 
2     ,2      ,428  ,2147483647 ,28.34         ,88.05          ,0.322 
2     ,6      ,428  ,1273       ,54.066        ,94.954         ,0.569 
6     ,2      ,428  ,2147483647 ,53.515        ,88.966         ,0.602 
1     ,7      ,428  ,1273       ,54.045        ,109.862        ,0.492 
7     ,1      ,428  ,2147483647 ,53.279        ,106.979        ,0.498 
3     ,4      ,428  ,1273       ,53.888        ,90.535         ,0.595 
4     ,3      ,428  ,2147483647 ,53.216        ,105.596        ,0.504 
5     ,7      ,428  ,1273       ,53.933        ,90.573         ,0.595 
7     ,5      ,428  ,1273       ,54.551        ,106.087        ,0.514 
0     ,4      ,432  ,1273       ,53.927        ,95.069         ,0.567 
4     ,0      ,432  ,2147483647 ,54.415        ,88.214         ,0.617 
4     ,4      ,432  ,1273       ,29.002        ,70.938         ,0.409 
2     ,2      ,432  ,2147483647 ,29.07         ,88.286         ,0.329 
2     ,6      ,432  ,1273       ,53.968        ,94.965         ,0.568 
6     ,2      ,432  ,2147483647 ,54.374        ,89.585         ,0.607 
1     ,7      ,432  ,1273       ,52.881        ,110.401        ,0.479 
7     ,1      ,432  ,2147483647 ,53.96         ,105.679        ,0.511 
3     ,4      ,432  ,1273       ,53.499        ,89.471         ,0.598 
4     ,3      ,432  ,2147483647 ,53.952        ,106.066        ,0.509 
5     ,7      ,432  ,1273       ,53.459        ,91.737         ,0.583 
7     ,5      ,432  ,1273       ,54.08         ,105.723        ,0.512 
0     ,4      ,436  ,1273       ,52.996        ,94.27          ,0.562 
4     ,0      ,436  ,2147483647 ,52.692        ,88.181         ,0.598 
4     ,4      ,436  ,1273       ,28.585        ,71.085         ,0.402 
2     ,2      ,436  ,2147483647 ,28.829        ,88.965         ,0.324 
2     ,6      ,436  ,1273       ,53.563        ,95.45          ,0.561 
6     ,2      ,436  ,2147483647 ,53.439        ,89.472         ,0.597 
1     ,7      ,436  ,1273       ,53.404        ,112.013        ,0.477 
7     ,1      ,436  ,2147483647 ,52.838        ,106.8          ,0.495 
3     ,4      ,436  ,1273       ,53.217        ,91.103         ,0.584 
4     ,3      ,436  ,2147483647 ,52.346        ,106.406        ,0.492 
5     ,7      ,436  ,1273       ,50.99         ,92.379         ,0.552 
7     ,5      ,436  ,1273       ,52.632        ,106.362        ,0.495 
0     ,4      ,440  ,1273       ,50.914        ,94.934         ,0.536 
4     ,0      ,440  ,2147483647 ,52.637        ,89.702         ,0.587 
4     ,4      ,440  ,1273       ,28.603        ,72.775         ,0.393 
2     ,2      ,440  ,2147483647 ,28.81         ,89.185         ,0.323 
2     ,6      ,440  ,1273       ,51.08         ,96.405         ,0.53  
6     ,2      ,440  ,2147483647 ,52.758        ,89.767         ,0.588 
1     ,7      ,440  ,1273       ,51.131        ,112.485        ,0.455 
7     ,1      ,440  ,2147483647 ,53.057        ,107.64         ,0.493 
3     ,4      ,440  ,1273       ,51.765        ,92.906         ,0.557 
4     ,3      ,440  ,2147483647 ,52.96         ,106.576        ,0.497 
5     ,7      ,440  ,1273       ,50.894        ,92.97          ,0.547 
7     ,5      ,440  ,1273       ,52.717        ,107.502        ,0.49  
0     ,4      ,444  ,1273       ,51.953        ,95.164         ,0.546 
4     ,0      ,444  ,2147483647 ,51.85         ,90.428         ,0.573 
4     ,4      ,444  ,1273       ,30.11         ,72.839         ,0.413 
2     ,2      ,444  ,2147483647 ,28.721        ,90.236         ,0.318 
2     ,6      ,444  ,1273       ,52.511        ,97.307         ,0.54  
6     ,2      ,444  ,2147483647 ,52.006        ,91.285         ,0.57  
1     ,7      ,444  ,1273       ,52.285        ,112.92         ,0.463 
7     ,1      ,444  ,2147483647 ,51.668        ,108.805        ,0.475 
3     ,4      ,444  ,1273       ,51.821        ,93.152         ,0.556 
4     ,3      ,444  ,2147483647 ,51.601        ,108.26         ,0.477 
5     ,7      ,444  ,1273       ,51.521        ,93.566         ,0.551 
7     ,5      ,444  ,1273       ,52.431        ,108.167        ,0.485 
0     ,4      ,448  ,1273       ,51.553        ,96.25          ,0.536 
4     ,0      ,448  ,2147483647 ,51.543        ,89.458         ,0.576 
4     ,4      ,448  ,1273       ,29.946        ,73.229         ,0.409 
2     ,2      ,448  ,2147483647 ,29.903        ,90.384         ,0.331 
2     ,6      ,448  ,1273       ,51.678        ,97.16          ,0.532 
6     ,2      ,448  ,2147483647 ,52.072        ,91.011         ,0.572 
1     ,7      ,448  ,1273       ,50.926        ,112.848        ,0.451 
7     ,1      ,448  ,2147483647 ,51.6          ,108.859        ,0.474 
3     ,4      ,448  ,1273       ,51.315        ,92.884         ,0.552 
4     ,3      ,448  ,2147483647 ,52.047        ,109.206        ,0.477 
5     ,7      ,448  ,1273       ,51.077        ,93.933         ,0.544 
7     ,5      ,448  ,1273       ,51.91         ,109.261        ,0.475 
0     ,4      ,452  ,1273       ,51.216        ,97.859         ,0.523 
4     ,0      ,452  ,2147483647 ,51.563        ,91.111         ,0.566 
4     ,4      ,452  ,1273       ,29.869        ,74.001         ,0.404 
2     ,2      ,452  ,2147483647 ,30.18         ,91.285         ,0.331 
2     ,6      ,452  ,1273       ,51.404        ,98.455         ,0.522 
6     ,2      ,452  ,2147483647 ,51.796        ,92.343         ,0.561 
1     ,7      ,452  ,1273       ,51.186        ,114.695        ,0.446 
7     ,1      ,452  ,2147483647 ,51.766        ,110.347        ,0.469 
3     ,4      ,452  ,1273       ,51.106        ,94.345         ,0.542 
4     ,3      ,452  ,2147483647 ,51.575        ,109.314        ,0.472 
5     ,7      ,452  ,1273       ,49.623        ,95.235         ,0.521 
7     ,5      ,452  ,1273       ,51.255        ,109.678        ,0.467 
0     ,4      ,456  ,1273       ,49.746        ,98.364         ,0.506 
4     ,0      ,456  ,2147483647 ,51.262        ,92.05          ,0.557 
4     ,4      ,456  ,1273       ,30.148        ,75.424         ,0.4   
2     ,2      ,456  ,2147483647 ,30.194        ,92.195         ,0.328 
2     ,6      ,456  ,1273       ,49.722        ,98.859         ,0.503 
6     ,2      ,456  ,2147483647 ,51.193        ,92.479         ,0.554 
1     ,7      ,456  ,1273       ,49.843        ,115.048        ,0.433 
7     ,1      ,456  ,2147483647 ,50.953        ,110.241        ,0.462 
3     ,4      ,456  ,1273       ,49.546        ,95.337         ,0.52  
4     ,3      ,456  ,2147483647 ,51.433        ,110.115        ,0.467 
5     ,7      ,456  ,1273       ,49.736        ,96.762         ,0.514 
7     ,5      ,456  ,1273       ,51.078        ,110.028        ,0.464 
0     ,4      ,460  ,1273       ,50.807        ,99.247         ,0.512 
4     ,0      ,460  ,2147483647 ,50.455        ,92.891         ,0.543 
4     ,4      ,460  ,1273       ,30.644        ,75.387         ,0.406 
2     ,2      ,460  ,2147483647 ,29.866        ,92.107         ,0.324 
2     ,6      ,460  ,1273       ,50.949        ,99.829         ,0.51  
6     ,2      ,460  ,2147483647 ,50.814        ,93.32          ,0.545 
1     ,7      ,460  ,1273       ,50.696        ,114.109        ,0.444 
7     ,1      ,460  ,2147483647 ,50.376        ,112.007        ,0.45  
3     ,4      ,460  ,1273       ,50.812        ,96.805         ,0.525 
4     ,3      ,460  ,2147483647 ,50.189        ,111.046        ,0.452 
5     ,7      ,460  ,1273       ,50.98         ,95.264         ,0.535 
7     ,5      ,460  ,1273       ,50.75         ,110.626        ,0.459 
0     ,4      ,464  ,1273       ,50.98         ,97.606         ,0.522 
4     ,0      ,464  ,2147483647 ,50.679        ,92.015         ,0.551 
4     ,4      ,464  ,1273       ,30.305        ,75.589         ,0.401 
2     ,2      ,464  ,2147483647 ,30.321        ,92.837         ,0.327 
2     ,6      ,464  ,1273       ,51.583        ,99.995         ,0.516 
6     ,2      ,464  ,2147483647 ,51.244        ,93.855         ,0.546 
1     ,7      ,464  ,1273       ,51.131        ,116.915        ,0.437 
7     ,1      ,464  ,2147483647 ,51.073        ,112.008        ,0.456 
3     ,4      ,464  ,1273       ,51.204        ,95.357         ,0.537 
4     ,3      ,464  ,2147483647 ,51.014        ,111.689        ,0.457 
5     ,7      ,464  ,1273       ,50.742        ,96.879         ,0.524 
7     ,5      ,464  ,1273       ,50.869        ,111.459        ,0.456 
0     ,4      ,468  ,1273       ,50.619        ,99.41          ,0.509 
4     ,0      ,468  ,2147483647 ,51.677        ,93.159         ,0.555 
4     ,4      ,468  ,1273       ,30.115        ,76.118         ,0.396 
2     ,2      ,468  ,2147483647 ,30.7          ,93.856         ,0.327 
2     ,6      ,468  ,1273       ,51.355        ,101.387        ,0.507 
6     ,2      ,468  ,2147483647 ,52.277        ,94.6           ,0.553 
1     ,7      ,468  ,1273       ,51.194        ,119.058        ,0.43  
7     ,1      ,468  ,2147483647 ,52.249        ,113.132        ,0.462 
3     ,4      ,468  ,1273       ,50.748        ,97.204         ,0.522 
4     ,3      ,468  ,2147483647 ,51.326        ,112.472        ,0.456 
5     ,7      ,468  ,1273       ,50.488        ,97.879         ,0.516 
7     ,5      ,468  ,1273       ,51.354        ,113.026        ,0.454 
0     ,4      ,472  ,1273       ,50.336        ,100.204        ,0.502 
4     ,0      ,472  ,2147483647 ,51.074        ,93.637         ,0.545 
4     ,4      ,472  ,1273       ,30.276        ,77.389         ,0.391 
2     ,2      ,472  ,2147483647 ,30.643        ,94.327         ,0.325 
2     ,6      ,472  ,1273       ,50.568        ,101.109        ,0.5   
6     ,2      ,472  ,2147483647 ,51.834        ,94.987         ,0.546 
1     ,7      ,472  ,1273       ,50.706        ,118.309        ,0.429 
7     ,1      ,472  ,2147483647 ,51.297        ,112.72         ,0.455 
3     ,4      ,472  ,1273       ,50.486        ,98.01          ,0.515 
4     ,3      ,472  ,2147483647 ,51.205        ,112.406        ,0.456 
5     ,7      ,472  ,1273       ,50.359        ,98.485         ,0.511 
7     ,5      ,472  ,1273       ,51.382        ,113.016        ,0.455 
0     ,4      ,476  ,1273       ,51.587        ,101.057        ,0.51  
4     ,0      ,476  ,2147483647 ,51.365        ,94.764         ,0.542 
4     ,4      ,476  ,1273       ,31.513        ,78.049         ,0.404 
2     ,2      ,476  ,2147483647 ,30.287        ,94.814         ,0.319 
2     ,6      ,476  ,1273       ,51.437        ,102.219        ,0.503 
6     ,2      ,476  ,2147483647 ,51.532        ,95.636         ,0.539 
1     ,7      ,476  ,1273       ,51.547        ,118.114        ,0.436 
7     ,1      ,476  ,2147483647 ,51.53         ,114.754        ,0.449 
3     ,4      ,476  ,1273       ,51.502        ,99.209         ,0.519 
4     ,3      ,476  ,2147483647 ,51.753        ,114.612        ,0.452 
5     ,7      ,476  ,1273       ,52.989        ,101.382        ,0.523 
7     ,5      ,476  ,1273       ,52.349        ,114.366        ,0.458 
0     ,4      ,480  ,1273       ,53.048        ,102.737        ,0.516 
4     ,0      ,480  ,2147483647 ,52.983        ,95.889         ,0.553 
4     ,4      ,480  ,1273       ,31.864        ,78.601         ,0.405 
2     ,2      ,480  ,2147483647 ,31.635        ,95.57          ,0.331 
2     ,6      ,480  ,1273       ,52.74         ,103.144        ,0.511 
6     ,2      ,480  ,2147483647 ,52.896        ,96.591         ,0.548 
1     ,7      ,480  ,1273       ,52.301        ,118.719        ,0.441 
7     ,1      ,480  ,2147483647 ,52.29         ,114.308        ,0.457 
3     ,4      ,480  ,1273       ,52.205        ,99.169         ,0.526 
4     ,3      ,480  ,2147483647 ,52.784        ,115.206        ,0.458 
5     ,7      ,480  ,1273       ,51.931        ,101.81         ,0.51  
7     ,5      ,480  ,1273       ,52.607        ,115.231        ,0.457 
0     ,4      ,484  ,1273       ,52.092        ,102.035        ,0.511 
4     ,0      ,484  ,2147483647 ,54.0          ,95.764         ,0.564 
4     ,4      ,484  ,1273       ,31.518        ,78.75          ,0.4   
2     ,2      ,484  ,2147483647 ,31.591        ,96.101         ,0.329 
2     ,6      ,484  ,1273       ,52.691        ,103.173        ,0.511 
6     ,2      ,484  ,2147483647 ,53.903        ,96.879         ,0.556 
1     ,7      ,484  ,1273       ,52.06         ,120.529        ,0.432 
7     ,1      ,484  ,2147483647 ,53.973        ,115.779        ,0.466 
3     ,4      ,484  ,1273       ,51.918        ,111.311        ,0.466 
4     ,3      ,484  ,2147483647 ,52.854        ,114.901        ,0.46  
5     ,7      ,484  ,1273       ,51.758        ,102.302        ,0.506 
7     ,5      ,484  ,1273       ,52.648        ,115.154        ,0.457 
0     ,4      ,488  ,1273       ,51.922        ,102.759        ,0.505 
4     ,0      ,488  ,2147483647 ,53.395        ,96.943         ,0.551 
4     ,4      ,488  ,1273       ,31.857        ,79.7           ,0.4   
2     ,2      ,488  ,2147483647 ,31.835        ,97.03          ,0.328 
2     ,6      ,488  ,1273       ,51.892        ,103.178        ,0.503 
6     ,2      ,488  ,2147483647 ,53.271        ,97.091         ,0.549 
1     ,7      ,488  ,1273       ,52.063        ,121.828        ,0.427 
7     ,1      ,488  ,2147483647 ,52.954        ,115.618        ,0.458 
3     ,4      ,488  ,1273       ,51.769        ,110.112        ,0.47  
4     ,3      ,488  ,2147483647 ,53.14         ,115.601        ,0.46  
5     ,7      ,488  ,1273       ,51.761        ,105.763        ,0.489 
7     ,5      ,488  ,1273       ,52.731        ,116.027        ,0.454 
0     ,4      ,492  ,1273       ,53.388        ,103.165        ,0.518 
4     ,0      ,492  ,2147483647 ,54.154        ,97.219         ,0.557 
4     ,4      ,492  ,1273       ,34.73         ,80.163         ,0.433 
2     ,2      ,492  ,2147483647 ,31.926        ,100.69         ,0.317 
2     ,6      ,492  ,1273       ,54.656        ,103.901        ,0.526 
6     ,2      ,492  ,2147483647 ,53.277        ,98.299         ,0.542 
1     ,7      ,492  ,1273       ,53.042        ,121.544        ,0.436 
7     ,1      ,492  ,2147483647 ,52.976        ,117.546        ,0.451 
3     ,4      ,492  ,1273       ,53.143        ,108.706        ,0.489 
4     ,3      ,492  ,2147483647 ,53.179        ,117.721        ,0.452 
5     ,7      ,492  ,1273       ,54.398        ,107.45         ,0.506 
7     ,5      ,492  ,1273       ,53.979        ,117.068        ,0.461 
0     ,4      ,496  ,1273       ,54.177        ,104.082        ,0.521 
4     ,0      ,496  ,2147483647 ,54.222        ,97.474         ,0.556 
4     ,4      ,496  ,1273       ,32.16         ,80.275         ,0.401 
2     ,2      ,496  ,2147483647 ,32.2          ,97.894         ,0.329 
2     ,6      ,496  ,1273       ,54.186        ,104.849        ,0.517 
6     ,2      ,496  ,2147483647 ,54.402        ,98.278         ,0.554 
1     ,7      ,496  ,1273       ,53.764        ,123.789        ,0.434 
7     ,1      ,496  ,2147483647 ,54.213        ,117.527        ,0.461 
3     ,4      ,496  ,1273       ,53.993        ,106.686        ,0.506 
4     ,3      ,496  ,2147483647 ,53.972        ,117.494        ,0.459 
5     ,7      ,496  ,1273       ,53.361        ,111.098        ,0.48  
7     ,5      ,496  ,1273       ,54.168        ,117.981        ,0.459 
0     ,4      ,500  ,1273       ,53.582        ,103.993        ,0.515 
4     ,0      ,500  ,2147483647 ,55.241        ,98.158         ,0.563 
4     ,4      ,500  ,1273       ,31.997        ,81.113         ,0.394 
2     ,2      ,500  ,2147483647 ,32.065        ,97.855         ,0.328 
2     ,6      ,500  ,1273       ,53.686        ,105.596        ,0.508 
6     ,2      ,500  ,2147483647 ,55.55         ,99.092         ,0.561 
1     ,7      ,500  ,1273       ,53.749        ,123.658        ,0.435 
7     ,1      ,500  ,2147483647 ,54.975        ,117.774        ,0.467 
3     ,4      ,500  ,1273       ,53.198        ,113.217        ,0.47  
4     ,3      ,500  ,2147483647 ,54.392        ,117.521        ,0.463 
5     ,7      ,500  ,1273       ,53.374        ,114.232        ,0.467 
7     ,5      ,500  ,1273       ,54.763        ,117.883        ,0.465 
0     ,4      ,504  ,1273       ,53.556        ,104.791        ,0.511 
4     ,0      ,504  ,2147483647 ,55.068        ,98.514         ,0.559 
4     ,4      ,504  ,1273       ,32.126        ,81.545         ,0.394 
2     ,2      ,504  ,2147483647 ,31.978        ,98.8           ,0.324 
2     ,6      ,504  ,1273       ,53.902        ,106.641        ,0.505 
6     ,2      ,504  ,2147483647 ,55.012        ,99.242         ,0.554 
1     ,7      ,504  ,1273       ,53.802        ,124.129        ,0.433 
7     ,1      ,504  ,2147483647 ,54.566        ,118.544        ,0.46  
3     ,4      ,504  ,1273       ,53.322        ,112.343        ,0.475 
4     ,3      ,504  ,2147483647 ,54.575        ,117.891        ,0.463 
5     ,7      ,504  ,1273       ,53.776        ,112.978        ,0.476 
7     ,5      ,504  ,1273       ,54.777        ,118.537        ,0.462 
0     ,4      ,508  ,1273       ,54.43         ,104.909        ,0.519 
4     ,0      ,508  ,2147483647 ,54.426        ,99.068         ,0.549 
4     ,4      ,508  ,1273       ,33.09         ,83.767         ,0.395 
2     ,2      ,508  ,2147483647 ,31.886        ,98.979         ,0.322 
2     ,6      ,508  ,1273       ,54.915        ,106.66         ,0.515 
6     ,2      ,508  ,2147483647 ,54.79         ,99.972         ,0.548 
1     ,7      ,508  ,1273       ,54.673        ,122.964        ,0.445 
7     ,1      ,508  ,2147483647 ,54.698        ,120.559        ,0.454 
3     ,4      ,508  ,1273       ,55.054        ,115.655        ,0.476 
4     ,3      ,508  ,2147483647 ,54.716        ,119.809        ,0.457 
5     ,7      ,508  ,1273       ,55.584        ,123.694        ,0.449 
7     ,5      ,508  ,1273       ,55.826        ,120.052        ,0.465 
0     ,4      ,512  ,1273       ,55.696        ,105.44         ,0.528 
4     ,0      ,512  ,2147483647 ,55.501        ,98.558         ,0.563 
4     ,4      ,512  ,1273       ,32.923        ,81.885         ,0.402 
2     ,2      ,512  ,2147483647 ,33.193        ,100.693        ,0.33  
2     ,6      ,512  ,1273       ,56.095        ,106.655        ,0.526 
6     ,2      ,512  ,2147483647 ,55.815        ,100.211        ,0.557 
1     ,7      ,512  ,1273       ,55.324        ,126.216        ,0.438 
