                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length  128, n   64, alignment  4/ 2:	15.1031	9.15836	10.5365	12.2424	14.6003
Length   64, n  128, alignment  2/ 4:	16.1895	14.9694	14.1126	16.6824	16.1444
Length  128, n   64, alignment  4/ 2:	14.7194	9.16138	10.5558	12.2143	13.9732
Length   16, n   16, alignment  7/ 7:	12.7014	7.72693	8.42927	6.90417	11.3217
Length   16, n   16, alignment  7/ 7:	12.8698	7.72674	8.399	6.87221	11.3474
Length   16, n   16, alignment  7/ 6:	12.4876	7.61575	8.36778	6.85294	11.2503
Length   16, n   16, alignment  6/ 7:	12.6351	7.72585	8.22351	7.02886	11.3028
Length  128, n  256, alignment  1/ 6:	20.9732	18.3437	16.9833	25.0111	20.3728
Length  256, n  128, alignment  6/ 1:	17.0916	13.9497	12.9927	20.0606	16.9412
Length  128, n  256, alignment  1/ 6:	21.1712	18.4939	17.251	24.9972	20.8815
Length  256, n  128, alignment  6/ 1:	17.2523	13.9366	12.9549	19.9021	16.9481
Length    8, n   16, alignment  0/ 0:	15.177	11.239	11.1095	10.9648	13.906
Length   32, n   16, alignment  0/ 0:	12.9086	7.02951	6.90317	6.88823	11.6208
Length    8, n   16, alignment  7/ 2:	14.6943	11.6267	11.493	10.9647	14.3554
Length   32, n   16, alignment  7/ 2:	12.3406	7.53828	7.53825	6.94729	11.4603
Length   16, n   32, alignment  0/ 0:	14.4049	10.0183	11.9478	11.8399	14.1183
Length   64, n   32, alignment  0/ 0:	12.3662	7.53834	7.63524	7.6366	11.221
Length   16, n   32, alignment  6/ 4:	14.5284	10.8145	11.8398	11.6501	14.2613
Length   64, n   32, alignment  6/ 4:	11.1065	7.74342	7.72673	7.60978	11.2885
Length   32, n   64, alignment  0/ 0:	15.8628	9.98546	10.581	13.2553	15.0762
Length  128, n   64, alignment  0/ 0:	13.7641	7.57418	7.71238	9.83908	12.6485
Length   32, n   64, alignment  5/ 6:	16.9272	11.5066	11.8687	14.1561	16.0835
Length  128, n   64, alignment  5/ 6:	14.9554	10.5418	10.5415	12.7397	13.3096
Length   64, n  128, alignment  0/ 0:	17.121	13.3387	12.4368	15.0589	15.9344
Length  256, n  128, alignment  0/ 0:	16.1415	11.0889	10.419	14.4441	15.0165
Length   64, n  128, alignment  4/ 0:	16.9534	14.1365	13.3108	16.4065	16.1178
Length  256, n  128, alignment  4/ 0:	16.213	13.409	12.7556	18.6357	15.6273
Length  128, n  256, alignment  0/ 0:	19.3896	16.3032	16.154	23.5718	22.3048
Length  512, n  256, alignment  0/ 0:	18.7626	15.4338	15.1369	18.8063	19.0142
Length  128, n  256, alignment  3/ 2:	20.9855	17.886	16.5207	24.0269	21.4412
Length  512, n  256, alignment  3/ 2:	24.2683	21.1038	20.6633	23.4628	24.7921
Length  256, n  512, alignment  0/ 0:	28.5428	24.1653	23.4687	29.1555	28.2089
Length 1024, n  512, alignment  0/ 0:	29.4525	19.6918	19.9183	29.8525	29.9712
Length  256, n  512, alignment  2/ 4:	30.4918	26.9221	26.204	31.0338	29.5524
Length 1024, n  512, alignment  2/ 4:	32.5088	26.1971	26.7285	33.4647	33.5085
Length  512, n 1024, alignment  0/ 0:	43.685	30.3649	29.8591	44.4915	42.8392
Length 2048, n 1024, alignment  0/ 0:	48.6363	28.3059	29.5705	52.0439	49.6491
Length  512, n 1024, alignment  1/ 6:	53.9447	32.8157	29.2219	45.2644	51.1951
Length 2048, n 1024, alignment  1/ 6:	54.0825	41.329	36.4334	55.4327	56.014
