                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length    8, n   16, alignment  0/ 0:	14.4344	11.0307	10.1526	10.9698	14.7883
Length   32, n   16, alignment  0/ 0:	11.0887	6.85307	6.8796	6.24085	11.904
Length    8, n   16, alignment  7/ 2:	14.0016	11.6095	11.4388	10.9691	14.9053
Length   32, n   16, alignment  7/ 2:	11.0377	7.53828	7.543	6.16765	11.7291
Length   16, n   32, alignment  0/ 0:	14.1053	9.88712	9.71806	10.9786	14.5274
Length   64, n   32, alignment  0/ 0:	10.5386	7.65275	12.9897	6.16769	10.6263
Length   16, n   32, alignment  6/ 4:	14.1844	10.5742	10.526	10.9888	14.837
Length   64, n   32, alignment  6/ 4:	10.3061	7.73318	7.64583	6.37607	10.7184
Length   32, n   64, alignment  0/ 0:	14.6577	10.2696	10.3583	11.9194	15.0815
Length  128, n   64, alignment  0/ 0:	11.9618	8.39384	8.24288	9.11872	12.6322
Length   32, n   64, alignment  5/ 6:	17.3375	11.6016	11.6567	13.2215	17.1462
Length  128, n   64, alignment  5/ 6:	12.4045	10.5515	10.4744	12.4896	12.9907
Length   64, n  128, alignment  0/ 0:	16.0375	13.0467	12.4235	14.5638	16.5565
Length  256, n  128, alignment  0/ 0:	15.7994	10.1726	11.9934	14.0082	15.5276
Length   64, n  128, alignment  4/ 0:	15.9226	13.4409	13.1465	15.9215	16.5873
Length  256, n  128, alignment  4/ 0:	15.2724	13.293	12.2088	18.458	15.3844
Length  128, n  256, alignment  0/ 0:	19.1039	15.9431	15.1633	23.057	18.5811
Length  512, n  256, alignment  0/ 0:	18.3625	15.6146	14.9073	18.9841	18.2262
Length  128, n  256, alignment  3/ 2:	22.3831	16.9005	16.668	23.5287	21.7254
Length  512, n  256, alignment  3/ 2:	24.0157	20.762	20.3723	23.4436	23.7283
Length  256, n  512, alignment  0/ 0:	27.8072	23.8954	23.0078	28.7796	27.7922
Length 1024, n  512, alignment  0/ 0:	29.2938	19.4721	19.7497	29.5102	29.7387
Length  256, n  512, alignment  2/ 4:	29.5595	26.6738	25.483	30.0708	29.2812
Length 1024, n  512, alignment  2/ 4:	31.4129	25.7927	26.5842	33.9812	31.3493
Length  512, n 1024, alignment  0/ 0:	44.3317	29.3927	28.0047	43.2344	44.0382
Length 2048, n 1024, alignment  0/ 0:	46.7629	28.2246	30.2095	50.6505	47.4287
Length  512, n 1024, alignment  1/ 6:	54.5255	31.8165	29.395	44.0114	54.5766
Length 2048, n 1024, alignment  1/ 6:	49.5547	40.8739	36.2743	56.3859	49.8653
