                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  6/ 6:	11.3864	7.61669	7.53828	6.17332	11.663
Length   16, n   16, alignment  6/ 4:	11.2085	7.72675	7.72663	6.23965	11.7329
Length   16, n   16, alignment  4/ 6:	11.2729	7.5383	7.54623	6.16761	11.6503
Length   64, n  128, alignment  2/ 4:	16.0609	13.9632	13.8549	15.8472	16.7617
Length  128, n   64, alignment  4/ 2:	13.1798	9.1316	10.4241	11.6112	12.6267
Length   64, n  128, alignment  2/ 4:	16.2134	14.3481	13.688	15.9335	16.9774
Length  128, n   64, alignment  4/ 2:	13.2769	10.5364	10.3805	11.6496	12.8035
Length   16, n   16, alignment  7/ 7:	11.5811	7.70495	7.53832	6.16763	11.6667
Length   16, n   16, alignment  7/ 7:	11.2409	7.72661	7.56537	6.17264	11.6731
Length   16, n   16, alignment  7/ 6:	11.1144	7.54741	7.72674	6.27785	11.6618
Length   16, n   16, alignment  6/ 7:	11.1801	7.53823	7.53824	6.17232	11.7395
Length  128, n  256, alignment  1/ 6:	21.4842	17.6388	16.9199	24.5831	21.6834
Length  256, n  128, alignment  6/ 1:	15.5658	13.2786	13.1353	19.2349	15.8009
Length  128, n  256, alignment  1/ 6:	21.9099	17.6284	17.0513	24.4735	20.9612
Length  256, n  128, alignment  6/ 1:	15.3901	13.5797	13.1882	19.3385	15.889
Length    8, n   16, alignment  0/ 0:	14.5114	11.2389	10.1871	10.9648	14.5895
Length   32, n   16, alignment  0/ 0:	11.3041	6.88116	7.02436	6.27112	11.6556
Length    8, n   16, alignment  7/ 2:	14.2983	11.2985	11.4447	10.9647	14.7351
Length   32, n   16, alignment  7/ 2:	11.0729	7.54277	7.5382	6.16775	11.6828
Length   16, n   32, alignment  0/ 0:	14.0812	9.68815	9.72036	10.9649	14.5518
Length   64, n   32, alignment  0/ 0:	10.2908	7.70138	7.67058	6.16783	10.362
Length   16, n   32, alignment  6/ 4:	14.4589	10.8101	10.7902	11.0478	14.8939
Length   64, n   32, alignment  6/ 4:	10.3383	7.53829	7.543	6.37567	10.3944
Length   32, n   64, alignment  0/ 0:	15.8551	10.108	10.4445	11.8741	14.9429
Length  128, n   64, alignment  0/ 0:	12.7464	8.44641	8.29124	9.25316	12.3428
Length   32, n   64, alignment  5/ 6:	17.015	11.4759	11.6443	13.2231	17.2849
Length  128, n   64, alignment  5/ 6:	12.778	10.5545	10.4368	12.5429	12.9053
Length   64, n  128, alignment  0/ 0:	16.0496	13.3865	12.64	14.4756	16.3325
Length  256, n  128, alignment  0/ 0:	14.8173	10.0555	10.2576	14.1265	18.6256
Length   64, n  128, alignment  4/ 0:	16.19	13.7507	13.3368	15.8094	16.5458
Length  256, n  128, alignment  4/ 0:	14.8718	13.3186	12.1593	18.4229	15.6654
Length  128, n  256, alignment  0/ 0:	19.0183	15.9742	15.2552	23.0933	19.3849
Length  512, n  256, alignment  0/ 0:	17.9398	15.6437	14.7638	18.9841	18.8745
Length  128, n  256, alignment  3/ 2:	22.4867	16.7303	16.6963	23.6802	22.1973
Length  512, n  256, alignment  3/ 2:	23.9925	20.846	20.6171	22.795	23.8586
Length  256, n  512, alignment  0/ 0:	27.1652	23.9426	22.9611	28.885	27.3593
Length 1024, n  512, alignment  0/ 0:	29.2271	19.4894	19.7282	29.4644	29.3261
Length  256, n  512, alignment  2/ 4:	29.9422	26.5033	25.5589	30.0983	29.4526
Length 1024, n  512, alignment  2/ 4:	31.2002	25.7086	26.5165	34.8175	31.1717
Length  512, n 1024, alignment  0/ 0:	44.567	29.2886	28.1093	42.9987	44.0712
Length 2048, n 1024, alignment  0/ 0:	46.3933	28.0487	29.8145	51.0792	47.4916
Length  512, n 1024, alignment  1/ 6:	54.5201	31.9924	29.2208	43.9946	54.104
Length 2048, n 1024, alignment  1/ 6:	50.047	40.5645	36.2447	56.3225	50.1643
