                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   32, alignment  4/ 0:	14.1784	10.6699	10.5368	10.9647	14.8904
Length   32, n   16, alignment  0/ 4:	11.1905	6.92467	7.02436	6.21649	11.8803
Length   16, n   32, alignment  4/ 0:	14.392	10.6985	10.533	10.9649	14.8395
Length   32, n   16, alignment  0/ 4:	11.3328	6.90466	6.97711	6.24952	11.7253
Length   16, n   16, alignment  5/ 5:	11.3757	7.75731	7.53826	6.17291	11.6575
Length   16, n   16, alignment  5/ 5:	11.1432	7.53825	7.67297	6.30938	11.6633
Length   16, n   16, alignment  5/ 2:	11.2341	7.67044	7.69682	6.18426	11.8123
Length   16, n   16, alignment  2/ 5:	11.5737	7.55155	7.64248	6.21929	11.751
Length   32, n   64, alignment  3/ 2:	18.1428	10.2573	10.4952	12.7889	18.3903
Length   64, n   32, alignment  2/ 3:	10.3498	7.62991	7.60438	7.45733	10.5528
Length   32, n   64, alignment  3/ 2:	19.5783	10.2873	10.2842	12.7046	17.8872
Length   64, n   32, alignment  2/ 3:	10.3617	7.77066	7.6807	7.45624	10.5569
Length   16, n   16, alignment  6/ 6:	11.547	7.72672	7.616	6.17241	11.8035
Length   16, n   16, alignment  6/ 6:	11.3381	7.53826	7.53828	6.22742	11.8861
Length   16, n   16, alignment  6/ 4:	11.3374	7.59669	7.53832	6.17227	11.9379
Length   16, n   16, alignment  4/ 6:	11.2968	7.6341	7.60806	6.31789	11.8435
Length   64, n  128, alignment  2/ 4:	16.4014	14.0002	13.7955	15.9549	16.4681
Length  128, n   64, alignment  4/ 2:	12.8921	10.552	10.3037	11.5974	12.9571
Length   64, n  128, alignment  2/ 4:	16.2886	14.0195	13.8589	15.9625	16.6063
Length  128, n   64, alignment  4/ 2:	12.572	10.5363	10.3872	11.5918	12.7689
Length   16, n   16, alignment  7/ 7:	11.5292	7.76404	7.62799	6.17301	11.7139
Length   16, n   16, alignment  7/ 7:	11.2654	7.65977	7.53819	6.17225	11.8341
Length   16, n   16, alignment  7/ 6:	11.1267	7.68551	7.72684	6.24949	11.651
Length   16, n   16, alignment  6/ 7:	11.4303	7.56317	7.63043	6.313	11.6859
Length  128, n  256, alignment  1/ 6:	21.2412	17.6618	17.2942	24.8131	21.1552
Length  256, n  128, alignment  6/ 1:	15.768	13.5406	12.9369	19.8069	15.7412
Length  128, n  256, alignment  1/ 6:	21.4139	17.6675	17.3812	24.5908	20.8324
Length  256, n  128, alignment  6/ 1:	15.2681	13.507	13.2109	19.688	15.7511
Length    8, n   16, alignment  0/ 0:	14.2454	11.2391	10.1641	10.9649	14.6028
Length   32, n   16, alignment  0/ 0:	11.0915	6.85915	6.8531	6.16767	11.8152
Length    8, n   16, alignment  7/ 2:	14.3414	11.3947	11.4362	10.9646	14.778
Length   32, n   16, alignment  7/ 2:	13.8957	7.53822	7.5534	6.23461	11.685
Length   16, n   32, alignment  0/ 0:	14.0912	9.71866	9.69557	10.9647	14.5182
Length   64, n   32, alignment  0/ 0:	10.2564	7.66004	7.59071	6.16833	10.5754
Length   16, n   32, alignment  6/ 4:	14.4597	10.7793	10.6712	10.9649	14.8049
Length   64, n   32, alignment  6/ 4:	10.4298	7.759	7.64106	6.37705	10.4939
Length   32, n   64, alignment  0/ 0:	14.7961	10.5559	10.5626	12.0638	15.073
Length  128, n   64, alignment  0/ 0:	12.4464	8.45064	8.42933	9.36781	12.9066
Length   32, n   64, alignment  5/ 6:	16.9773	11.7771	11.6942	13.2422	16.9347
Length  128, n   64, alignment  5/ 6:	12.8841	10.444	10.2997	12.5425	12.8619
Length   64, n  128, alignment  0/ 0:	16.0333	12.5886	13.1744	14.584	16.0787
Length  256, n  128, alignment  0/ 0:	15.1946	10.3356	10.449	14.1159	15.5612
Length   64, n  128, alignment  4/ 0:	16.0102	13.3472	13.4102	15.9667	16.4877
Length  256, n  128, alignment  4/ 0:	15.0257	13.3036	12.1008	18.5591	15.689
Length  128, n  256, alignment  0/ 0:	18.7758	16.07	15.424	23.0645	19.0879
Length  512, n  256, alignment  0/ 0:	19.7328	15.4162	14.9358	18.9982	19.2477
Length  128, n  256, alignment  3/ 2:	21.9279	17.1711	16.9159	24.0031	21.9845
Length  512, n  256, alignment  3/ 2:	23.5525	20.7126	20.6247	23.0586	23.6162
Length  256, n  512, alignment  0/ 0:	27.3588	24.0017	23.3746	29.0654	27.4091
Length 1024, n  512, alignment  0/ 0:	29.1485	19.506	19.7224	29.784	29.1718
Length  256, n  512, alignment  2/ 4:	29.5189	27.2455	25.8322	30.1919	29.1957
Length 1024, n  512, alignment  2/ 4:	31.313	25.8108	26.6451	33.6008	31.5443
Length  512, n 1024, alignment  0/ 0:	44.6409	29.4895	27.9741	43.087	43.907
Length 2048, n 1024, alignment  0/ 0:	49.794	28.3887	29.8438	52.0638	51.1157
Length  512, n 1024, alignment  1/ 6:	54.6889	32.0335	29.4002	44.5511	54.8568
Length 2048, n 1024, alignment  1/ 6:	51.8483	40.7523	36.2106	56.7107	54.4013
