                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length  128, n  256, alignment  3/ 2:	23.2501	18.6517	17.3111	24.3057	22.9894
Length  512, n  256, alignment  3/ 2:	26.7566	21.7185	21.2648	24.1495	26.8703
Length  256, n  512, alignment  0/ 0:	34.8586	24.2793	23.7057	30.4512	32.9977
Length 1024, n  512, alignment  0/ 0:	33.0573	19.8742	20.1129	30.3453	34.3386
Length  256, n  512, alignment  2/ 4:	33.336	27.101	26.3738	31.7569	34.112
Length 1024, n  512, alignment  2/ 4:	36.9565	26.1975	26.8144	34.7349	36.8792
Length  512, n 1024, alignment  0/ 0:	46.0491	30.7816	28.6613	45.564	44.8323
Length 2048, n 1024, alignment  0/ 0:	51.0162	28.6933	29.5447	53.0362	51.4912
Length  512, n 1024, alignment  1/ 6:	51.6082	32.8208	29.7497	46.0907	51.6404
Length 2048, n 1024, alignment  1/ 6:	58.8564	40.3707	36.4434	57.2931	59.7537
