                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n    8, alignment  6/ 5:	11.1931	8.22365	7.53839	6.17254	11.7822
Length    8, n   16, alignment  5/ 6:	14.0685	10.9649	10.1725	10.96	14.3781
Length   16, n    8, alignment  6/ 5:	11.061	8.19172	7.44854	6.17251	11.698
Length   16, n   16, alignment  4/ 4:	10.769	7.42813	7.53825	6.17275	11.7096
Length   16, n   16, alignment  4/ 4:	11.1481	7.53824	7.53471	6.04986	11.6662
Length   16, n   16, alignment  4/ 0:	11.102	7.53825	7.54371	6.16767	11.6508
Length   16, n   16, alignment  0/ 4:	11.2277	7.53821	7.54292	6.16761	11.6674
Length   16, n   32, alignment  4/ 0:	14.2072	10.5139	10.5354	10.9696	14.8695
Length   32, n   16, alignment  0/ 4:	11.1474	6.85307	6.85317	6.17254	11.7041
Length   16, n   32, alignment  4/ 0:	13.9998	10.5067	10.5313	10.9648	14.764
Length   32, n   16, alignment  0/ 4:	11.0539	6.85315	6.85316	6.17443	11.65
Length   16, n   16, alignment  5/ 5:	11.2151	7.56058	7.53831	6.17222	11.6507
Length   16, n   16, alignment  5/ 5:	11.285	7.53822	7.53826	6.1722	11.7198
Length   16, n   16, alignment  5/ 2:	11.2522	7.53823	7.53824	6.17282	11.7278
Length   16, n   16, alignment  2/ 5:	11.1975	7.5383	7.54299	6.16765	11.6702
Length   32, n   64, alignment  3/ 2:	17.7274	9.72123	10.4073	13.0347	18.0944
Length   64, n   32, alignment  2/ 3:	10.3456	7.74672	7.54364	7.46034	10.523
Length   32, n   64, alignment  3/ 2:	18.6341	10.3619	10.2795	12.9872	18.5039
Length   64, n   32, alignment  2/ 3:	10.2903	7.54475	7.53831	7.45767	10.4987
Length   16, n   16, alignment  6/ 6:	11.085	7.53831	7.53832	6.17228	11.74
Length   16, n   16, alignment  6/ 6:	11.2598	7.5382	7.53825	6.17221	11.7579
Length   16, n   16, alignment  6/ 4:	11.3873	7.53839	7.53834	6.17224	11.8163
Length   16, n   16, alignment  4/ 6:	11.1792	7.66646	7.53825	6.17245	11.7198
Length   64, n  128, alignment  2/ 4:	16.1243	14.1314	13.7926	15.9272	16.4863
Length  128, n   64, alignment  4/ 2:	12.5017	10.3609	10.3047	11.5962	12.6678
Length   64, n  128, alignment  2/ 4:	16.2135	14.0035	13.5942	15.5988	16.517
Length  128, n   64, alignment  4/ 2:	12.5893	9.19135	10.4503	11.5906	12.583
Length   16, n   16, alignment  7/ 7:	11.3903	7.73168	7.71461	6.16768	11.8259
Length   16, n   16, alignment  7/ 7:	11.2235	7.57345	7.66576	6.16773	11.731
Length   16, n   16, alignment  7/ 6:	11.2956	7.54505	7.53822	6.16769	11.6822
Length   16, n   16, alignment  6/ 7:	11.5063	7.53823	7.53825	6.17327	11.7102
Length  128, n  256, alignment  1/ 6:	21.1064	17.3064	17.0222	24.6783	20.8783
Length  256, n  128, alignment  6/ 1:	19.6498	14.5503	12.9058	19.2618	15.5847
Length  128, n  256, alignment  1/ 6:	20.9723	17.6784	17.3311	24.5355	21.4603
Length  256, n  128, alignment  6/ 1:	15.9529	13.5456	13.2069	19.2456	16.128
Length    8, n   16, alignment  0/ 0:	14.266	11.0867	10.1582	10.965	14.7699
Length   32, n   16, alignment  0/ 0:	11.3611	6.85828	6.8531	6.16768	11.7234
Length    8, n   16, alignment  7/ 2:	14.2809	11.0032	11.434	10.8303	14.5122
Length   32, n   16, alignment  7/ 2:	11.0238	7.5435	7.5383	6.16771	11.6771
Length   16, n   32, alignment  0/ 0:	14.1018	9.68283	9.7179	10.9698	14.7505
Length   64, n   32, alignment  0/ 0:	10.4035	7.55954	7.53826	6.1678	10.6271
Length   16, n   32, alignment  6/ 4:	14.2691	10.5276	10.5303	10.9939	15.1412
Length   64, n   32, alignment  6/ 4:	10.3946	7.53823	7.54285	6.37573	10.489
Length   32, n   64, alignment  0/ 0:	14.9755	10.1878	10.4375	11.918	15.2286
Length  128, n   64, alignment  0/ 0:	11.8757	8.32	8.36846	9.1835	12.4809
Length   32, n   64, alignment  5/ 6:	17.292	11.4903	11.6336	13.2015	17.3379
Length  128, n   64, alignment  5/ 6:	12.5704	10.4327	10.2865	12.5087	12.5915
Length   64, n  128, alignment  0/ 0:	15.9387	13.3865	12.463	14.6555	16.1356
Length  256, n  128, alignment  0/ 0:	14.5254	10.4162	10.2492	14.1485	15.3112
Length   64, n  128, alignment  4/ 0:	15.965	13.4819	13.187	16.0766	16.3702
Length  256, n  128, alignment  4/ 0:	14.9663	13.2936	12.2194	18.5436	15.2951
Length  128, n  256, alignment  0/ 0:	18.8701	15.9917	15.2683	22.9873	18.6172
Length  512, n  256, alignment  0/ 0:	19.1386	15.5549	14.9255	18.878	18.2115
Length  128, n  256, alignment  3/ 2:	22.1316	16.7165	16.622	23.4124	22.0577
Length  512, n  256, alignment  3/ 2:	23.4786	20.5763	20.2016	22.9325	23.5778
Length  256, n  512, alignment  0/ 0:	27.2518	23.6708	22.9395	28.8548	26.68
Length 1024, n  512, alignment  0/ 0:	29.3216	19.3333	19.7593	29.5441	29.1802
Length  256, n  512, alignment  2/ 4:	29.4228	26.2427	25.329	30.3428	29.1985
Length 1024, n  512, alignment  2/ 4:	31.2178	25.8397	26.1844	33.1593	31.3377
Length  512, n 1024, alignment  0/ 0:	44.1388	29.2393	27.9785	42.1067	43.9171
Length 2048, n 1024, alignment  0/ 0:	45.9824	27.7088	29.8728	51.0367	47.3069
Length  512, n 1024, alignment  1/ 6:	54.4065	31.758	29.3592	43.8131	53.6953
Length 2048, n 1024, alignment  1/ 6:	49.3338	40.5947	36.3816	55.6415	50.0082
