                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length    8, n   16, alignment  5/ 6:	14.2734	10.9812	10.1725	11.655	14.0249
Length   16, n    8, alignment  6/ 5:	11.3687	8.23046	7.53837	6.85306	11.2166
Length   16, n   16, alignment  4/ 4:	11.6512	7.54304	7.53827	6.85294	11.1144
Length   16, n   16, alignment  4/ 4:	11.6512	7.54278	7.53825	6.85293	11.0816
Length   16, n   16, alignment  4/ 0:	11.6994	7.53824	7.53827	6.85813	11.2125
Length   16, n   16, alignment  0/ 4:	11.6571	7.53826	7.5384	7.00019	11.4054
Length   16, n   32, alignment  4/ 0:	15.1654	10.6732	10.5388	11.65	14.2682
Length   32, n   16, alignment  0/ 4:	11.6554	6.85301	6.85306	6.8576	11.2123
Length   16, n   32, alignment  4/ 0:	14.9253	10.7552	10.5985	11.7329	14.0999
Length   32, n   16, alignment  0/ 4:	11.6762	6.9616	6.88008	6.85788	11.2319
Length   16, n   16, alignment  5/ 5:	11.6774	7.7164	7.63383	6.85743	11.3164
Length   16, n   16, alignment  5/ 5:	11.8207	7.63729	7.58885	6.85936	11.0536
Length   16, n   16, alignment  5/ 2:	11.6649	7.69091	7.54305	6.8529	11.2167
Length   16, n   16, alignment  2/ 5:	11.9429	7.65205	7.54338	6.8529	11.1811
Length   32, n   64, alignment  3/ 2:	18.5559	9.74511	10.4374	12.5637	18.5609
Length   64, n   32, alignment  2/ 3:	10.5155	7.62557	7.53858	7.45675	10.3702
Length   32, n   64, alignment  3/ 2:	18.2684	9.96333	10.2997	12.7281	18.552
Length   64, n   32, alignment  2/ 3:	10.6141	7.72682	7.66729	7.47974	10.2503
Length   16, n   16, alignment  6/ 6:	11.9339	7.61878	7.60439	7.02885	11.4131
Length   16, n   16, alignment  6/ 6:	11.7639	7.58095	7.54323	6.85292	11.2783
Length   16, n   16, alignment  6/ 4:	11.7104	7.6725	7.55466	6.99612	11.0603
Length   16, n   16, alignment  4/ 6:	11.6582	7.53833	7.59307	6.9556	11.116
Length   64, n  128, alignment  2/ 4:	16.1312	14.2043	13.7358	15.8417	16.3458
Length  128, n   64, alignment  4/ 2:	12.5628	10.5	10.2845	11.5869	13.4317
Length   64, n  128, alignment  2/ 4:	16.5027	14.1685	13.7835	15.6838	16.1915
Length  128, n   64, alignment  4/ 2:	12.7798	9.86619	10.3688	11.5979	13.3076
Length   16, n   16, alignment  7/ 7:	11.8422	7.76483	7.72677	6.88405	11.2401
Length   16, n   16, alignment  7/ 7:	11.7477	7.70301	7.54331	6.8529	11.1934
Length   16, n   16, alignment  7/ 6:	11.7883	7.72674	7.59863	6.85289	11.3339
Length   16, n   16, alignment  6/ 7:	11.8161	7.60999	7.54296	6.8529	11.3088
Length  128, n  256, alignment  1/ 6:	21.844	17.5835	17.0673	24.7009	21.0741
Length  256, n  128, alignment  6/ 1:	16.0836	13.5904	13.2118	19.686	15.6444
Length  128, n  256, alignment  1/ 6:	21.6731	17.5158	17.1817	24.7506	21.2057
Length  256, n  128, alignment  6/ 1:	16.2032	13.5437	13.2708	19.7183	15.7579
Length    8, n   16, alignment  0/ 0:	14.4917	11.2439	10.395	11.7544	14.0943
Length   32, n   16, alignment  0/ 0:	11.6961	6.85323	6.9624	7.00574	11.1226
Length    8, n   16, alignment  7/ 2:	14.189	11.609	11.4246	11.6545	14.1736
Length   32, n   16, alignment  7/ 2:	11.8156	7.53832	7.54298	6.8529	11.252
Length   16, n   32, alignment  0/ 0:	14.5825	9.82102	9.81516	11.6929	14.2543
Length   64, n   32, alignment  0/ 0:	10.311	7.53836	7.5431	6.85301	10.2011
Length   16, n   32, alignment  6/ 4:	15.1763	10.6112	10.6914	11.6547	14.3587
Length   64, n   32, alignment  6/ 4:	10.4637	7.76355	7.70978	6.94347	10.4136
Length   32, n   64, alignment  0/ 0:	15.4196	10.0872	11.6563	11.903	14.4114
Length  128, n   64, alignment  0/ 0:	12.042	8.44605	8.43546	9.34064	12.0304
Length   32, n   64, alignment  5/ 6:	17.2259	11.7878	11.6385	13.172	17.3263
Length  128, n   64, alignment  5/ 6:	12.4687	10.526	10.2881	12.567	12.8027
Length   64, n  128, alignment  0/ 0:	16.1134	13.3176	14.4407	14.6318	15.7393
Length  256, n  128, alignment  0/ 0:	14.9826	10.5725	10.3496	14.1356	16.2208
Length   64, n  128, alignment  4/ 0:	15.9154	13.5809	13.3997	15.8508	15.9534
Length  256, n  128, alignment  4/ 0:	15.025	13.342	12.2585	18.561	16.1394
Length  128, n  256, alignment  0/ 0:	18.9563	16.0837	15.5509	23.1744	19.939
Length  512, n  256, alignment  0/ 0:	17.8673	15.6593	14.9033	18.7662	19.2184
Length  128, n  256, alignment  3/ 2:	22.4895	17.1377	16.9051	23.559	21.9577
Length  512, n  256, alignment  3/ 2:	23.5475	20.8499	20.4324	23.3847	24.128
Length  256, n  512, alignment  0/ 0:	27.5669	24.0193	23.2835	28.8113	27.4289
Length 1024, n  512, alignment  0/ 0:	29.1189	19.4661	19.7303	31.6023	29.7361
Length  256, n  512, alignment  2/ 4:	29.482	26.6809	25.9531	30.5681	29.452
Length 1024, n  512, alignment  2/ 4:	31.3792	25.7577	26.6313	35.6993	31.5272
Length  512, n 1024, alignment  0/ 0:	45.1913	29.5979	28.0639	44.6973	44.088
Length 2048, n 1024, alignment  0/ 0:	47.0158	28.1349	30.7303	58.0635	46.8463
Length  512, n 1024, alignment  1/ 6:	54.6218	31.9933	29.3143	44.9883	54.6463
Length 2048, n 1024, alignment  1/ 6:	50.209	41.2166	36.3095	63.2203	50.0419
