                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   64, n   32, alignment  2/ 3:	10.2644	7.68942	7.70255	7.46622	10.141
Length   16, n   16, alignment  6/ 6:	11.9871	7.72694	7.63041	6.85791	11.1866
Length   16, n   16, alignment  6/ 6:	11.7013	7.72682	7.72264	6.85744	11.3511
Length   16, n   16, alignment  6/ 4:	11.6814	7.53834	7.54299	6.85289	11.137
Length   16, n   16, alignment  4/ 6:	11.9299	7.53826	7.7032	6.86643	11.258
Length   64, n  128, alignment  2/ 4:	16.4018	14.2131	13.5219	15.6745	16.0397
Length  128, n   64, alignment  4/ 2:	12.8227	9.1316	10.306	11.7022	12.6822
Length   64, n  128, alignment  2/ 4:	16.5946	14.156	13.6011	15.9655	16.7252
Length  128, n   64, alignment  4/ 2:	12.7857	10.41	10.2845	11.6558	13.0621
Length   16, n   16, alignment  7/ 7:	11.9681	7.72675	7.72678	6.90451	11.1416
Length   16, n   16, alignment  7/ 7:	11.8104	7.53825	7.57662	6.97451	11.261
Length   16, n   16, alignment  7/ 6:	11.8971	7.57768	7.54331	6.85292	11.1508
Length   16, n   16, alignment  6/ 7:	11.7724	7.6263	7.73159	6.8529	11.3645
Length  128, n  256, alignment  1/ 6:	21.6916	17.1672	17.3727	24.399	21.7331
Length  256, n  128, alignment  6/ 1:	15.5639	13.4852	13.198	19.6857	16.445
Length  128, n  256, alignment  1/ 6:	21.6333	17.5997	17.1844	24.5013	21.1143
Length  256, n  128, alignment  6/ 1:	15.89	13.6087	13.2057	19.7157	16.2262
Length    8, n   16, alignment  0/ 0:	14.3404	11.2442	10.1386	11.6548	14.337
Length   32, n   16, alignment  0/ 0:	11.6575	6.85302	6.94551	6.96982	11.3488
Length    8, n   16, alignment  7/ 2:	15.4794	11.3175	11.425	11.6546	15.4526
Length   32, n   16, alignment  7/ 2:	11.6598	7.53821	7.5429	6.8529	11.1421
Length   16, n   32, alignment  0/ 0:	14.9261	9.69295	9.69742	11.6548	14.0354
Length   64, n   32, alignment  0/ 0:	11.1803	7.57679	7.6747	6.85308	10.1357
Length   16, n   32, alignment  6/ 4:	15.1785	10.5821	10.5289	11.6545	14.1438
Length   64, n   32, alignment  6/ 4:	11.4036	7.76402	7.68849	6.85304	11.2663
Length   32, n   64, alignment  0/ 0:	16.0752	10.5592	10.5501	11.8931	14.9396
Length  128, n   64, alignment  0/ 0:	13.0941	8.32511	8.39358	9.35495	12.6252
Length   32, n   64, alignment  5/ 6:	16.8577	11.5458	11.7168	13.1446	16.8946
Length  128, n   64, alignment  5/ 6:	12.8908	10.4065	10.4059	12.6382	12.5232
Length   64, n  128, alignment  0/ 0:	15.7766	13.3657	12.9261	14.8938	15.8229
Length  256, n  128, alignment  0/ 0:	15.5255	10.3656	10.5428	14.1312	15.8529
Length   64, n  128, alignment  4/ 0:	16.6559	13.6406	13.426	15.9073	15.7487
Length  256, n  128, alignment  4/ 0:	14.9439	13.2795	12.2608	18.678	16.4261
Length  128, n  256, alignment  0/ 0:	19.2555	16.0942	15.5499	23.0911	19.2297
Length  512, n  256, alignment  0/ 0:	18.5787	15.4105	14.9425	18.9922	18.8569
Length  128, n  256, alignment  3/ 2:	22.1852	17.1575	16.7547	23.4097	22.0859
Length  512, n  256, alignment  3/ 2:	23.6933	20.8664	20.5106	23.4132	23.4702
Length  256, n  512, alignment  0/ 0:	27.6509	23.9221	23.2902	28.8329	28.4359
Length 1024, n  512, alignment  0/ 0:	29.184	19.4448	19.7074	30.9315	29.3102
Length  256, n  512, alignment  2/ 4:	29.8628	26.6731	25.9521	30.1733	29.49
Length 1024, n  512, alignment  2/ 4:	31.3814	25.7598	26.6707	34.6647	31.4977
Length  512, n 1024, alignment  0/ 0:	45.0744	29.9464	27.9315	44.2847	43.9604
Length 2048, n 1024, alignment  0/ 0:	49.5766	28.3532	29.5891	59.026	51.1327
Length  512, n 1024, alignment  1/ 6:	54.8402	31.8864	29.6408	46.0678	54.8746
Length 2048, n 1024, alignment  1/ 6:	52.7158	40.9424	36.2702	63.514	52.94
