                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length  256, n  128, alignment  4/ 0:	16.3846	13.2746	12.2138	18.6084	14.9015
Length  128, n  256, alignment  0/ 0:	19.3908	15.9884	15.2502	22.8015	19.4476
Length  512, n  256, alignment  0/ 0:	18.5684	15.6316	14.8913	18.9171	18.4769
Length  128, n  256, alignment  3/ 2:	22.393	16.8536	16.5038	23.6167	22.1063
Length  512, n  256, alignment  3/ 2:	23.3725	20.8591	20.6358	23.3252	23.4737
Length  256, n  512, alignment  0/ 0:	27.2729	23.972	23.2884	28.6364	28.3256
Length 1024, n  512, alignment  0/ 0:	29.2008	19.5019	19.7827	31.0202	29.7415
Length  256, n  512, alignment  2/ 4:	29.7295	26.6688	25.7402	29.926	29.4386
Length 1024, n  512, alignment  2/ 4:	31.3623	25.7638	26.7522	35.3273	31.5277
Length  512, n 1024, alignment  0/ 0:	45.1453	29.5277	27.9936	46.0845	44.0251
Length 2048, n 1024, alignment  0/ 0:	47.1092	28.1169	29.7765	58.0216	47.1272
Length  512, n 1024, alignment  1/ 6:	54.4461	31.9453	29.3747	46.6224	54.8196
Length 2048, n 1024, alignment  1/ 6:	50.5201	40.7712	36.2928	59.7353	54.2297
