                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length  128/  10, alignment  4/ 4:	30.6895	30.4417	30.7149	29.7503	54.9652
Length  128/  10, alignment  4/ 4:	31.4294	30.4591	30.5981	29.6838	54.1953
Length  256/   1, alignment  5/ 2:	32.5293	32.3096	32.9899	36.6034	57.7198
Length  256/   1, alignment  2/ 5:	35.4778	34.2265	34.8926	35.754	79.3613
Length  256/  10, alignment  5/ 5:	35	34.7866	35.0295	35.8694	91.2616
Length  256/  10, alignment  5/ 5:	34.7093	34.1964	34.9428	35.6372	90.9385
Length  512/   1, alignment  6/ 4:	41.5602	40.5363	40.9001	50.17	107.088
Length  512/   1, alignment  4/ 6:	44.2431	43.4411	43.8636	47.3246	143.061
Length  512/  10, alignment  6/ 6:	43.3653	42.1985	43.0928	52.1997	166.673
Length  512/  10, alignment  6/ 6:	43.5831	42.3295	43.0514	52.3471	166.645
Length 1024/   1, alignment  7/ 6:	42.0782	39.9101	41.015	56.9193	229.898
Length 1024/   1, alignment  6/ 7:	62.9611	62.4576	62.1858	71.8172	290.92
Length 1024/  10, alignment  7/ 7:	61.0938	60.8856	62.3385	66.3202	348.428
Length 1024/  10, alignment  7/ 7:	60.3248	60.8161	61.8477	68.9518	346.241
