                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   32, alignment  4/ 0:	15.0856	10.7856	10.6653	11.6787	14.3951
Length   32, n   16, alignment  0/ 4:	11.945	7.02442	7.02927	6.89369	11.433
Length   16, n   32, alignment  4/ 0:	15.1911	10.7769	10.5482	11.6553	14.0991
Length   32, n   16, alignment  0/ 4:	11.8288	7.0244	7.02971	7.02533	11.2589
Length   16, n   16, alignment  5/ 5:	11.8675	7.73211	7.58191	6.8529	11.2874
Length   16, n   16, alignment  5/ 5:	11.9183	7.73452	7.63549	7.03958	11.358
Length   16, n   16, alignment  5/ 2:	11.9854	7.62164	7.68831	6.85289	11.3686
Length   16, n   16, alignment  2/ 5:	11.9479	7.72665	7.64937	7.02261	11.4016
Length   32, n   64, alignment  3/ 2:	18.3798	11.1208	10.5366	12.5851	18.3073
Length   64, n   32, alignment  2/ 3:	10.5255	7.76368	7.73363	7.64394	10.4247
Length   32, n   64, alignment  3/ 2:	18.9021	10.5112	10.5377	12.8493	18.9865
Length   64, n   32, alignment  2/ 3:	10.5323	7.73222	7.72691	7.64632	10.3605
Length   16, n   16, alignment  6/ 6:	11.9678	7.74419	7.72667	7.02977	11.5304
Length   16, n   16, alignment  6/ 6:	11.8268	7.72676	7.57347	6.85752	11.1382
Length   16, n   16, alignment  6/ 4:	11.9507	7.72677	7.66437	6.96813	11.6
Length   16, n   16, alignment  4/ 6:	11.9462	7.64838	7.5655	7.03642	11.3626
Length   64, n  128, alignment  2/ 4:	16.5665	14.2059	14.088	15.9593	16.6937
Length  128, n   64, alignment  4/ 2:	12.5559	9.14768	10.5336	11.6244	12.7676
Length   64, n  128, alignment  2/ 4:	16.4094	14.157	13.9084	16.0734	17.6201
Length  128, n   64, alignment  4/ 2:	12.7593	9.13151	10.5416	11.8789	12.8017
Length   16, n   16, alignment  7/ 7:	11.9638	7.72677	7.72683	6.98618	11.5682
Length   16, n   16, alignment  7/ 7:	11.963	7.7268	7.64649	6.9081	11.2907
Length   16, n   16, alignment  7/ 6:	11.7733	7.63644	7.56533	6.91747	11.2216
Length   16, n   16, alignment  6/ 7:	11.8004	7.70163	7.62679	6.88637	11.3187
Length  128, n  256, alignment  1/ 6:	22.1123	17.6112	17.4709	24.425	21.5344
Length  256, n  128, alignment  6/ 1:	16.4017	13.5291	13.2182	19.7497	16.0933
Length  128, n  256, alignment  1/ 6:	22.4365	18.0212	17.4765	24.866	21.6647
Length  256, n  128, alignment  6/ 1:	15.9691	13.5597	13.2202	19.673	16.0043
Length    8, n   16, alignment  0/ 0:	14.9456	11.4033	10.3829	11.8741	14.2928
Length   32, n   16, alignment  0/ 0:	11.9811	6.9726	6.91212	7.03662	11.4384
Length    8, n   16, alignment  7/ 2:	14.7269	11.6365	11.6233	11.6922	14.1547
Length   32, n   16, alignment  7/ 2:	11.6731	7.72059	7.53823	6.85295	11.3677
Length   16, n   32, alignment  0/ 0:	15.0325	9.79362	9.90811	11.6546	14.4924
Length   64, n   32, alignment  0/ 0:	10.4511	7.73252	7.59601	6.98321	10.2695
Length   16, n   32, alignment  6/ 4:	15.2331	10.7901	10.789	11.9008	14.0756
Length   64, n   32, alignment  6/ 4:	10.4996	7.72664	7.73208	6.87797	10.2781
Length   32, n   64, alignment  0/ 0:	14.8401	10.2015	10.5366	12.1993	14.9049
Length  128, n   64, alignment  0/ 0:	11.9625	8.45073	8.4293	9.43914	12.6953
Length   32, n   64, alignment  5/ 6:	16.6165	11.8312	11.9471	13.4863	17.2747
Length  128, n   64, alignment  5/ 6:	12.7704	10.552	10.5428	12.7881	12.6296
Length   64, n  128, alignment  0/ 0:	16.1107	12.7488	12.8922	15.0069	16.0737
Length  256, n  128, alignment  0/ 0:	14.8152	10.3205	10.5378	14.3521	15.3066
Length   64, n  128, alignment  4/ 0:	16.4979	13.7111	13.4435	16.2657	16.0324
Length  256, n  128, alignment  4/ 0:	16.0455	13.3147	12.2908	18.8779	15.2393
Length  128, n  256, alignment  0/ 0:	19.8155	16.3655	15.5428	23.1761	19.188
Length  512, n  256, alignment  0/ 0:	18.3032	15.6307	14.8564	19.1178	18.7093
Length  128, n  256, alignment  3/ 2:	22.5667	17.269	16.9021	23.8525	21.965
Length  512, n  256, alignment  3/ 2:	23.5558	20.9195	20.6632	23.4014	23.7971
Length  256, n  512, alignment  0/ 0:	27.4937	23.9832	23.5136	28.9696	27.3043
Length 1024, n  512, alignment  0/ 0:	29.2289	19.6837	20.2729	31.3682	30.047
Length  256, n  512, alignment  2/ 4:	29.6393	27.1312	25.9538	30.6424	30.6758
Length 1024, n  512, alignment  2/ 4:	31.3042	25.7029	27.2577	35.1004	31.5417
Length  512, n 1024, alignment  0/ 0:	45.5456	29.9123	28.1755	47.2828	44.5591
Length 2048, n 1024, alignment  0/ 0:	47.3641	28.3454	30.4511	58.0902	47.5941
Length  512, n 1024, alignment  1/ 6:	54.9859	32.0705	29.9669	47.5614	56.4963
Length 2048, n 1024, alignment  1/ 6:	49.9173	41.5492	36.2509	57.4955	51.6944
