                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   64, n   32, alignment  2/ 3:	10.4516	7.72692	7.57389	7.45392	10.2026
Length   32, n   64, alignment  3/ 2:	18.5913	10.3388	10.5365	12.5844	19.1144
Length   64, n   32, alignment  2/ 3:	10.4565	7.74931	7.72682	7.62604	10.2372
Length   16, n   16, alignment  6/ 6:	11.9802	7.74884	7.72687	7.02425	11.3931
Length   16, n   16, alignment  6/ 6:	11.662	7.70742	7.62541	6.91765	11.0608
Length   16, n   16, alignment  6/ 4:	11.9593	7.62822	7.53825	6.85765	11.3711
Length   16, n   16, alignment  4/ 6:	12.0891	7.72679	7.63538	6.85761	11.2099
Length   64, n  128, alignment  2/ 4:	17.2286	14.1835	13.9586	15.9329	16.5496
Length  128, n   64, alignment  4/ 2:	13.0629	9.95671	10.4011	11.7686	12.8437
Length   64, n  128, alignment  2/ 4:	16.4048	14.1891	14.0462	15.8298	16.0265
Length  128, n   64, alignment  4/ 2:	12.7508	9.14796	10.5416	11.6114	12.5931
Length   16, n   16, alignment  7/ 7:	11.9601	7.73213	7.54777	6.85292	11.3744
Length   16, n   16, alignment  7/ 7:	11.8797	7.66505	7.65528	6.85845	11.1867
Length   16, n   16, alignment  7/ 6:	11.9819	7.59546	7.68845	6.85846	11.267
Length   16, n   16, alignment  6/ 7:	11.6887	7.59566	7.63051	7.00862	11.44
Length  128, n  256, alignment  1/ 6:	21.0424	17.6319	17.2061	24.4435	21.8769
Length  256, n  128, alignment  6/ 1:	15.9018	13.5458	13.2343	19.714	15.9025
Length  128, n  256, alignment  1/ 6:	21.5956	17.7186	17.4433	24.7031	20.9681
Length  256, n  128, alignment  6/ 1:	15.6017	13.5214	13.2697	19.707	16.2182
Length    8, n   16, alignment  0/ 0:	14.3901	11.239	10.1953	11.6503	14.1663
Length   32, n   16, alignment  0/ 0:	11.775	6.85307	6.88078	6.94592	11.3319
Length    8, n   16, alignment  7/ 2:	14.3935	11.4047	11.4391	11.6501	14.0259
Length   32, n   16, alignment  7/ 2:	11.6579	7.53827	7.53819	6.85741	11.3721
Length   16, n   32, alignment  0/ 0:	14.8745	9.89142	9.72566	11.65	13.9374
Length   64, n   32, alignment  0/ 0:	11.2587	7.69582	7.66248	6.91591	10.3853
Length   16, n   32, alignment  6/ 4:	15.2908	10.8018	10.6346	11.6501	14.0774
Length   64, n   32, alignment  6/ 4:	10.5141	7.7428	7.7268	6.89477	10.2121
Length   32, n   64, alignment  0/ 0:	14.7387	11.2566	10.5542	12.1756	14.6758
Length  128, n   64, alignment  0/ 0:	11.9903	8.45071	8.40909	9.19668	12.2509
Length   32, n   64, alignment  5/ 6:	17.4351	11.5431	11.6061	13.1533	16.9965
Length  128, n   64, alignment  5/ 6:	12.6324	10.5569	10.3172	12.721	13.009
Length   64, n  128, alignment  0/ 0:	15.9462	13.3681	12.6725	14.7835	16.1372
Length  256, n  128, alignment  0/ 0:	15.4113	10.2948	10.3683	14.1123	15.3844
Length   64, n  128, alignment  4/ 0:	16.1295	13.5549	13.4747	16.2506	16.0337
Length  256, n  128, alignment  4/ 0:	15.9057	13.3014	12.2391	18.5929	15.8309
Length  128, n  256, alignment  0/ 0:	19.83	16.0851	15.5485	23.1737	18.7794
Length  512, n  256, alignment  0/ 0:	18.5295	15.6669	15.1248	18.7919	18.8183
Length  128, n  256, alignment  3/ 2:	21.9627	17.1608	16.9115	23.8537	21.834
Length  512, n  256, alignment  3/ 2:	23.2079	21.0108	20.5282	23.2725	23.9463
Length  256, n  512, alignment  0/ 0:	27.6348	23.9867	23.5333	29.0027	27.8428
Length 1024, n  512, alignment  0/ 0:	29.2543	19.4601	20.0152	30.8755	29.597
Length  256, n  512, alignment  2/ 4:	30.1191	26.8459	25.9584	30.5829	29.092
Length 1024, n  512, alignment  2/ 4:	31.38	25.7522	26.8905	34.9047	31.4987
Length  512, n 1024, alignment  0/ 0:	45.4994	30.9823	29.1115	45.2055	44.8453
Length 2048, n 1024, alignment  0/ 0:	46.9434	28.415	29.8316	56.474	47.5895
Length  512, n 1024, alignment  1/ 6:	54.8023	33.0661	30.3575	47.4997	54.6029
Length 2048, n 1024, alignment  1/ 6:	49.0912	41.9746	59.7996	84.6924	66.3128
