                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   32, n   64, alignment  3/ 2:	18.3927	9.72542	10.2843	12.5502	18.8384
Length   64, n   32, alignment  2/ 3:	10.2515	7.53835	7.54305	7.45479	10.1267
Length   16, n   16, alignment  6/ 6:	11.6567	7.53821	7.54297	6.8529	11.0873
Length   16, n   16, alignment  6/ 6:	11.6846	7.53827	7.5428	6.85288	11.1465
Length   16, n   16, alignment  6/ 4:	11.6796	7.54285	7.53827	6.85289	11.2978
Length   16, n   16, alignment  4/ 6:	11.6499	7.54334	7.53823	6.85289	11.1369
Length   64, n  128, alignment  2/ 4:	16.0549	13.9515	13.6264	15.7079	16.1419
Length  128, n   64, alignment  4/ 2:	12.4928	8.90897	10.2841	11.5836	12.4572
Length   64, n  128, alignment  2/ 4:	16.1611	13.8019	13.6839	15.6864	16.8934
Length  128, n   64, alignment  4/ 2:	12.7729	8.91522	10.2793	11.5724	13.2732
Length   16, n   16, alignment  7/ 7:	11.6668	7.53842	7.53836	6.85744	11.0764
Length   16, n   16, alignment  7/ 7:	11.6674	7.53825	7.54336	6.8529	11.2291
Length   16, n   16, alignment  7/ 6:	11.6551	7.53826	7.56109	6.85289	11.1224
Length   16, n   16, alignment  6/ 7:	11.6579	7.53828	7.54286	6.85289	11.0674
Length  128, n  256, alignment  1/ 6:	21.6776	17.1606	16.9952	24.3172	20.7548
Length  256, n  128, alignment  6/ 1:	15.8601	13.2352	12.8962	19.1612	15.4071
Length  128, n  256, alignment  1/ 6:	20.9691	17.1589	16.9779	24.2704	21.5364
Length  256, n  128, alignment  6/ 1:	15.659	13.1839	12.8879	19.3465	15.9982
Length    8, n   16, alignment  0/ 0:	14.4875	10.9649	10.1484	11.6501	14.2628
Length   32, n   16, alignment  0/ 0:	11.6721	6.85317	6.85316	6.85757	11.2785
Length    8, n   16, alignment  7/ 2:	14.0512	11.0012	11.4408	11.65	14.1142
Length   32, n   16, alignment  7/ 2:	11.7144	7.53822	7.53823	6.85748	11.1344
Length   16, n   32, alignment  0/ 0:	14.5095	9.68036	9.72502	11.6502	14.093
Length   64, n   32, alignment  0/ 0:	10.9998	7.54299	7.53834	6.85301	10.5105
Length   16, n   32, alignment  6/ 4:	14.9571	10.5203	10.5387	11.6502	13.9796
Length   64, n   32, alignment  6/ 4:	11.3339	7.54689	7.53829	6.85311	10.1313
Length   32, n   64, alignment  0/ 0:	16.667	9.98624	11.6559	11.8979	15.6666
Length  128, n   64, alignment  0/ 0:	12.3882	8.22377	8.22367	9.2049	12.4486
Length   32, n   64, alignment  5/ 6:	17.2129	11.4853	11.6503	13.2147	18.1886
Length  128, n   64, alignment  5/ 6:	12.3167	10.2856	10.2793	12.5008	12.5062
Length   64, n  128, alignment  0/ 0:	15.8812	12.5809	12.4024	14.6367	15.8227
Length  256, n  128, alignment  0/ 0:	14.4405	10.0476	10.9647	13.7845	15.0287
Length   64, n  128, alignment  4/ 0:	15.9945	13.2872	13.1367	15.8574	16.0774
Length  256, n  128, alignment  4/ 0:	14.5648	13.0374	12.2145	18.5524	15.0784
Length  128, n  256, alignment  0/ 0:	19.2848	16.0456	15.5435	23.184	19.0307
Length  512, n  256, alignment  0/ 0:	18.0653	15.617	14.8845	18.9452	18.8498
Length  128, n  256, alignment  3/ 2:	22.4701	17.1577	16.8899	23.8243	22.0142
Length  512, n  256, alignment  3/ 2:	23.9328	20.9589	20.5969	23.6775	23.8739
Length  256, n  512, alignment  0/ 0:	27.9941	23.9918	23.5337	29.1453	27.6873
Length 1024, n  512, alignment  0/ 0:	29.3068	19.4543	19.7072	28.8315	29.6621
Length  256, n  512, alignment  2/ 4:	29.5058	26.6519	25.9556	30.6601	29.5584
Length 1024, n  512, alignment  2/ 4:	31.3499	25.7638	26.5436	33.2606	31.4934
Length  512, n 1024, alignment  0/ 0:	45.3127	29.9703	28.3532	45.7965	45.7214
Length 2048, n 1024, alignment  0/ 0:	51.6655	28.393	30.2096	59.6214	53.1811
Length  512, n 1024, alignment  1/ 6:	56.399	32.7861	30.0338	46.0079	56.5323
Length 2048, n 1024, alignment  1/ 6:	54.5773	40.8154	36.4559	61.7302	51.0367
